stock,direction,RSI,RSIRev,fair_value_mult,drop,climb,geomean,score,sharpe,weighted_sharpe
ASML,0,0.17219336795844986,0.8278066320415501,0.3476360746920938,0.2887588800668617,0.9373171750940242,0.5202486499238465,0.5538430245482843,0.8419315721320657,-0.07601723519988302
ATVI,1,0.5041949660407511,0.4958050339592489,0.8593563766388558,0.669034684496448,0.1880484747179273,0.3546983957575037,0.5734201342757775,0.7053919405343694,0.7655632337148648
AXON,0,0.575309628445865,0.424690371554135,0.567342073897497,0.8111157542833264,0.7781027998328458,0.7944378134230438,0.7735550072482354,0.9206043392889123,-0.4523538425511896
BIIB,0,0.17898521773871354,0.8210147822612864,0.17083829956297178,0.5666527371500208,0.8921855411617217,0.7110269889005355,0.5421124146064696,0.32992164767014714,-0.6270900602488391
BMRN,0,0.04714342788653616,0.9528565721134639,0.07071911005164878,0.4396155453405767,0.7133305474300041,0.5599921406738968,0.38590034125020634,0.3594751246367766,2.0626734953220995
BROS,1,0.6752873563218391,0.3247126436781609,0.569060773480663,0.9873949579831933,0.6491596638655462,0.8006103790402077,0.7771418027263766,0.44803236708240973,-0.11392020339064216
BRTX,0,0.6340391530163804,0.36596084698361964,0.509504132231405,0.7795653990806519,0.5108650229837025,0.6310726547067591,0.6711608395629025,0.5314499798906624,0.5155234035103932
BTTR,1,0.5661206552137436,0.43387934478625645,0.6407805655117483,0.38361888842457165,0.48391140827413287,0.430856770328716,0.5872780833399588,0.35897560736050427,-0.6649649031157726
BYND,0,0.6976744186046512,0.3023255813953488,0.6479166666666667,0.5430622009569378,0.770933014354067,0.647042950325159,0.7216827801085914,-0.0019467143143156406,0.22233689988550948
BYRN,0,0.15541350379544547,0.8445864962045545,0.052046086611044894,0.5570413706644379,0.7244045131633933,0.6352348250277542,0.3806836016937922,0.5601538549333008,1.30037441758689
CEF,0,0.07391130643228126,0.9260886935677187,0.10210568136670639,0.5014625992478061,0.722524028416214,0.6019292128719044,0.43856622991109834,0.03396087616073055,-0.5353400831177221
CELH,0,0.060727127447063524,0.9392728725529365,0.14382201032975764,0.3313832010029252,0.15963226076055162,0.22999880337550724,0.2953378622527312,1.0916460231144252,1.3115478201686401
CGAU,0,0.33320015980823015,0.6667998401917699,0.6142232816845451,0.6698704554951943,0.8493522774759715,0.7542917187592011,0.7688670302754201,0.29134823221370165,0.6145381708170444
CHWY,0,0.1888646288209607,0.8111353711790393,0.08172043010752689,0.5620347394540943,0.3858560794044665,0.4656871493340434,0.36486296899431714,0.3935841544681338,0.4004325086616636
CPRX,0,0.21254494606472232,0.7874550539352777,0.27413587604290823,0.343083994985374,0.2687003760969494,0.30362278979914187,0.398711398867224,0.8506506763953823,0.697187422724371
CRWD,1,0.6296296296296297,0.37037037037037035,0.7027896995708155,0.125,0.30074257425742573,0.1938886839972313,0.40316477324824435,0.6175953313507583,0.05836510189616303
CTGO,1,0.631242508989213,0.36875749101078703,0.5578069129916567,0.511073965733389,0.2118679481821981,0.3290595576628525,0.4957448689199824,0.5671676022980788,1.0000930987335739
DDOG,1,0.48056537102473496,0.519434628975265,0.3847045191193511,0.38430311231393777,0.401894451962111,0.393000367316296,0.49371724866979894,0.6619314302436785,0.34688787499814094
DGX,0,0.20375549340791052,0.7962445065920895,0.8335319825188717,0.31759297952361054,0.6556623485165065,0.4563263731440527,0.6454585406727317,0.6080543673574159,0.12144969245713311
DIS,0,0.18977227327207352,0.8102277267279265,0.21652761223678982,0.25198495612202254,0.6874216464688675,0.41619696469674794,0.4400760926897853,0.40947831747095,-0.38670725143297713
DOCS,0,0.4641975308641975,0.5358024691358025,0.4152744630071599,0.9593220338983051,0.735593220338983,0.8400421324299141,0.735756894979281,0.07864796879734287,0.23938329434801173
DOCU,0,0.4175,0.5825,0.3228995057660626,0.6073394495412844,0.6761467889908257,0.6408202701497472,0.6034412098377718,0.4635801768210174,0.7625087008764222
DQ,1,0.6104674390731123,0.3895325609268877,0.6630909813269765,0.27872962808190554,0.2816548265775178,0.28018840993057714,0.4776594382903314,0.7657123034943808,0.22251380244159008
DTST,1,0.6971634039153016,0.3028365960846984,0.6428287644020659,0.7409109903886335,0.39030505641454244,0.5377558050842316,0.6566234355602114,0.546335020836529,-1.4056714137195012
DUOL,0,0.5706806282722513,0.4293193717277487,0.4065656565656566,0.6985294117647058,0.5147058823529411,0.5996142069963268,0.6183275962070796,0.04135164330142526,0.877977034337006
DYAI,0,0.0815021973631642,0.9184978026368358,0.04131903059197457,0.03426661094860008,0.44337651483493523,0.12325993078691444,0.1582881818600617,0.2644418885059908,0.4984005780108806
EA,0,0.03875349580503396,0.961246504194966,0.2137465236392531,0.12954450480568325,0.02381947346427079,0.05554891443278682,0.16025535593491086,0.7422071558380087,0.5987613109505798
EDIT,1,0.5192962542565267,0.4807037457434733,0.5,0.3159806295399516,0.4025423728813559,0.3566449108000236,0.5021812769333083,0.2709747538414766,-0.13653463694542084
EP,1,0.4926088693567719,0.5073911306432282,0.4731823599523242,0.6870037609694943,0.21479314667781027,0.38414020825491296,0.5140460427874141,0.9543161731502201,0.5972332003596726
EPAM,0,0.04834198961246504,0.951658010387535,0.025029797377830752,0.06268282490597576,0.0325950689511074,0.04520122785788537,0.08456476563793754,0.850064813332204,0.40981779252605177
EPSN,0,0.025169796244506593,0.9748302037554935,0.13587604290822408,0.08232344337651483,0.03677392394483912,0.055021414427522904,0.14241364361820763,0.33316762565895763,-1.0037336106179413
ESCA,0,0.5705153815421494,0.4294846184578506,0.9415971394517283,0.7467613873798579,0.7404931048892603,0.7436206414243237,0.8494581761056913,0.4828172147500342,1.8037618390690615
ESOA,0,0.3471833799440671,0.6528166200559329,0.7488076311605724,0.2975344755536983,0.10906811533639783,0.18014306674486644,0.3948219974796169,0.6988633664182667,0.7512346561218267
ESTE,0,0.3300039952057531,0.6699960047942469,0.3643226062773143,0.4868366067697451,0.316339323025491,0.3924354247638308,0.4866935962032361,0.2983035640485114,0.044802317144257656
ETSY,0,0.27342158859470467,0.7265784114052953,0.2603640040444894,0.4784250269687163,0.5097087378640777,0.4938192145500332,0.5019716934190014,0.607152667362812,0.47877914296626495
FCUV,1,0.399197592778335,0.600802407221665,0.21490384615384617,0.15337423312883436,0.2714723926380368,0.20405114563880478,0.30756050531376367,0.68980796305006,-1.5692649786285624
FFIV,0,0.2656811825809029,0.7343188174190971,0.2129519268970997,0.32010029251984956,0.24362724613455913,0.2792582187751647,0.3589825806822485,0.2916802749372685,-1.1846204611693556
FLGT,0,0.34398496240601506,0.6560150375939849,0.3590062111801242,0.3983849259757739,0.1971736204576043,0.2802695099192526,0.40979194512708594,0.6538871606819314,1.6866726956460285
FNV,0,0.02037554934079105,0.979624450659209,0.24592769169646406,0.2636857501044714,0.36606769745089845,0.31068768142840303,0.39252188466825716,0.4920840062339316,0.7357425653209849
FSI,0,0.4710347582900519,0.5289652417099481,0.7413587604290822,0.7365231926452153,0.8539490179690765,0.7930657331336606,0.8263455612165375,0.4846352319327013,0.25033924259463464
FTNT,1,0.7415101877746704,0.25848981222532963,0.8311481922924115,0.5954868366067697,0.5574592561638111,0.5761593954715576,0.7247545329870689,0.8533393571768165,-0.29418763869140124
GCBC,1,0.7147423092289253,0.28525769077107466,0.9682161303138657,0.02131216046803176,0.496447973255328,0.10286096864237032,0.3181400780530936,0.6607431548930396,-0.8819584217526376
GH,1,0.15243342516069788,0.8475665748393021,0.242973708068903,0.06128702757916241,0.15321756894790603,0.09690329908585432,0.21855417233449126,0.31076682091379426,-1.1307043775316967
GILD,0,0.2884538553735517,0.7115461446264483,0.920937624155741,0.6163811115754283,0.8938570831592144,0.7422645232713515,0.8439892323902578,0.4826315783374022,0.375322518936619
GME,1,0.4674390731122653,0.5325609268877347,0.7842669845053635,0.2582532386126201,0.6046803175929796,0.3951716719904081,0.5915737373458307,0.6052642700209786,0.8214755240096783
GMED,0,0.027167399121054734,0.9728326008789453,0.06634882796980532,0.062055996656916,0.0708315921437526,0.06629875598589124,0.13068056504602407,0.6235036271409024,-1.1087565927878527
GNRC,1,0.41350379544546545,0.5864962045545346,0.22367898291617005,0.038027580442958626,0.615545340576682,0.15299575142816266,0.2689960980278384,0.5412033624603977,0.1540345140183958
GOOG,0,0.1534159009188973,0.8465840990811027,0.03496225665474772,0.0635185959047221,0.25198495612202254,0.12651375657209724,0.1538043929268646,0.6975785013661039,-0.5056597522610706
GTLS,1,0.3551737914502597,0.6448262085497403,0.310290027810886,0.11282908483075638,0.3476807354784789,0.19806185699755788,0.3321562111128371,0.4014324953585411,-0.9702783304474165
HBM,0,0.1082700759089093,0.8917299240910908,0.1795788637266587,0.513163393230255,0.5236105307145842,0.5183606434448806,0.46868366242184595,0.20697120015525775,-1.6429550849213987
HMY,0,0.04434678385936876,0.9556532161406313,0.17322208978943188,0.47555369828666944,0.7553280401170079,0.5993321640770375,0.49944148259368143,0.22139238939704545,0.7134757055892276
ICPT,0,0.6835797043547742,0.3164202956452258,0.5478744537147398,0.8244880902632679,0.8186376932720435,0.821557684124124,0.7798108861898354,0.29220790839257826,0.9721700635567813
IDR,0,0.4015181781861766,0.5984818218138235,0.4735796583234009,0.7739239448391141,0.25240284162139576,0.441973531872931,0.5515011100283979,0.7478811610543954,0.6288867540388065
IDXX,0,0.28645625249700357,0.7135437475029964,0.1505760826380612,0.38361888842457165,0.8620977852068533,0.5750799892835241,0.47239264437093614,0.92682705633935,-0.21339291085235626
INTG,1,0.36216540151817816,0.6378345984818219,0.20758839888756456,0.24780610112829085,0.2762223150856665,0.26162869671733124,0.3452577680835468,0.36569084337680946,0.3570707668018854
INTZ,0,0.13024370755093886,0.8697562924490612,0.04054054054054054,0.1243209360635186,0.026744671959882994,0.0576621422838624,0.10775012197268301,0.7186022076781712,0.6398257809580249
IONS,0,0.10946863763483819,0.8905313623651618,0.16607071911005164,0.30296698704554953,0.017551190973673213,0.07292072029509046,0.17238470956187849,0.452666032699782,0.8202172085719585
ISDR,0,0.3499800239712345,0.6500199760287655,0.40484704012713546,0.7267028834099457,0.7538654408692018,0.7401595703513931,0.686254841833557,0.625465577179824,0.09221531302395652
ISRG,0,0.07471034758290052,0.9252896524170995,0.059992054032578464,0.17676556623485165,0.6234851650647723,0.33197998168821025,0.2851539430238045,0.5672330070747919,-1.4325128651898296
JD,0,0.005936073059360731,0.9940639269406393,0.015426497277676952,0.1596153846153846,0.4889423076923077,0.2793612616255901,0.18627300612712552,0.4328035430753474,0.7311267699022485
KNSL,1,0.748780487804878,0.25121951219512195,0.914752116082225,0.5705882352941176,0.5725490196078431,0.5715677866337608,0.7393664294375387,1.3375007496224278,-0.0976045170868201
LFMD,0,0.24970035956851777,0.7502996404314822,0.3694874851013111,0.6293355620559966,0.07292101964061846,0.2142236935570503,0.3608557955729574,0.8364578825381267,0.10520304733962393
LPLA,1,0.5996803835397523,0.4003196164602477,0.8303535955502582,0.4066025908900961,0.2929377350605934,0.34512206832527215,0.5607924175129344,0.7840617694813483,-0.4436875508545324
LRCX,0,0.20415501398322014,0.7958449860167799,0.5637663885578069,0.3117425825323861,0.8340994567488508,0.5099257972840235,0.6187686283184252,0.855133865339238,0.21749678531274683
LSPD,0,0.3122923588039867,0.6877076411960132,0.24025974025974026,0.6951219512195121,0.39634146341463417,0.5248863223574962,0.5072276021069915,0.02967342102191408,-0.13860731711471577
LULU,1,0.4119057131442269,0.588094286855773,0.4533174413984903,0.32636857501044714,0.2762223150856665,0.30025036779427217,0.44961664564796,0.5950158055915927,-0.6459496550513759
MA,0,0.03276068717538953,0.9672393128246105,0.21851410409217323,0.33639782699540327,0.6920183869619724,0.4824867683313933,0.47491137557580015,0.8671391490147908,-0.6058371710399615
MASI,0,0.43587694766280466,0.5641230523371954,0.4155740961462058,0.5277893857083159,0.897618052653573,0.6882973780356307,0.6661164745060013,0.8138445853623677,0.6920704595667572
MCVT,1,0.592489013184179,0.407510986815821,0.7491053677932406,0.33765148349352275,0.4625992478061011,0.3952180692791232,0.5848629673732032,0.6089247274544544,1.5452843115021553
MDB,0,0.40902255639097745,0.5909774436090225,0.3586309523809524,0.13360655737704918,0.5049180327868853,0.2597313229440142,0.394388375908467,0.8619166779751302,0.7521016298706149
MELI,0,0.4718337994406712,0.5281662005593288,0.44020659515295985,0.5917258671124112,0.6995403259506895,0.6433786645151286,0.6533523592259849,0.7779706738244739,0.1632178439800293
MICS,0,0.022373152217339192,0.9776268477826608,0.03575685339690107,0.022983702465524447,0.04638529043042206,0.032651274309431766,0.07857599537705977,0.5654039528289477,0.1805150236245276
MNMD,1,0.7415227127319258,0.2584772872680742,0.6506024096385542,0.10254645560908465,0.591878871300757,0.2463637156762298,0.44577662274300117,0.5093999384296595,1.174554825464368
MNST,0,0.32960447463044346,0.6703955253695566,0.31426301152165276,0.7141663184287506,0.4600919348098621,0.5732208677481306,0.5668710955350182,0.7562536673009742,0.48003576400106074
MOBQ,0,0.023971234518577706,0.9760287654814223,0.04330552244735797,0.029669870455495195,0.06539908065190138,0.04404977015661258,0.09574313501860597,0.3258028238481016,-0.2682571640858187
MRCY,1,0.654814222932481,0.34518577706751896,0.39411998410806515,0.7058086084412871,0.6431257835353114,0.6737386097959435,0.6503585171806662,0.7018280814878718,1.4930853333139207
MSFT,0,0.2165401518178186,0.7834598481821814,0.6185935637663885,0.20058503969912245,0.4187212703719181,0.2898089416157103,0.47742728976817467,1.0203022730396223,-0.48258037708539464
MTA,0,0.1390331602077507,0.8609668397922493,0.20659515295987285,0.49059757626410366,0.38696197241955704,0.43570931339071883,0.44501889765123404,0.7121639383664566,-0.6800892587944238
MTCH,0,0.2077506991610068,0.7922493008389933,0.2431466030989273,0.1746761387379858,0.2661930631007104,0.2156329669166315,0.3260803517955345,0.5408529928935693,0.05519002399233919
NEO,1,0.7159408709548541,0.28405912904514585,0.754072308303536,0.7229419139155872,0.9924780610112829,0.8470560719024023,0.8576484915415465,0.5454167398491879,0.37007942081233247
NET,1,0.593200468933177,0.406799531066823,0.4659746251441753,0.5114401076716016,0.477792732166891,0.494330219978653,0.5808970185203263,0.8452454092257751,-0.14346317338410036
NOW,0,0.2836596084698362,0.7163403915301638,0.2058005562177195,0.34809862097785205,0.5127455077308818,0.4224760397391887,0.4377868151684286,0.8437095426561508,0.5701187555358538
NVCR,0,0.21548456957227938,0.7845154304277207,0.14139784946236558,0.2970639032815199,0.35808865860679334,0.3261521342051553,0.35020376709807455,0.5868797833284044,0.0196112065647452
NVDA,0,0.40751098681582104,0.5924890131841789,0.44219308700834326,0.3359799414960301,0.8575010447137484,0.5367524111130847,0.5974340749642172,1.1842521659294973,0.24148633741332604
ODFL,0,0.3583699560527367,0.6416300439472633,0.26976559396106475,0.35227747597158376,0.8671124111993314,0.5526881323141782,0.535780260789687,1.0840795880818292,-0.5587241595681067
OKTA,0,0.3535836177474403,0.6464163822525597,0.28735632183908044,0.22361623616236162,0.7033210332103321,0.3965778640573851,0.4610727161170576,0.6272328042716925,1.0084298483403913
OMQS,0,0.32241310427487013,0.6775868957251299,0.09177592371871275,0.5775177601337234,0.40952778938570833,0.48632249756570944,0.3838348215655243,0.8041362841716795,-0.7588474175441198
OPEN,0,0.5158850226928896,0.4841149773071104,0.2518518518518518,0.3121597096188748,0.8620689655172413,0.5187515763323576,0.5102300136296218,-0.17642580827853185,-0.42893262542099914
PAC,0,0.7223332001598082,0.2776667998401918,0.9328565752880413,0.7538654408692018,0.9063936481404096,0.8266189249928979,0.8935243479779973,0.6163356394607159,1.3537639942037778
PACB,0,0.1993607670795046,0.8006392329204954,0.08859753675009932,0.5750104471374843,0.7267028834099457,0.6464222690514707,0.438645387069724,0.5709137604810249,-0.7375723451854431
PANW,1,0.9520575309628446,0.04794246903715538,0.9868891537544696,0.7613873798579189,0.651901379022148,0.7045207469616757,0.8365925396655113,0.7869166673477875,0.542126812863978
PAYC,0,0.13583032490974728,0.8641696750902528,0.11928251121076233,0.19753086419753085,0.0389363722697056,0.08769911780144497,0.17403708707268414,0.9536996838482515,-0.10763220676223785
PCRX,1,0.7538953256092689,0.24610467439073114,0.7620182757250695,0.27872962808190554,0.4199749268700376,0.34213952588119817,0.5465035299043987,0.39081870988134687,-0.2903501442330927
PINS,0,0.43664921465968587,0.5633507853403141,0.38596491228070173,0.6556213017751479,0.41183431952662725,0.5196223173457136,0.5681733428943788,0.36065995428636555,0.9509617439657004
POWW,1,0.26542800265428,0.73457199734572,0.34911242603550297,0.09663564781675017,0.4674302075876879,0.21253334072411845,0.35436829672220665,0.42995584476329524,-0.9653495378374858
PPC,1,0.44147023571713945,0.5585297642828606,0.6765991259435836,0.36439615545340576,0.34099456748850815,0.35250121903804715,0.5384720550153937,0.5410898849074031,0.39433512115535135
PRPH,0,0.03276068717538953,0.9672393128246105,0.8013508144616607,0.05641454241537819,0.014834935227747597,0.028929329107933957,0.1609254942857499,0.63543279461317,0.37806493471663505
PTON,0,0.542654028436019,0.45734597156398105,0.36247086247086246,0.6362397820163488,0.7098092643051771,0.67201852027657,0.6360758343957112,0.21656668390629052,0.10811294913042895
PYPL,0,0.20167627029858565,0.7983237297014143,0.14456578263130526,0.14952751528627015,0.22178988326848248,0.18210900625935028,0.26313710369121046,0.43903751785354744,-0.11036950516953266
QDEL,1,0.6004794246903715,0.3995205753096285,0.574890742947954,0.6949435854575846,0.631633932302549,0.6625329800176039,0.7087614366333351,0.5302846331517446,1.003945998526714
QLYS,1,0.5833000399520575,0.4166999600479425,0.4711958680969408,0.18094442122858337,0.30714584203928125,0.2357463183605709,0.4022748003075845,0.7572860778638438,0.3390157353362559
RBLX,1,0.605427974947808,0.394572025052192,0.37322515212981744,0.7994579945799458,0.6205962059620597,0.7043724854523714,0.6559850131183615,0.10283097633385146,0.4267021489879001
RDFN,0,0.729106628242075,0.27089337175792505,0.6291012838801712,0.7511737089201878,0.9107981220657277,0.8271442458420748,0.8099734236380162,0.1444729451659618,0.9149781815001718
RGEN,0,0.10547343188174191,0.8945265681182581,0.0687326181962654,0.12661930631007104,0.10781445883827831,0.11683917146359139,0.17501890251753818,0.9443626525670963,0.17858045472534478
RIVN,1,0.6103896103896104,0.38961038961038963,0.6211180124223602,0.3939393939393939,0.25757575757575757,0.3185423642671006,0.5010454591221322,-0.9562027422895252,-1.2597376016003243
RMD,0,0.19696364362764682,0.8030363563723532,0.6301152165276123,0.3510238194734643,0.0814876723777685,0.16912750810570884,0.36640561204269817,0.7479894206753618,-0.4254272531468417
ROKU,1,0.787360594795539,0.212639405204461,0.7262693156732892,0.7991902834008097,0.611336032388664,0.6989805555076786,0.7718039044216547,0.6394370281665736,1.169989139445739
RVLV,0,0.36264929424538545,0.6373507057546146,0.3058823529411765,0.6276202219482121,0.35388409371146734,0.4712799735180066,0.5105380299806712,0.2696727980003263,-1.0717334794596636
RVP,1,0.41310427487015583,0.5868957251298441,0.5113230035756854,0.340576681989135,0.40597576264103635,0.3718412002566321,0.5156471087047553,0.477878295406648,0.8130059726185866
RVYL,0,0.188174190970835,0.811825809029165,0.21343402225755168,0.3117425825323861,0.17488508148767237,0.23349331242961494,0.32843780073792056,1.1820305101838617,1.6134574653334617
SAM,0,0.23092289252896525,0.7690771074710347,0.09614620580055622,0.2737150020894275,0.2085248641872127,0.23890664209414628,0.2721743219755613,0.3878087032315014,0.37153928254525914
SAND,0,0.01757890531362365,0.9824210946863764,0.06634882796980532,0.330965315503552,0.12829084830756374,0.20605781005904913,0.23038428619073945,0.142096264634214,-0.13323297597046668
SBSW,0,0.0007990411506192569,0.9992009588493808,0.6122367898291617,0.34517342248223987,0.1287087338069369,0.2107767400627877,0.40610767516172647,0.4354072897747086,0.40538889855832605
SBUX,0,0.24650419496604076,0.7534958050339593,0.8518077075883989,0.5729210196406185,0.6945256999582115,0.6307997877192674,0.7630116352678107,0.7282118514920988,0.36028552195742264
SE,0,0.37396538750940556,0.6260346124905944,0.3060312732688012,0.47333880229696473,0.5619360131255127,0.5157384215087738,0.5341413449895235,0.707337448517381,0.44454251937021905
SHOP,0,0.19845360824742267,0.8015463917525774,0.08141321044546851,0.246448087431694,0.7027322404371584,0.4161574421205597,0.3445899071175795,0.9662318435338562,0.7554781108018838
SNOW,0,0.39565943238731216,0.6043405676126878,0.28874388254486133,0.6196319018404908,0.36809815950920244,0.4775828332767746,0.5065852631881416,0.03490415219311645,-0.07475175032210606
SPWR,0,0.1701957650819017,0.8298042349180983,0.19586809694080254,0.1452152110321772,0.0192227329711659,0.05283401579496912,0.15291417176407482,0.4387073916224024,-1.0816914457944777
STKL,1,0.23132241310427487,0.7686775868957252,0.25744934445768775,0.23944839114082742,0.08065190137902215,0.13896750709304506,0.265539773831537,0.294799307344922,0.707709919826312
TASK,1,0.748792270531401,0.25120772946859904,0.6705607476635514,0.9802631578947368,0.7269736842105263,0.8441714988025726,0.8314284372851495,0.13027885977688727,-0.6619804784727289
TDOC,0,0.48535564853556484,0.5146443514644352,0.43636363636363634,0.5,0.44950055493895674,0.4740783452863866,0.559612230026136,0.4134870658276582,-0.5185564795230361
TEAM,1,0.4697053918843802,0.5302946081156198,0.49613686534216334,0.10183540556542332,0.6566015393724097,0.25858322462385414,0.42677654975921453,0.8181901232151314,0.35632660865786253
TMUS,1,0.44986016779864163,0.5501398322013584,0.49384187524831147,0.5908900961136648,0.27329711659005435,0.40185639162452635,0.5314132985972773,0.9123349868131118,-0.1306294999896763
TREE,0,0.5205753096284459,0.4794246903715541,0.3377036154151768,0.5536982866694525,0.9661512745507731,0.7314070722807313,0.6519488224482421,0.43129289504863966,-0.12851865942075605
TREX,0,0.27047542948461845,0.7295245705153816,0.13110846245530394,0.41496030087755953,0.4107814458838278,0.41286558633394493,0.3866446661429299,0.7074325710803991,-0.11299818228751324
TRS,0,0.5061925689172992,0.49380743108270075,0.44139849026618994,0.8123694107814459,0.926870037609695,0.8677331769178613,0.7592779925152818,0.24698683690721246,-0.2650372805527554
TSCO,0,0.5349580503395925,0.46504194966040746,0.8355184743742551,0.6899289594651066,0.6564981195152528,0.6730059914205501,0.7843293729733298,0.7232634800803134,0.021191559008066116
TSLA,1,0.6927686775868958,0.30723132241310425,0.7783075089392133,0.08608441287087339,0.8169661512745507,0.2651943654526748,0.48369316594945067,1.0631534529871705,-0.03269668444868759
TTC,0,0.33320015980823015,0.6667998401917699,0.820818434644418,0.4880902632678646,0.8788132051817802,0.6549352400661084,0.770301874972423,0.8801218312885818,-0.8108446225642931
TTD,1,0.583645443196005,0.416354556803995,0.31745049504950495,0.4725201072386059,0.37332439678284185,0.4200039095087286,0.486458356984185,0.9739823562891934,0.5539704628210649
TTWO,1,0.44147023571713945,0.5585297642828606,0.42709574890742946,0.26995403259506895,0.3593815294609277,0.31147470702797203,0.4511725879322892,0.7492672005570431,0.06644848877245352
TWLO,1,0.6568509615384616,0.34314903846153844,0.3951132300357569,0.5424710424710425,0.6576576576576577,0.5972940943443301,0.6127375607443807,0.5137408417013954,0.7716427644202782
TYL,1,0.491410307630843,0.5085896923691571,0.5252284465633691,0.2498955286251567,0.328458002507313,0.2864963981758375,0.4556660195685814,0.7584432083102609,-0.36183691496680725
UI,0,0.17379145025968837,0.8262085497403117,0.29042510925705206,0.2440451316339323,0.05641454241537819,0.11733581904017643,0.25146285668561164,0.8826463833074164,-0.48739080639161225
UPST,0,0.6542056074766355,0.3457943925233645,0.5719489981785064,0.7505882352941177,0.6317647058823529,0.6886182946374156,0.721653303713669,0.5058667399661001,-0.665714305011872
VEEV,1,0.41025641025641024,0.5897435897435898,0.3976210705182668,0.17847533632286997,0.28295964125560535,0.22472498111890632,0.37643762425145016,0.6019959081152926,0.4645460901076056
VIRT,0,0.2515274949083503,0.7484725050916496,0.8149646107178968,0.36893203883495146,0.05393743257820928,0.14106469072947164,0.3568566942568307,0.24752269598648827,-1.7597585032041392
VLD,1,0.7686274509803922,0.2313725490196078,0.3816793893129771,0.63,0.765,0.6942261879243681,0.6549002757960242,-0.249681159041975,-1.8332687177327855
VMW,0,0.03276068717538953,0.9672393128246105,0.8835915772745332,0.4291684078562474,0.14458838278311742,0.24910392617046434,0.4838972768768829,0.42414527152915005,0.24304703970041464
VRTX,0,0.20735117858569715,0.7926488214143028,0.232419547079857,0.49059757626410366,0.16631842875052236,0.2856491169828121,0.3710945750785483,0.6354883418081007,0.027300317462795563
VTSI,0,0.07111466240511387,0.9288853375948861,0.2709574890742948,0.2292101964061847,0.1642290012536565,0.19401794152330903,0.31779439707601714,0.5627741912303335,0.9436008265605369
WAVD,0,0.5469436675988814,0.45305633240111864,0.1502197363164203,0.12954450480568325,0.7534475553698287,0.3124179739666671,0.3479763710501751,0.6632898999331293,0.6573012701990034
WKHS,1,0.49780263683579706,0.5021973631642029,0.4636471990464839,0.4834935227747597,0.5029251984956122,0.4931136541537243,0.5794559467170082,0.5088629383876779,1.793709499176367
WRN,0,0.07510986815821015,0.9248901318417898,0.14938418752483115,0.5812787296280819,0.4972837442540744,0.5376434349312789,0.45585143983546833,0.38119679827727854,-0.597359694443262
XPEV,0,0.30392156862745096,0.696078431372549,0.3194888178913738,0.3904382470119522,0.48406374501992033,0.43473785209896126,0.4957099580262264,0.11451640248144938,1.4228300517913361
