stock,sharpe
ecvt,0.1533266545352775
ADT,0.15160719334883
ba,0.1506060428349364
ggz,0.1499495555216018
ggz,0.1493326100503781
hasi,0.1482622408380604
kmi,0.1464760054806991
dtm,0.1463030735123969
dxc,0.143680731610525
ACN,0.1428624862213457
cce,0.1425081365650586
AMRC,0.1419489982859448
hlgn,0.1409986773831473
ferg,0.1404636915134443
krc,0.1390102406911891
rqi,0.1377048863843105
ipvf,0.1365321801446136
cwh,0.1359952807027679
cab,0.1354606382345824
ceb,0.1348602939954381
ffa,0.1343477709264578
feo,0.133015470637059
fei,0.1317706799276999
dhr,0.1317668822414824
fehy,0.1317113404572588
AFL,0.1304785611884179
feus,0.1299359628037351
APAM,0.1292896448077566
mho,0.128224550434368
grmn,0.1271856538509397
kmt,0.1250454291835563
opa,0.12441779918870562
eqt,0.1232078704544675
bti,0.1201201829220865
cnvy,0.1200051139123984
gil,0.1195161364623443
cbu,0.1170538472070991
gbci,0.1169022677261804
grx,0.1165839769691888
gogn,0.1162438772875751
blk,0.1142349825627713
fun,0.1132903418466679
grx,0.1118920755256705
COLD,0.1118745097944755
ivz,0.1107944468336726
carr,0.1103945798189103
ARGO,0.1090596775920693
cptk,0.1066487472417266
ecat,0.1027296036257566
fico,0.102005945709256
etw,0.1013235157540706
gfa,0.1011176700416131
ARLO,0.1010560328623648
gtls,0.1007285778775407
emc,0.1007062878962964
rjac,0.100498024516253
cmi,0.0990452035193233
bhg,0.098616827334312
aqua,0.0984991207241859
myc,0.096952151873274
hdb,0.0962771665342485
lgv,0.095495064025211
tv,0.0951574471789315
lth,0.0946229496226793
hli,0.0926144461855617
hli,0.09261342096924
mpln,0.0920038830217478
clf,0.0917376901201141
AMC,0.0915224317332579
fst,0.0908392572575335
enlc,0.0902176321092655
asg,0.087120302639445
cpng,0.0869994848891138
hyln,0.0824772278397207
dov,0.0821925801855757
bxc,0.0788414869591324
eb,0.0785110858717102
wlth,0.0778389021670398
msm,0.0776347069616402
gfa,0.0732762793776291
chd,0.0703844099997905
boot,0.0703783619738812
kgc,0.0698015004833215
ANVS,0.0671400308944836
APH,0.0655027988121334
npo,0.0644978137601192
eft,0.0618137245077959
dlm,0.0614804103062259
lnfa,0.0605868234133062
kr,0.0563734434778059
env,0.0560597315519724
h,0.0560388504702778
exg,0.0548884047667599
semf,0.0527159353959384
ely,0.0525026243255945
cr,0.0508342471118063
ABR,0.0506602106510992
cio,0.0504055130787722
ge,0.0457064346806387
ica,0.0439497921261219
gfor,0.0435110488836804
fph,0.0430645459000235
infa,0.0422019524919252
iag,0.041586452119888
forg,0.0412327082748684
esi,0.0400884735822705
pta,0.0386840906460492
fath,0.0353578717217036
crc,0.0334759512109638
etrn,0.031812186139911
edr,0.0309150431549488
vbf,0.0300801833343568
ftai,0.0280912499681782
hcxy,0.0279977255671019
jci,0.0242923740287858
forg,0.0241509913855124
MITT,0.0232476134272279
dpg,0.0217310656372962
ftai,0.0208947301667159
AIV,0.0196271192007849
cole,0.0188286422941439
dan,0.0186921434909439
AIR,0.0177467764315509
gbll,0.0176165424596885
eaf,0.0168021035516262
cga,0.0115761261447181
gsld,0.009630390903799
hta,0.0082224421306933
ATUS,0.0054169547569822
hbi,0.0044126458844394
cano,0.0030636186154443
eccx,0.0027781323520363
lthm,0.0027184898149735
AXL,0.0024654233854895
sjm,0.0002560963281095
lu,-0.0004511984659811
ATEN,-0.0009695343575012
mnrl,-0.0048629338291174
gco,-0.0067940978520066
egp,-0.0074606398186851
bsx,-0.0085295981077348
lac,-0.0086920051072353
ifin,-0.0090965578903536
dht,-0.0094259066915699
ft,-0.014076726082865
ft,-0.0141018407097576
gpc,-0.014433653213207
hnp,-0.0164249219407681
hun,-0.0177927729843147
epc,-0.0180525492622277
fsnb,-0.0193110137812899
mtg,-0.023130006012015328
fix,-0.0263119837777498
brc,-0.0273655410391813
dsl,-0.0286901043437419
fc,-0.0287632913030915
AMBP,-0.0298620132259017
clx,-0.0326939654991231
cvx,-0.0343362852816337
cpa,-0.0345143198517896
cp,-0.0368523480103354
ssfi,-0.0394826570399413
invh,-0.0400266140325641
AIRC,-0.0489059850789695
mtz,-0.048960544729560226
etd,-0.0502320017999405
vate,-0.0506148387245992
vate,-0.0509145155764776
hei,-0.0513795047726535
fsnb,-0.0521634909404179
bco,-0.0522640443919167
cian,-0.0534358834679649
fc,-0.0536519877133189
flng,-0.056238609791611
ARNC,-0.0577834745609552
chpt,-0.0601772639637806
kbr,-0.0612007872866054
cci,-0.0623963454631326
bksy,-0.063761238464972
for,-0.0640758316271188
cvs,-0.0665493034014533
len,-0.0673036544829277
fhi,-0.0692285288156283
f,-0.0693275904685203
f,-0.0694512817644937
gflu,-0.0695997303047692
gflu,-0.0696208567489678
ofc,-0.0710347208275105
eqs,-0.0734624989633695
ABBV,-0.0741167964225273
cs,-0.0754691044440102
AIG,-0.0756469188909971
fedm,-0.0761613246945623
ctra,-0.0766898893910375
ecom,-0.0769137565059846
ARCO,-0.076991871598661
cxe,-0.0773644597964103
msp,-0.0813559312605223
elan,-0.0815713036796771
lh,-0.0839847603244069
AOD,-0.0898786277824692
inst,-0.0918763991938019
jhs,-0.0969326718250039
fds,-0.0992487644170761
nvst,-0.0994639069533745
hzon,-0.1040825310204707
dbrg,-0.1045895214098883
ivc,-0.1055466457644815
dsx,-0.1083496138301603
glw,-0.1097873701485246
cco,-0.1271549501645549
enb,-0.1283175118572828
din,-0.140712510699776
boxd,-0.1427340872663822
dac,-0.1433266004241677
levi,-0.1434080976877018
cpe,-0.1473820628281628
gato,-0.1485500700739987
lsi,-0.1492873084854541
gut,-0.1536251542968757
gut,-0.1540012615786566
wly,-0.1560799328469061
drq,-0.156192655107491
gmre,-0.1635230471265799
for,-0.1717521381077138
lnn,-0.1755378092803221
ajxa,-0.1795246362509741
iqv,-0.1850142565118613
iqv,-0.1870871877724158
bkd,-0.1896668566110741
cf,-0.1926483415340457
pdt,-0.1941934622927483
gib,-0.1951269869773955
msci,-0.20746901855248173
lmt,-0.2084947719751904
hiw,-0.2093784110681339
teaf,-0.2108914136993188
zev,-0.2261834498667817
wtrg,-0.2303421039986108
cvi,-0.2415693183415931
bkn,-0.2448914062295369
den,-0.2461990717428234
AMWL,-0.2472939894239317
dlr,-0.2538967048492699
fmac,-0.2556177297357689
dms,-0.2595171356945021
bfly,-0.2597109440673705
lad,-0.262912958997403
ges,-0.2655107162979074
AIT,-0.275699417675848
fe,-0.2793878825329467
lbrt,-0.2893747902494908
dna,-0.2985775834861572
eccw,-0.2988771602312833
gaq,-0.3012345335754004
evf,-0.3120330571204242
prpb,-0.3160391667199733
coty,-0.3250031591444007
feig,-0.3452983406745759
cveo,-0.3475370174334372
fpi,-0.348508968406582
AMPY,-0.3567582159694267
hwm,-0.3684289608574209
lpg,-0.3704093341417804
fcpt,-0.3810076593436133
lcii,-0.3853177369396281
itt,-0.3941071775852347
ff,-0.3984186622571227
gis,-0.4064582813299491
nsp,-0.4229649478963534
ff,-0.426563522523174
bep,-0.4282970121670333
har,-0.4369069946778428
cbz,-0.4369925736355509
bhr,-0.4492713228614335
bsaq,-0.4529616632289346
docn,-0.4786218015839819
rdy,-0.4854272763093447
AGCO,-0.4911325349514884
bq,-0.4975891087138585
ccep,-0.4996490187732893
elu,-0.5009378014886577
fdx,-0.5117844094883451
fcpt,-0.5260931252322786
epr,-0.5280027263418654
mcs,-0.5292653968077521
kex,-0.5364521861829094
faf,-0.5381191030655662
APGB,-0.5460946391584112
dar,-0.5535442489577269
iaa,-0.5669477786990902
dv,-0.6130891571626418
gne,-0.6364178273697072
hgty,-0.6791724369888398
jpns,-0.7056255766114269
gps,-0.7318707755255791
mpc,-0.7419414740098383
capl,-0.7603338315615576
insi,-0.7796792874295738
bgx,-0.8164239543096695
dava,-0.8336190098592803
bamh,-0.8484824383922304
mec,-0.8526689154986312
fnf,-0.9147577641118596
kore,-0.9180415609007856
dt,-0.9359470756366776
mcr,-0.9466453193025168
fct,-0.9477241876956324
kf,-0.9525780593871904
AMAM,-0.9552472029142536
cndt,-0.9574191193377212
eic,-0.9779946159879602
mgf,-1.0027566091229312
itw,-1.0403714673618452
beke,-1.044936204008562
rfi,-1.0551072091633544
xpro,-1.0718410074374911
eex,-1.0743213352431322
emp,-1.088633965963177
codi,-1.103179864710077
ACP,-1.1080071047026985
hni,-1.1117450181332342
AXP,-1.1234058503042983
jbt,-1.1353488436392274
cour,-1.1417562998145852
bap,-1.1973508884512836
AWR,-1.2265465201282415
dnp,-1.2322531345962355
eva,-1.2378669230891284
mhnc,-1.3007757905416322
ihs,-1.314764356054687
kbh,-1.3230092634009645
AROC,-1.335657126999463
chx,-1.3458296761707649
bah,-1.3528507747941685
bipc,-1.3548012876238595
figs,-1.3859326624782908
boc,-1.414153216276943
gpor,-1.4311850110192326
fhn,-1.4523885925102202
cl,-1.4592299864445206
bdn,-1.4633747452200545
stk,-1.4891905413827269
jpm,-1.5421600995133096
mdh,-1.6167390750917363
csta,-1.677466065669442
dscf,-1.7440036703488715
bx,-1.7536338763955237
chwy,-1.7552075146079398
mdu,-1.7627276894295427
he,-1.8154724847798287
bgr,-1.818128962748916
hil,-1.823030107598043
ACCO,-1.871340420274784
boac,-1.872050008883832
bgsx,-1.9124360986572049
cve,-1.960293751292544
AAT,-1.970525052365644
fis,-1.98454282818076
kai,-2.009472188740853
cwan,-2.040392602468604
dpz,-2.14391520889551
cop,-2.2731726469690448
mvf,-2.319186664114548
ai,-2.3217953114654883
faca,-2.3605767298133187
etwo,-2.4305014109992658
kmf,-2.58490328734884
be,-2.609885797554007
dei,-2.6161224702340937
znh,-2.721664685999656
kref,-2.7981775850386925
dtg,-3.0413211604670174
dfs,-3.091153128286639
bwa,-3.127221081806044
jwsm,-3.2430896567464
aprn,-3.2916499569501374
gnl,-3.41446743503942
bur,-3.47176351451956
cstm,-3.8283447957561214
blw,
cbre,
chk,
cfg,
claa,
dci,
efr,
etr,
