,price,direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,weighted_sharpe,et,schwab,rollover,roth,simple,sim1,sim2,sim3,dm,fid,Owned,inEt,inFid,in_self_managed,currentlyActive,et_status,et_status_scaled,fid_status,fid_status_scaled,schwab_status,schwab_status_scaled,sim1_status,sim1_status_scaled,sim2_status,sim2_status_scaled,sim3_status,sim3_status_scaled,dm_status,dm_status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,et_sharpe_adj_status,et_w_sharpe_adj_status,et_mean_sharpe_adj_status,fid_sharpe_adj_status,fid_w_sharpe_adj_status,fid_mean_sharpe_adj_status,schwab_sharpe_adj_status,schwab_w_sharpe_adj_status,schwab_mean_sharpe_adj_status,sim1_sharpe_adj_status,sim1_w_sharpe_adj_status,sim1_mean_sharpe_adj_status,sim2_sharpe_adj_status,sim2_w_sharpe_adj_status,sim2_mean_sharpe_adj_status,sim3_sharpe_adj_status,sim3_w_sharpe_adj_status,sim3_mean_sharpe_adj_status,dm_sharpe_adj_status,dm_w_sharpe_adj_status,dm_mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,sim1_norm,sim2_norm,sim3_norm,dm_norm,et_target,et_diff,et_bid_ask,et_nshares,up_down,exact_amt,fid_target,fid_diff,fid_bid_ask,fid_nshares,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares,sim1_target,sim1_diff,sim1_bid_ask,sim1_nshares,sim2_target,sim2_diff,sim2_bid_ask,sim2_nshares,sim3_target,sim3_diff,sim3_bid_ask,sim3_nshares,dm_target,dm_diff,dm_bid_ask,dm_nshares
CIGI,108.02999877929688,0.0,0.0950479233226837,0.9049520766773164,0.2255758538522637,0.3897243107769423,0.5635395129503722,1.3257114210974408,0,108,0,0,0,0,0,0,0,0,108,0.0,0.0,0.33,1.0,0.16691682442719202,0.932903979000898,0.1725737621396268,0.8989965062756228,0.1743864056322747,0.8884943693046069,0.13800926467860694,1.1390430628995774,0.1491945517132669,1.051869954983572,0.13160412589250356,1.1941396913221043,0.1491945517132669,1.051869954983572,0.5635395129503722,1.7108899065712175,1.3257114210974408,3.018369530026069,1.6503413896345756,2.8027321060539125,2.226536747844244,1.6205626336747971,2.6996888861391892,2.160125759906993,1.611448723726839,2.6685483940317267,2.1399985588792827,1.8435290024263518,3.519503757431547,2.6815163799289494,1.7592164694488677,3.1963783565296007,2.477797412989234,1.89888963416593,3.7403761170588883,2.819632875612409,1.7592164694488677,3.1963783565296007,2.477797412989234,0.0,0.0,0.002742994583123598,0.0029027368271849247,0.002630133803551973,0.0021107437481229065,0.002630133803551973,0.0,0.0,108.19653257188067,0,1,0.0,0.0,0.0,108.08780451783232,0,41.31519205569757,-66.68480794430243,112.60059799046574,-1,285.9791761799772,285.9791761799772,108.86239201731016,3,515.4829761654169,515.4829761654169,107.8000326199257,5,415.06748718929117,415.06748718929117,108.86239201731016,4,52.15549177930462,52.15549177930462,105.33168262632105,0
ROP,526.780029296875,0.0,0.0870607028753993,0.9129392971246006,0.2883240667196187,0.3099415204678362,0.7281971617738394,2.014922034418989,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.16037582127361907,0.9744130786953098,0.16731609471860445,0.9304524128058431,0.16753483311662634,0.9291131915720812,0.1329963796102548,1.1818095030177656,0.14740732638966328,1.0650986343633855,0.12231773082960468,1.2819576884149104,0.14740732638966328,1.0650986343633855,0.7281971617738394,1.875547555394685,2.014922034418989,3.7075801433476174,1.8456084659901093,3.585331134547235,2.7154698002686724,1.795282019984355,3.3846336904203786,2.5899578552023668,1.7937706034379537,3.378699246268175,2.5862349248530645,2.1027389572922455,4.704967384332669,3.4038531708124573,1.95392705060827,4.03773269982504,2.995829875216655,2.239435933639923,5.3647563542152135,3.8020961439275682,1.95392705060827,4.03773269982504,2.995829875216655,0.0,0.0,0.009963574266092307,0.006381087645969546,0.004207410101846897,0.005339592236731822,0.004207410101846897,0.0,0.0,528.5856184948582,0,1,0.0,0.0,0.0,527.5655059315739,0,150.07210983845428,150.07210983845428,518.2400986772062,0,628.6681489814385,628.6681489814385,529.0751345632531,1,824.6151881396555,824.6151881396555,526.4705158439518,2,1050.0048308974888,1050.0048308974888,529.0751345632531,2,83.43284386622759,83.43284386622759,519.1237445634923,0
STE,203.8999938964844,0.0,0.1070287539936102,0.8929712460063898,0.5548054011119936,0.0668337510442773,0.7345592530786053,1.9932669308069988,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.1146341779837199,1.3629264832408545,0.11792246148536566,1.3272644850946025,0.112300663460964,1.3892186546584733,0.1298317739735419,1.2101359506031797,0.14508694778900677,1.082654130147382,0.10549886302246915,1.4709706330756287,0.14508694778900677,1.082654130147382,0.7345592530786053,1.8819096466994507,1.9932669308069988,3.6859250397356274,2.36732526892874,5.917812858507617,4.142569063718178,2.314542677231101,5.648811036166637,3.981676856698869,2.407009097298108,6.124307167639597,4.265658132468853,2.149323770018172,4.848398250564509,3.498861010291341,1.9828757011592495,4.105574212100132,3.044224956629691,2.5347009306487167,6.813547092994784,4.674124011821751,1.9828757011592495,4.105574212100132,3.044224956629691,0.0,0.0,0.009963574266092307,0.00640169401043337,0.00431971736688792,0.006447665150446421,0.00431971736688792,0.0,0.0,204.69794866286648,0,1,0.0,0.0,0.0,204.58109032643722,0,150.07210983845428,150.07210983845428,200.78640274467915,1,630.6982989689398,630.6982989689398,205.104511045491,3,846.626419336396,846.626419336396,203.48553050182056,4,1267.9019774966666,1267.9019774966666,205.104511045491,6,85.65989430400106,85.65989430400106,200.13252156815605,0
STLA,24.739999771118164,0.0,0.0686900958466453,0.9313099041533546,0.6969817315329627,0.5530492898913951,0.5706637027735122,1.1478704889732358,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.16098152264078103,0.9704589712808975,0.17275459186309178,0.8979411423604832,0.17239586144754848,0.900036451221596,0.12217689392250827,1.2833697374284152,0.14337125768446196,1.095920848772598,0.10722851342661298,1.4494185449079642,0.14337125768446196,1.095920848772598,0.5706637027735122,1.7180140963943575,1.1478704889732358,2.8405285979018644,1.6907671127714234,2.7542622407753865,2.2225146767734048,1.6256990953561998,2.5534406332557538,2.089569864305977,1.6275435475255806,2.559032351919513,2.093287949722547,2.0027474326492922,3.8183766770213867,2.9105620548353395,1.8095504082747318,3.1397104529029023,2.474630430588817,2.191049003222586,4.541142806517844,3.366095904870215,1.8095504082747318,3.1397104529029023,2.474630430588817,0.0,0.0,0.006338641798792485,0.0025980369182181957,0.0026602400730471433,0.0020926105446959623,0.0026602400730471433,0.0,0.0,24.63450238472039,0,1,48.33868395204257,0.0,0.0,24.57076016812636,0,95.47310260859658,95.47310260859658,24.113282472621695,4,255.95997907869344,255.95997907869344,25.43190580449774,10,521.3835388590903,521.3835388590903,24.897068735048684,21,411.50168097155046,411.50168097155046,25.43190580449774,16,52.752498398907136,52.752498398907136,24.169341976021286,2
CP,81.68000030517578,0.0,0.0738817891373802,0.9261182108626198,0.3653693407466243,0.4218880534670008,0.5291250096912455,0.97761505264664,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.15503176445751624,1.0103413058939852,0.16388169689270182,0.9518433714758249,0.16419997353924284,0.9498317176036106,0.12216195561684767,1.2835196605265118,0.13896135357544467,1.131195541965446,0.11029780240544261,1.4124745142019117,0.13896135357544467,1.131195541965446,0.5291250096912455,1.676475403312091,0.97761505264664,2.6702731615752686,1.6854572670545145,2.6975334183780872,2.191495342716301,1.6352756654668215,2.5469135669028073,2.0910946161848143,1.6335768287392487,2.541886323384615,2.0877315760619317,1.9409672160164053,3.52770788174058,2.734337548878493,1.7940605496460391,3.0375112548319674,2.415785902239003,2.074699996758127,4.00404585171386,3.0393729242359937,1.7940605496460391,3.0375112548319674,2.415785902239003,0.0,0.006252033543768363,0.004906633820119261,0.002067276630978227,0.0024103652166138773,0.0015639625690260373,0.0024103652166138773,0.0,0.0,81.9155872301891,0,1,80.13497245472642,1385.30616505916,1385.30616505916,79.99096449393376,17,73.90409003081649,73.90409003081649,79.99021797454171,1,203.66919326841494,203.66919326841494,82.40555734150155,2,472.41027579195116,472.41027579195116,81.64965080335742,6,307.54562895710933,307.54562895710933,82.40555734150155,4,47.797485842907115,47.797485842907115,80.13497245472642,1
MDXG,6.269999980926514,0.0,0.0870607028753993,0.9129392971246006,0.2037331215250198,0.2447786131996658,0.4241477141114797,0.5607633870254642,0,38,0,0,0,314,339,1605,0,0,38,0.0,0.0,1.0,1.0,0.1433289481767304,1.0962511600535756,0.1478247137704024,1.0619867580336437,0.14840717982227766,1.0576671025193827,0.12294041569084681,1.2757449952158546,0.1326876440018064,1.1845261985732682,0.11602984851718097,1.3475972143111152,0.1326876440018064,1.1845261985732682,0.4241477141114797,1.5714981077323251,0.5607633870254642,2.253421495954093,1.6413806126668806,2.436710452908024,2.039045532787452,1.616153928772697,2.369812529703986,1.9929832292383414,1.613001287494969,2.3615102426374754,1.9872557650662221,1.7801083094756143,2.819271933105704,2.2996901212906593,1.7082007695068124,2.6178882610029612,2.163044515254887,1.8388741769949168,2.9887492462235983,2.4138117116092577,1.7082007695068124,2.6178882610029612,2.163044515254887,0.0,0.0,0.002328833266935379,0.0011032131148409222,0.0017722524931740363,0.0007389961160631645,0.0017722524931740363,0.0,0.0,6.31625105349657,0,1,36.25526801612378,0.0,0.0,6.304312295650627,0,35.07706295925898,-2.9229370407410187,6.7443026399126484,0,108.68914287318344,-205.31085712681656,6.8362175141930654,-30,347.34582265897245,8.345822658972452,6.239701094825149,1,145.31999026872055,-1459.6800097312794,6.8362175141930654,-214,35.1437254689328,35.1437254689328,6.042544669353963,6
ADBE,477.55999755859375,1.0,0.1273961661341853,0.8726038338658146,0.19340746624305,0.0714285714285714,0.8008073926274907,2.0149498572807705,0,0,0,6686,0,2388,2388,8119,0,6686,6686,0.0,1.0,1.0,1.0,0.11149108403397293,1.398540488414817,0.11257579028041471,1.3860745588052494,0.10907826371984562,1.4269599210485282,0.12634103806043698,1.2426672433127441,0.13174213551332933,1.1929083009962396,0.11228502136724777,1.3893977704984912,0.13174213551332933,1.1929083009962396,0.8008073926274907,1.9481577862483361,2.0149498572807705,3.707607966209399,2.5412715251887397,6.250298089946175,4.395784807567457,2.520232665225706,6.1490276642868045,4.3346301647562555,2.5898942036506396,6.4874504433658755,4.5386723235082576,2.2903740657518594,5.095587127867129,3.6929805968094946,2.2156187264369116,4.773937467021614,3.494778096729263,2.525824191917419,6.175863180566962,4.35084368624219,2.2156187264369116,4.773937467021614,3.494778096729263,0.0,0.0298256600024014,0.009963574266092307,0.006950661901124337,0.005510328152126037,0.0061103832282797385,0.005510328152126037,0.0,0.0,479.7964845470217,0,1,0.0,6608.67706307621,-77.32293692378971,501.98271306255344,0,150.07210983845428,150.07210983845428,467.66845434042926,0,684.7829075558349,-1703.2170924441652,503.73820094633203,-3,1079.9756087199696,-1308.0243912800304,503.73820094633203,-3,1201.5771287164216,-6917.422871283578,503.73820094633203,-14,109.26967831498054,109.26967831498054,466.9311801870857,0
CRM,274.2900085449219,0.0,0.079073482428115,0.920926517571885,0.1445591739475774,0.6010860484544696,0.6710717301677273,2.236197187202887,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.13782464523285778,1.1405746323983839,0.14142683770644512,1.1112610787616932,0.144899979413535,1.0840878900227986,0.11088275238121625,1.4056148131248614,0.11711939696891709,1.3358291792228878,0.11052622624288487,1.4097890590828428,0.11711939696891709,1.3358291792228878,0.6710717301677273,1.8184221237885727,2.236197187202887,3.9288552961315157,1.9778857179682183,4.762168552659395,3.3700271353138067,1.9435182351985174,4.574932740396371,3.2592254877974445,1.9121937153904542,4.407949501170192,3.1600716082803233,2.3175586121210787,6.843986429621194,4.580772520871136,2.2228377655177476,6.220680668166078,4.221759216841913,2.3233506270873967,6.883189913991574,4.603270270539485,2.2228377655177476,6.220680668166078,4.221759216841913,0.0,0.0,0.009963574266092307,0.008461696193205364,0.005395880896700878,0.007719129366069902,0.005395880896700878,0.0,0.0,275.27842622062633,0,1,0.0,0.0,0.0,274.9326202259617,0,150.07210983845428,150.07210983845428,267.55370529614123,1,833.6508097307977,833.6508097307977,278.6010573555068,3,1057.5449583245977,1057.5449583245977,274.38539581165287,4,1517.9292285541508,1517.9292285541508,278.6010573555068,5,107.00019191796542,107.00019191796542,268.0447909281661,0
JNJ,146.13999938964844,0.0,0.0623003194888178,0.937699680511182,0.7084988085782367,0.0973266499582289,0.4144851545418058,0.3768914672048302,0,146,5261,0,0,146,146,146,0,5261,5407,0.0,1.0,1.0,1.0,0.1056487188743197,1.4690817178701117,0.11119664628875413,1.4019569882743894,0.10777037266665569,1.4427775432949728,0.09746303238531355,1.5787647235038313,0.11317652693213527,1.3792509500384413,0.08153606718019724,1.8388156528642225,0.11317652693213527,1.3792509500384413,0.4144851545418058,1.5618355481626511,0.3768914672048302,2.0695495761334586,1.9251566955892785,2.911034908501596,2.4180958020454373,1.868393581698686,2.7723262265668236,2.3203599041327547,1.902710291766896,2.855870828531882,2.379290560149389,2.0216435576710112,3.1527796913778983,2.5872116245244547,1.8495738481712816,2.726917786766173,2.2882458174687272,2.2701765160249945,3.8092320406255924,3.0397042783252934,1.8495738481712816,2.726917786766173,2.2882458174687272,0.0,0.0025773848220422427,0.00196684012051598,0.0009549552831378839,0.0018399320403604952,0.0007172687048552493,0.0018399320403604952,0.0,0.0,146.61163898661806,0,1,0.0,571.0889199025241,-4689.911080097476,148.9554629250503,-31,29.624694785008813,-116.37530521499119,148.84685016931255,-1,94.08270243545942,-51.917297564540576,149.47151471181223,0,360.6104156473931,214.6104156473931,145.9302440163775,1,141.04740058026695,-4.952599419733048,149.47151471181223,0,36.48580930593887,36.48580930593887,144.44357017826545,0
SMLR,26.11000061035156,1.0,0.0910543130990415,0.9089456869009584,0.1568705321683876,0.0768588137009189,0.6074976897764558,0.1706903283231392,0,157,0,0,0,1749,2245,4413,0,0,157,0.0,0.0,0.41,1.0,0.09851823845601028,1.5638391317077704,0.09998233343033006,1.543533192620612,0.0978872267082294,1.5727348439924345,0.10245537887271033,1.5102561421545502,0.1077826606499766,1.442627544458539,0.09324705177236593,1.6409685801433789,0.1077826606499766,1.442627544458539,0.6074976897764558,1.7548480833973013,0.1706903283231392,1.863348437251768,2.409635361208374,2.646649612009878,2.528142486609126,2.3822745703221813,2.6134119595062875,2.497843264914234,2.4217204678649993,2.6613433459943687,2.5415319069296842,2.3381062555794383,2.5598427326144253,2.448974494096932,2.2508505871669224,2.4543340666072484,2.3525923268870854,2.516456269480651,2.7767966836598656,2.6466264765702583,2.2508505871669224,2.4543340666072484,2.3525923268870854,0.0,0.0,0.0005601647555006919,0.0007901748479513676,0.0026979054524212186,0.0004530013305512445,0.0026979054524212186,0.0,0.0,26.429229501823546,0,1,50.51261745848808,0.0,0.0,26.393706134398823,0,8.437243951823412,-148.5627560481766,28.384513396632627,-5,77.84844631417036,-1671.1515536858296,28.95273711582414,-58,528.7656202695216,-1716.2343797304784,28.95273711582414,-59,89.08050734842776,-4323.919492651572,28.95273711582414,-149,53.49940199052517,53.49940199052517,25.25630872924404,2
MNST,53.369998931884766,0.0,0.0702875399361022,0.9297124600638976,0.1656076250992851,0.1804511278195488,0.6820076049438982,0.9624605663122218,8753,160,2668,2135,0,160,1067,1334,56,4803,13716,1.0,1.0,1.0,1.0,0.11384487348000974,1.371725512492588,0.11737468883598291,1.3330965482426607,0.11759584609959858,1.330736799192979,0.09865379338338011,1.5619395853287932,0.10651994152262383,1.4581818773014459,0.09271905347117182,1.6490629606031533,0.10651994152262383,1.4581818773014459,0.6820076049438982,1.8293579985647437,0.9624605663122218,2.65511867524085,2.2898225272297985,3.81704039817299,3.0534314627013943,2.2370180914929567,3.675740412533044,2.9563792520130003,2.233832150658877,3.667280265802515,2.950556208230696,2.56858965056397,4.5961425438614825,3.5823660972127263,2.412566072073192,4.153282880834438,3.282924476453815,2.707366661676679,5.004274376705184,3.8558205191909316,2.412566072073192,4.153282880834438,3.282924476453815,0.04975739254619496,0.008360125719124645,0.006774522536329805,0.002686516355778766,0.004273302577717216,0.0019498337648020487,0.004273302577717216,8581.989518546967,-171.0104814530332,55.16021668068515,-3,1,52.73544879413671,1852.4106785889792,-2950.589321411021,54.96035908349513,-54,102.03837127355553,-57.961628726444474,54.91881504127868,-1,264.6770203293737,104.6770203293737,53.68171373470982,2,837.5295309471082,-229.47046905289176,55.16021668068515,-4,383.42532195722333,-950.5746780427767,55.16021668068515,-17,84.73949012085207,28.739490120852068,52.73544879413671,1
DLTR,121.73999786376952,0.0,0.0894568690095846,0.9105431309904152,0.1004765687053216,0.3036758563074352,0.4250343118270271,0.1844847153838708,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.12136880864915811,1.2915213110299608,0.1219541825629533,1.2856078869903451,0.12523520001361502,1.2532689308124212,0.10484403228234654,1.4792737937802165,0.1054384585906636,1.4717332016812368,0.11031501298336313,1.4122718770265257,0.1054384585906636,1.4717332016812368,0.4250343118270271,1.5723847054478726,0.1844847153838708,1.8771428243124992,1.7941547243255282,2.2554209710161275,2.0247878476708276,1.7893593106002215,2.2470374396258928,2.018198375113057,1.7633602663595804,2.2017382677474506,1.9825492670535154,1.9532790756535117,2.538501443011312,2.2458902593324117,1.9466242439497234,2.5264754522616863,2.236549848105705,1.89493571236254,2.4336189031565945,2.1642773077595674,1.9466242439497234,2.5264754522616863,2.236549848105705,0.0,0.0,0.001098483775414597,0.0006758379349661357,0.001835629504495518,0.00037889519275075326,0.001835629504495518,0.0,0.0,122.26839726509286,0,1,0.0,0.0,0.0,122.13190350156343,0,16.54544578051646,16.54544578051646,119.48904811607994,0,66.5839128310613,66.5839128310613,122.29445045522571,1,359.76715665055355,359.76715665055355,121.5211250847672,3,74.5078959504277,74.5078959504277,122.29445045522571,1,36.40049012041571,36.40049012041571,119.63536985400104,0
MSCI,477.7799987792969,0.0,0.0555111821086262,0.9444888178913738,0.4992057188244638,0.0676691729323308,0.9857390974077092,1.358069188146397,0,0,0,0,0,478,6689,7167,0,0,0,0.0,0.0,1.0,1.0,0.08470688902149076,1.781180076768108,0.08858239592051383,1.7150078938178723,0.08546271917145265,1.7679190811597827,0.08222335308477544,1.826039846657816,0.09454716807952088,1.6213331055646798,0.0683961038270197,2.1185547894717076,0.09454716807952088,1.6213331055646798,0.9857390974077092,2.1330894910285547,1.358069188146397,3.0507272970750257,3.8550002577340403,7.291378844882635,5.573189551308338,3.666512438378314,6.772603243205218,5.219557840791766,3.816466226742696,7.184325367456523,5.50039579709961,3.988262020950778,7.665489416821128,5.826875718885953,3.415334987067974,6.100694103206639,4.758014545137306,4.977643096958098,10.62270492035928,7.800174008658688,3.415334987067974,6.100694103206639,4.758014545137306,0.0,0.0,0.009963574266092307,0.006497040690472303,0.009889667287102917,0.006032736146371143,0.009889667287102917,0.0,0.0,481.064010816493,0,1,0.0,0.0,0.0,480.2642904583179,0,150.07210983845428,150.07210983845428,470.02166859210104,0,640.0919046012746,162.09190460127456,482.80114569645303,0,1938.2873675692206,-4750.712632430779,500.7536659239957,-9,1186.308207889797,-5980.691792110203,500.7536659239957,-12,196.11187088503632,196.11187088503632,469.33273862651833,0
DXCM,124.33999633789062,0.0,0.103035143769968,0.896964856230032,0.0694996028594122,0.5505430242272348,0.8128855017231622,1.5924297179850817,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.11532339573880841,1.355320258798409,0.11334865667699784,1.3773061842328616,0.11881024903990259,1.3179018363093762,0.09962442101322233,1.548454653374265,0.09452157499959284,1.6217156378133282,0.11691086190735821,1.3380682523928127,0.09452157499959284,1.6217156378133282,0.8128855017231622,1.9602358953440078,1.5924297179850817,3.2850878269137103,2.4898398398711303,5.0128717452207825,3.751355792545956,2.526958334224703,5.145686895927844,3.8363226150762735,2.427916211281769,4.79466446200347,3.61129033664262,2.8354775011576687,6.3073885080862535,4.571433004621961,2.978797647483762,6.88164591889404,4.930221783188901,2.461095727533372,4.911058657942374,3.686077192737873,2.978797647483762,6.88164591889404,4.930221783188901,0.0,0.0,0.009963574266092307,0.005849326001950404,0.007921411271296286,0.003575264340843642,0.007921411271296286,0.0,0.0,125.19763660833682,0,1,121.52584722592205,0.0,0.0,125.08750516305346,0,150.07210983845428,150.07210983845428,121.21269994757296,1,576.2787089686543,576.2787089686543,126.15556761085948,5,1552.5265870669982,1552.5265870669982,124.05706957450336,13,703.0583353906196,703.0583353906196,126.15556761085948,6,157.08140014878157,157.08140014878157,121.52584722592205,1
NICE,225.47999572753903,0.0,0.0762779552715655,0.9237220447284344,0.0877680698967434,0.7903091060985797,0.7404630824800479,1.11052642930739,0,0,0,225,0,0,0,0,0,225,225,0.0,1.0,1.0,1.0,0.11447590143669198,1.3646833237979583,0.11520605879872745,1.3566101680312355,0.1197120426408528,1.3085029666844898,0.09356721185743228,1.6360944940715263,0.09416762789526434,1.627022311271261,0.10044635161910556,1.5371930562686693,0.09416762789526434,1.627022311271261,0.7404630824800479,1.8878134761008933,1.11052642930739,2.8031845382360183,2.380108510311272,4.082280052602416,3.231194281456844,2.3679302005797993,4.048450495253251,3.208190347916525,2.2966418661046046,3.8525968315074373,3.0746193488060207,2.8281024275738122,5.400083355963603,4.114092891768708,2.811846336153457,5.349821425419688,4.080833880786573,2.655842917110653,4.876711544253079,3.766277230681866,2.811846336153457,5.349821425419688,4.080833880786573,0.0,0.010994695726979677,0.008818484115262018,0.0035170463609202865,0.00584617901738381,0.0022484929331515412,0.00584617901738381,0.0,0.0,226.7259730222789,0,1,221.34469060668073,2436.1705142666547,2211.1705142666547,220.7186022781474,10,132.82467530332403,132.82467530332403,220.6730391555323,1,346.501278194826,346.501278194826,227.6870958647715,2,1145.7994095231845,1145.7994095231845,225.57726511502736,5,442.15519413763786,442.15519413763786,227.6870958647715,2,115.92959311413193,115.92959311413193,221.34469060668073,1
VEEV,200.91000366210935,0.0,0.0531150159744409,0.9468849840255592,0.1791104050833995,0.3976608187134502,0.7949931000350282,1.6475109709126088,6228,201,0,4822,0,402,10246,13662,0,4822,11251,1.0,1.0,1.0,1.0,0.10761038380542862,1.444732949910421,0.11279602922381433,1.383566338489752,0.1140695910009014,1.3692107193736565,0.08433594612267596,1.787753765185866,0.09374907863797252,1.6333371261707101,0.07867483814201928,1.8937858341416232,0.09374907863797252,1.6333371261707101,0.7949931000350282,1.9423434936558737,1.6475109709126088,3.340169079841237,2.609480905426933,5.710912943581111,4.160196924504022,2.505637249388461,5.30479247132075,3.9052148603546057,2.4818703916424214,5.213740099359586,3.8478052455010037,3.2768454217885945,8.637121344175563,5.956983382982079,2.9575603659693286,7.169526217572457,5.063543291770893,3.5158291370649937,9.815338319789953,6.665583728427474,2.9575603659693286,7.169526217572457,5.063543291770893,0.04975739254619496,0.02345306270770345,0.009963574266092307,0.007128107168934453,0.007911473068532389,0.006802582693915766,0.007911473068532389,8581.989518546967,2353.989518546967,196.86089520780388,12,1,196.92972211784507,5196.656756725873,374.6567567258726,196.46305323176983,2,150.07210983845428,-50.92789016154572,209.9094638076798,0,702.2649097236255,300.26490972362546,203.32830401748174,1,1550.5787871750115,-8695.42121282499,210.8427890519151,-41,1337.6947853911468,-12324.305214608854,210.8427890519151,-58,156.88432582052744,156.88432582052744,196.92972211784507,1
BROS,28.59000015258789,0.0,0.0496894409937888,0.9503105590062112,0.1930091185410334,0.6161048689138576,0.2081769751928736,0.289932181180111,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.1071118736778774,1.450854902820833,0.11294366086129988,1.3818892905850562,0.11442698068294398,1.3652271030909864,0.08166129728064117,1.836475765655934,0.09171651988018034,1.664627722094764,0.07575678409784294,1.953002970525102,0.09171651988018034,1.664627722094764,0.2081769751928736,1.355527368813719,0.289932181180111,1.9825902901087396,1.5547836364197236,2.6992425964359628,2.127013116427843,1.5225060674009658,2.5747974169020855,2.0486517421515256,1.5148087983107448,2.5456020568086415,2.030205427559693,1.748290808081991,3.514480638292572,2.6313857231872815,1.6592473126321987,3.124512380648047,2.3918798466401228,1.8113729754397734,3.806246256414514,2.8088096159271436,1.6592473126321987,3.124512380648047,2.3918798466401228,0.0,0.0017688804978175678,0.0014074268678225528,0.0007201381338408818,0.0012490446462461887,0.0005812200870228743,0.0012490446462461887,0.0,0.0,28.857027809386803,0,1,27.831932750223416,391.9430440871577,391.9430440871577,27.674906731681244,14,21.198770025357184,21.198770025357184,27.653285955164165,1,70.94839198747707,70.94839198747707,29.01285533954954,2,244.801709609198,244.801709609198,28.468806528935946,9,114.29410189610476,114.29410189610476,29.01285533954954,4,24.7685261074172,24.7685261074172,27.831932750223416,1
ABBV,159.6199951171875,0.0,0.0411341853035143,0.9588658146964856,0.6203335980937251,0.3558897243107769,0.693303829710453,0.7244388785697596,0,160,0,0,0,0,0,0,0,0,160,0.0,0.0,1.0,1.0,0.09947489264516607,1.5505188239165093,0.10728953403735522,1.4486680748718455,0.10684658976673249,1.4541308054068978,0.07477525094143321,1.9736869594620325,0.08868594858881783,1.7133001428854926,0.06495719181188456,2.2050734739523303,0.08868594858881783,1.7133001428854926,0.693303829710453,1.8406542233312986,0.7244388785697596,2.4170969874983883,2.5753982838778273,3.9292049420857715,3.2523016129817997,2.4202308013262717,3.5914174855207484,3.00582414342351,2.4283107112318705,3.608774331303458,3.018542521267664,3.33405069230214,5.708243904698979,4.521147298500559,2.844309999209679,4.536258521499714,3.690284260354696,3.8395753533284855,7.001508205316167,5.420541779322326,2.844309999209679,4.536258521499714,3.690284260354696,0.0,0.0,0.004715564289174744,0.0025842532310423262,0.004894498706060327,0.002056549333185396,0.004894498706060327,0.0,0.0,160.36262869875944,0,1,157.71700719597175,0.0,0.0,160.26510533366323,0,71.02618629176669,-88.97381370823331,163.48505977183964,-1,254.60200288658356,254.60200288658356,160.28724033517773,2,959.278480977062,959.278480977062,159.37943331673964,6,404.4104192018528,404.4104192018528,160.28724033517773,3,97.05779480990655,97.05779480990655,157.71700719597175,1
FAST,68.16999816894531,0.0,0.0371405750798722,0.9628594249201278,0.5448768864177919,0.3746867167919799,0.5918808451773423,1.5962876677181732,0,136,0,0,0,614,954,2522,0,0,136,0.0,0.0,1.0,1.0,0.09085213490623131,1.6782576959718711,0.09806268570123657,1.5702524580410235,0.09780477465993727,1.5739037391872441,0.067755747624893,2.1341839364182102,0.08035596054795022,1.8611332199635608,0.05899465388920009,2.3717400428853965,0.08035596054795022,1.8611332199635608,0.5918808451773423,1.7392312387981876,1.5962876677181732,3.288945776646802,2.531520999550573,7.374870670873499,4.9531958352120355,2.3846337374017574,6.484993951552192,4.434813844476975,2.3894574218908455,6.513246200328099,4.451351811109472,3.258117532674415,12.69094997520446,7.974533753939437,2.801154133180481,9.16877733903758,5.9849657361090305,3.7159092383217645,16.83930301448151,10.277606126401636,2.801154133180481,9.16877733903758,5.9849657361090305,0.0,0.0,0.009963574266092307,0.006746407267031889,0.006679030642001297,0.010004492505346052,0.006679030642001297,0.0,0.0,68.62986726435925,0,1,134.8627834108996,0.0,0.0,68.5721837457064,0,150.07210983845428,14.072109838454281,67.2894103093408,0,664.6596323620071,50.65963236200707,68.63054346337506,1,1309.0309658729911,355.03096587299115,68.22220628631526,5,1967.33476931577,-554.66523068423,70.55704144831067,-8,132.4450213415687,132.4450213415687,67.4313917054498,2
