Date,Open,High,Low,Close,Adj Close,Volume
2/15/66,535.450012,535.450012,535.450012,535.450012,535.450012,0
2/16/66,535.349976,535.349976,535.349976,535.349976,535.349976,0
2/17/66,532.48999,532.48999,532.48999,532.48999,532.48999,0
2/18/66,531.440002,531.440002,531.440002,531.440002,531.440002,0
2/21/66,528.26001,528.26001,528.26001,528.26001,528.26001,0
2/23/66,525.940002,525.940002,525.940002,525.940002,525.940002,0
2/24/66,522.450012,522.450012,522.450012,522.450012,522.450012,0
2/25/66,523.929993,523.929993,523.929993,523.929993,523.929993,0
2/28/66,524.559998,524.559998,524.559998,524.559998,524.559998,0
3/1/66,517.900024,517.900024,517.900024,517.900024,517.900024,0
3/2/66,512.830017,512.830017,512.830017,512.830017,512.830017,0
3/3/66,514.940002,514.940002,514.940002,514.940002,514.940002,0
3/4/66,513.349976,513.349976,513.349976,513.349976,513.349976,0
3/7/66,506.380005,506.380005,506.380005,506.380005,506.380005,0
3/8/66,506.899994,506.899994,506.899994,506.899994,506.899994,0
3/9/66,511.130005,511.130005,511.130005,511.130005,511.130005,0
3/10/66,511.23999,511.23999,511.23999,511.23999,511.23999,0
3/11/66,510.820007,510.820007,510.820007,510.820007,510.820007,0
3/14/66,504.899994,504.899994,504.899994,504.899994,504.899994,0
3/15/66,501.51001,501.51001,501.51001,501.51001,501.51001,0
3/16/66,504.26001,504.26001,504.26001,504.26001,504.26001,0
3/17/66,505.850006,505.850006,505.850006,505.850006,505.850006,0
3/18/66,508.279999,508.279999,508.279999,508.279999,508.279999,0
3/21/66,512.190002,512.190002,512.190002,512.190002,512.190002,0
3/22/66,513.669983,513.669983,513.669983,513.669983,513.669983,0
3/23/66,511.980011,511.980011,511.980011,511.980011,511.980011,0
3/24/66,512.719971,512.719971,512.719971,512.719971,512.719971,0
3/25/66,513.98999,513.98999,513.98999,513.98999,513.98999,0
3/28/66,514.940002,514.940002,514.940002,514.940002,514.940002,0
3/29/66,512.830017,512.830017,512.830017,512.830017,512.830017,0
3/30/66,508.600006,508.600006,508.600006,508.600006,508.600006,0
3/31/66,511.450012,511.450012,511.450012,511.450012,511.450012,0
4/1/66,515.580017,515.580017,515.580017,515.580017,515.580017,0
4/4/66,520.22998,520.22998,520.22998,520.22998,520.22998,0
4/5/66,523.51001,523.51001,523.51001,523.51001,523.51001,0
4/6/66,524.880005,524.880005,524.880005,524.880005,524.880005,0
4/7/66,525.940002,525.940002,525.940002,525.940002,525.940002,0
4/11/66,525.72998,525.72998,525.72998,525.72998,525.72998,0
4/12/66,524.140015,524.140015,524.140015,524.140015,524.140015,0
4/13/66,524.349976,524.349976,524.349976,524.349976,524.349976,0
4/14/66,525.409973,525.409973,525.409973,525.409973,525.409973,0
4/15/66,526.359985,526.359985,526.359985,526.359985,526.359985,0
4/18/66,524.25,524.25,524.25,524.25,524.25,0
4/19/66,524.559998,524.559998,524.559998,524.559998,524.559998,0
4/20/66,527.419983,527.419983,527.419983,527.419983,527.419983,0
4/21/66,529.109985,529.109985,529.109985,529.109985,529.109985,0
4/22/66,528.049988,528.049988,528.049988,528.049988,528.049988,0
4/25/66,527.52002,527.52002,527.52002,527.52002,527.52002,0
4/26/66,526.150024,526.150024,526.150024,526.150024,526.150024,0
4/27/66,524.349976,524.349976,524.349976,524.349976,524.349976,0
4/28/66,521.179993,521.179993,521.179993,521.179993,521.179993,0
4/29/66,521.179993,521.179993,521.179993,521.179993,521.179993,0
5/2/66,520.539978,520.539978,520.539978,520.539978,520.539978,0
5/3/66,514.72998,514.72998,514.72998,514.72998,514.72998,0
5/4/66,511.980011,511.980011,511.980011,511.980011,511.980011,0
5/5/66,503.100006,503.100006,503.100006,503.100006,503.100006,0
5/6/66,502.149994,502.149994,502.149994,502.149994,502.149994,0
5/9/66,493.480011,493.480011,493.480011,493.480011,493.480011,0
5/10/66,497.709991,497.709991,497.709991,497.709991,497.709991,0
5/11/66,498.549988,498.549988,498.549988,498.549988,498.549988,0
5/12/66,492.420013,492.420013,492.420013,492.420013,492.420013,0
5/13/66,487.339996,487.339996,487.339996,487.339996,487.339996,0
5/16/66,480.890015,480.890015,480.890015,480.890015,480.890015,0
5/17/66,476.450012,476.450012,476.450012,476.450012,476.450012,0
5/18/66,485.549988,485.549988,485.549988,485.549988,485.549988,0
5/19/66,484.809998,484.809998,484.809998,484.809998,484.809998,0
5/20/66,487.130005,487.130005,487.130005,487.130005,487.130005,0
5/23/66,491.470001,491.470001,491.470001,491.470001,491.470001,0
5/24/66,494.850006,494.850006,494.850006,494.850006,494.850006,0
5/25/66,496.75,496.75,496.75,496.75,496.75,0
5/26/66,496.75,496.75,496.75,496.75,496.75,0
5/27/66,498.450012,498.450012,498.450012,498.450012,498.450012,0
5/31/66,491.679993,491.679993,491.679993,491.679993,491.679993,0
6/1/66,491.779999,491.779999,491.779999,491.779999,491.779999,0
6/2/66,491.470001,491.470001,491.470001,491.470001,491.470001,0
6/3/66,492.100006,492.100006,492.100006,492.100006,492.100006,0
6/6/66,488.609985,488.609985,488.609985,488.609985,488.609985,0
6/7/66,485.119995,485.119995,485.119995,485.119995,485.119995,0
6/8/66,485.859985,485.859985,485.859985,485.859985,485.859985,0
6/9/66,489.350006,489.350006,489.350006,489.350006,489.350006,0
6/10/66,494.640015,494.640015,494.640015,494.640015,494.640015,0
6/13/66,496.970001,496.970001,496.970001,496.970001,496.970001,0
6/14/66,498.660004,498.660004,498.660004,498.660004,498.660004,0
6/15/66,496.75,496.75,496.75,496.75,496.75,0
6/16/66,495.589996,495.589996,495.589996,495.589996,495.589996,0
6/17/66,495.700012,495.700012,495.700012,495.700012,495.700012,0
6/20/66,495.48999,495.48999,495.48999,495.48999,495.48999,0
6/21/66,497.279999,497.279999,497.279999,497.279999,497.279999,0
6/22/66,498.230011,498.230011,498.230011,498.230011,498.230011,0
6/23/66,496.230011,496.230011,496.230011,496.230011,496.230011,0
6/24/66,496.440002,496.440002,496.440002,496.440002,496.440002,0
6/27/66,493.369995,493.369995,493.369995,493.369995,493.369995,0
6/28/66,491.040009,491.040009,491.040009,491.040009,491.040009,0
6/29/66,486.179993,486.179993,486.179993,486.179993,486.179993,0
6/30/66,485.440002,485.440002,485.440002,485.440002,485.440002,0
7/1/66,490.200012,490.200012,490.200012,490.200012,490.200012,0
7/5/66,491.040009,491.040009,491.040009,491.040009,491.040009,0
7/6/66,497.920013,497.920013,497.920013,497.920013,497.920013,0
7/7/66,499.709991,499.709991,499.709991,499.709991,499.709991,0
7/8/66,500.559998,500.559998,500.559998,500.559998,500.559998,0
7/11/66,499.820007,499.820007,499.820007,499.820007,499.820007,0
7/12/66,497.279999,497.279999,497.279999,497.279999,497.279999,0
7/13/66,494.220001,494.220001,494.220001,494.220001,494.220001,0
7/14/66,497.070007,497.070007,497.070007,497.070007,497.070007,0
7/15/66,498.549988,498.549988,498.549988,498.549988,498.549988,0
7/18/66,498.019989,498.019989,498.019989,498.019989,498.019989,0
7/19/66,494.429993,494.429993,494.429993,494.429993,494.429993,0
7/20/66,489.98999,489.98999,489.98999,489.98999,489.98999,0
7/21/66,489.880005,489.880005,489.880005,489.880005,489.880005,0
7/22/66,489.459991,489.459991,489.459991,489.459991,489.459991,0
7/25/66,480.26001,480.26001,480.26001,480.26001,480.26001,0
7/26/66,479.100006,479.100006,479.100006,479.100006,479.100006,0
7/27/66,481.529999,481.529999,481.529999,481.529999,481.529999,0
7/28/66,479.730011,479.730011,479.730011,479.730011,479.730011,0
7/29/66,478.880005,478.880005,478.880005,478.880005,478.880005,0
8/1/66,471.589996,471.589996,471.589996,471.589996,471.589996,0
8/2/66,471.480011,471.480011,471.480011,471.480011,471.480011,0
8/3/66,476.140015,476.140015,476.140015,476.140015,476.140015,0
8/4/66,480.470001,480.470001,480.470001,480.470001,480.470001,0
8/5/66,481.100006,481.100006,481.100006,481.100006,481.100006,0
8/8/66,479.839996,479.839996,479.839996,479.839996,479.839996,0
8/9/66,478.779999,478.779999,478.779999,478.779999,478.779999,0
8/10/66,476.660004,476.660004,476.660004,476.660004,476.660004,0
8/11/66,476.23999,476.23999,476.23999,476.23999,476.23999,0
8/12/66,477.399994,477.399994,477.399994,477.399994,477.399994,0
8/15/66,475.079987,475.079987,475.079987,475.079987,475.079987,0
8/16/66,468.940002,468.940002,468.940002,468.940002,468.940002,0
8/17/66,466.200012,466.200012,466.200012,466.200012,466.200012,0
8/18/66,460.269989,460.269989,460.269989,460.269989,460.269989,0
8/19/66,456.890015,456.890015,456.890015,456.890015,456.890015,0
8/22/66,448.75,448.75,448.75,448.75,448.75,0
8/23/66,448.220001,448.220001,448.220001,448.220001,448.220001,0
8/24/66,453.51001,453.51001,453.51001,453.51001,453.51001,0
8/25/66,447.799988,447.799988,447.799988,447.799988,447.799988,0
8/26/66,437.859985,437.859985,437.859985,437.859985,437.859985,0
8/29/66,426.329987,426.329987,426.329987,426.329987,426.329987,0
8/30/66,433.420013,433.420013,433.420013,433.420013,433.420013,0
8/31/66,440.399994,440.399994,440.399994,440.399994,440.399994,0
9/1/66,443.459991,443.459991,443.459991,443.459991,443.459991,0
9/2/66,442.089996,442.089996,442.089996,442.089996,442.089996,0
9/6/66,439.660004,439.660004,439.660004,439.660004,439.660004,0
9/7/66,435.73999,435.73999,435.73999,435.73999,435.73999,0
9/8/66,434.26001,434.26001,434.26001,434.26001,434.26001,0
9/9/66,435.640015,435.640015,435.640015,435.640015,435.640015,0
9/12/66,444.839996,444.839996,444.839996,444.839996,444.839996,0
9/13/66,447.369995,447.369995,447.369995,447.369995,447.369995,0
9/14/66,451.5,451.5,451.5,451.5,451.5,0
9/15/66,456.26001,456.26001,456.26001,456.26001,456.26001,0
9/16/66,456.149994,456.149994,456.149994,456.149994,456.149994,0
9/19/66,454.040009,454.040009,454.040009,454.040009,454.040009,0
9/20/66,450.970001,450.970001,450.970001,450.970001,450.970001,0
9/21/66,443.359985,443.359985,443.359985,443.359985,443.359985,0
9/22/66,444.309998,444.309998,444.309998,444.309998,444.309998,0
9/23/66,443.040009,443.040009,443.040009,443.040009,443.040009,0
9/26/66,444.100006,444.100006,444.100006,444.100006,444.100006,0
9/27/66,445.369995,445.369995,445.369995,445.369995,445.369995,0
9/28/66,440.079987,440.079987,440.079987,440.079987,440.079987,0
9/29/66,435.320007,435.320007,435.320007,435.320007,435.320007,0
9/30/66,436.700012,436.700012,436.700012,436.700012,436.700012,0
10/3/66,427.390015,427.390015,427.390015,427.390015,427.390015,0
10/4/66,427.920013,427.920013,427.920013,427.920013,427.920013,0
10/5/66,425.48999,425.48999,425.48999,425.48999,425.48999,0
10/6/66,421.359985,421.359985,421.359985,421.359985,421.359985,0
10/7/66,416.290009,416.290009,416.290009,416.290009,416.290009,0
10/10/66,423.480011,423.480011,423.480011,423.480011,423.480011,0
10/11/66,425.700012,425.700012,425.700012,425.700012,425.700012,0
10/12/66,437.220001,437.220001,437.220001,437.220001,437.220001,0
10/13/66,437.01001,437.01001,437.01001,437.01001,437.01001,0
10/14/66,435.73999,435.73999,435.73999,435.73999,435.73999,0
10/17/66,440.609985,440.609985,440.609985,440.609985,440.609985,0
10/18/66,447.799988,447.799988,447.799988,447.799988,447.799988,0
10/19/66,444.519989,444.519989,444.519989,444.519989,444.519989,0
10/20/66,443.25,443.25,443.25,443.25,443.25,0
10/21/66,444.839996,444.839996,444.839996,444.839996,444.839996,0
10/24/66,446,446,446,446,446,0
10/25/66,448.429993,448.429993,448.429993,448.429993,448.429993,0
10/26/66,452.450012,452.450012,452.450012,452.450012,452.450012,0
10/27/66,456.26001,456.26001,456.26001,456.26001,456.26001,0
10/28/66,456.470001,456.470001,456.470001,456.470001,456.470001,0
10/31/66,456.359985,456.359985,456.359985,456.359985,456.359985,0
11/1/66,459.850006,459.850006,459.850006,459.850006,459.850006,0
11/2/66,460.380005,460.380005,460.380005,460.380005,460.380005,0
11/3/66,458.790009,458.790009,458.790009,458.790009,458.790009,0
11/4/66,460.269989,460.269989,460.269989,460.269989,460.269989,0
11/7/66,460.170013,460.170013,460.170013,460.170013,460.170013,0
11/9/66,463.76001,463.76001,463.76001,463.76001,463.76001,0
11/10/66,466.829987,466.829987,466.829987,466.829987,466.829987,0
11/11/66,467.25,467.25,467.25,467.25,467.25,0
11/14/66,464.399994,464.399994,464.399994,464.399994,464.399994,0
11/15/66,466.089996,466.089996,466.089996,466.089996,466.089996,0
11/16/66,470.109985,470.109985,470.109985,470.109985,470.109985,0
11/17/66,466.940002,466.940002,466.940002,466.940002,466.940002,0
11/18/66,464.079987,464.079987,464.079987,464.079987,464.079987,0
11/21/66,457.630005,457.630005,457.630005,457.630005,457.630005,0
11/22/66,455.519989,455.519989,455.519989,455.519989,455.519989,0
11/23/66,458.899994,458.899994,458.899994,458.899994,458.899994,0
11/25/66,462.600006,462.600006,462.600006,462.600006,462.600006,0
11/28/66,462.179993,462.179993,462.179993,462.179993,462.179993,0
11/29/66,460.589996,460.589996,460.589996,460.589996,460.589996,0
11/30/66,460.910004,460.910004,460.910004,460.910004,460.910004,0
12/1/66,459.109985,459.109985,459.109985,459.109985,459.109985,0
12/2/66,459.320007,459.320007,459.320007,459.320007,459.320007,0
12/5/66,459.75,459.75,459.75,459.75,459.75,0
12/6/66,462.920013,462.920013,462.920013,462.920013,462.920013,0
12/7/66,467.570007,467.570007,467.570007,467.570007,467.570007,0
12/8/66,469.470001,469.470001,469.470001,469.470001,469.470001,0
12/9/66,470.529999,470.529999,470.529999,470.529999,470.529999,0
12/12/66,475.079987,475.079987,475.079987,475.079987,475.079987,0
12/13/66,473.809998,473.809998,473.809998,473.809998,473.809998,0
12/14/66,473.700012,473.700012,473.700012,473.700012,473.700012,0
12/15/66,468.730011,468.730011,468.730011,468.730011,468.730011,0
12/16/66,468.839996,468.839996,468.839996,468.839996,468.839996,0
12/19/66,467.570007,467.570007,467.570007,467.570007,467.570007,0
12/20/66,465.670013,465.670013,465.670013,465.670013,465.670013,0
12/21/66,468.200012,468.200012,468.200012,468.200012,468.200012,0
12/22/66,470.109985,470.109985,470.109985,470.109985,470.109985,0
12/23/66,468.940002,468.940002,468.940002,468.940002,468.940002,0
12/27/66,466.51001,466.51001,466.51001,466.51001,466.51001,0
12/28/66,464.190002,464.190002,464.190002,464.190002,464.190002,0
12/29/66,462.48999,462.48999,462.48999,462.48999,462.48999,0
12/30/66,462.279999,462.279999,462.279999,462.279999,462.279999,0
1/3/67,462.48999,462.48999,462.48999,462.48999,462.48999,0
1/4/67,463.339996,463.339996,463.339996,463.339996,463.339996,0
1/5/67,469.26001,469.26001,469.26001,469.26001,469.26001,0
1/6/67,472.75,472.75,472.75,472.75,472.75,0
1/9/67,476.660004,476.660004,476.660004,476.660004,476.660004,0
1/10/67,476.660004,476.660004,476.660004,476.660004,476.660004,0
1/11/67,480.579987,480.579987,480.579987,480.579987,480.579987,0
1/12/67,483.429993,483.429993,483.429993,483.429993,483.429993,0
1/13/67,486.809998,486.809998,486.809998,486.809998,486.809998,0
1/16/67,485.970001,485.970001,485.970001,485.970001,485.970001,0
1/17/67,491.26001,491.26001,491.26001,491.26001,491.26001,0
1/18/67,494,494,494,494,494,0
1/19/67,494.220001,494.220001,494.220001,494.220001,494.220001,0
1/20/67,496.01001,496.01001,496.01001,496.01001,496.01001,0
1/23/67,497.809998,497.809998,497.809998,497.809998,497.809998,0
1/24/67,498.76001,498.76001,498.76001,498.76001,498.76001,0
1/25/67,495.380005,495.380005,495.380005,495.380005,495.380005,0
1/26/67,495.700012,495.700012,495.700012,495.700012,495.700012,0
1/27/67,497.809998,497.809998,497.809998,497.809998,497.809998,0
1/30/67,500.670013,500.670013,500.670013,500.670013,500.670013,0
1/31/67,500.140015,500.140015,500.140015,500.140015,500.140015,0
2/1/67,499.5,499.5,499.5,499.5,499.5,0
2/2/67,501.089996,501.089996,501.089996,501.089996,501.089996,0
2/3/67,504.679993,504.679993,504.679993,504.679993,504.679993,0
2/6/67,503.730011,503.730011,503.730011,503.730011,503.730011,0
2/7/67,502.679993,502.679993,502.679993,502.679993,502.679993,0
2/8/67,507.119995,507.119995,507.119995,507.119995,507.119995,0
2/9/67,505.109985,505.109985,505.109985,505.109985,505.109985,0
2/10/67,506.160004,506.160004,506.160004,506.160004,506.160004,0
2/13/67,506.899994,506.899994,506.899994,506.899994,506.899994,0
2/14/67,510.290009,510.290009,510.290009,510.290009,510.290009,0
2/15/67,510.609985,510.609985,510.609985,510.609985,510.609985,0
2/16/67,508.380005,508.380005,508.380005,508.380005,508.380005,0
2/17/67,508.48999,508.48999,508.48999,508.48999,508.48999,0
2/20/67,505.850006,505.850006,505.850006,505.850006,505.850006,0
2/21/67,505.850006,505.850006,505.850006,505.850006,505.850006,0
2/23/67,505.850006,505.850006,505.850006,505.850006,505.850006,0
2/24/67,506.480011,506.480011,506.480011,506.480011,506.480011,0
2/27/67,501.089996,501.089996,501.089996,501.089996,501.089996,0
2/28/67,502.890015,502.890015,502.890015,502.890015,502.890015,0
3/1/67,507.859985,507.859985,507.859985,507.859985,507.859985,0
3/2/67,510.709991,510.709991,510.709991,510.709991,510.709991,0
3/3/67,511.450012,511.450012,511.450012,511.450012,511.450012,0
3/6/67,510.709991,510.709991,510.709991,510.709991,510.709991,0
3/7/67,511.350006,511.350006,511.350006,511.350006,511.350006,0
3/8/67,512.090027,512.090027,512.090027,512.090027,512.090027,0
3/9/67,513.570007,513.570007,513.570007,513.570007,513.570007,0
3/10/67,515.469971,515.469971,515.469971,515.469971,515.469971,0
3/13/67,513.039978,513.039978,513.039978,513.039978,513.039978,0
3/14/67,512.51001,512.51001,512.51001,512.51001,512.51001,0
3/15/67,517.059998,517.059998,517.059998,517.059998,517.059998,0
3/16/67,521.809998,521.809998,521.809998,521.809998,521.809998,0
3/17/67,522.77002,522.77002,522.77002,522.77002,522.77002,0
3/20/67,522.659973,522.659973,522.659973,522.659973,522.659973,0
3/21/67,521.280029,521.280029,521.280029,521.280029,521.280029,0
3/22/67,522.77002,522.77002,522.77002,522.77002,522.77002,0
3/23/67,526.469971,526.469971,526.469971,526.469971,526.469971,0
3/27/67,526.25,526.25,526.25,526.25,526.25,0
3/28/67,526.679993,526.679993,526.679993,526.679993,526.679993,0
3/29/67,526.039978,526.039978,526.039978,526.039978,526.039978,0
3/30/67,526.25,526.25,526.25,526.25,526.25,0
3/31/67,523.609985,523.609985,523.609985,523.609985,523.609985,0
4/3/67,517.900024,517.900024,517.900024,517.900024,517.900024,0
4/4/67,518.01001,518.01001,518.01001,518.01001,518.01001,0
4/5/67,521.179993,521.179993,521.179993,521.179993,521.179993,0
4/6/67,522.340027,522.340027,522.340027,522.340027,522.340027,0
4/7/67,519.169983,519.169983,519.169983,519.169983,519.169983,0
4/10/67,512.830017,512.830017,512.830017,512.830017,512.830017,0
4/11/67,516.419983,516.419983,516.419983,516.419983,516.419983,0
4/12/67,515.890015,515.890015,515.890015,515.890015,515.890015,0
4/13/67,519.280029,519.280029,519.280029,519.280029,519.280029,0
4/14/67,524.669983,524.669983,524.669983,524.669983,524.669983,0
4/17/67,528.159973,528.159973,528.159973,528.159973,528.159973,0
4/18/67,532.48999,532.48999,532.48999,532.48999,532.48999,0
4/19/67,533.130005,533.130005,533.130005,533.130005,533.130005,0
4/20/67,534.289978,534.289978,534.289978,534.289978,534.289978,0
4/21/67,535.559998,535.559998,535.559998,535.559998,535.559998,0
4/24/67,537.25,537.25,537.25,537.25,537.25,0
4/25/67,540.109985,540.109985,540.109985,540.109985,540.109985,0
4/26/67,539.580017,539.580017,539.580017,539.580017,539.580017,0
4/27/67,544.02002,544.02002,544.02002,544.02002,544.02002,0
4/28/67,544.969971,544.969971,544.969971,544.969971,544.969971,0
5/1/67,544.650024,544.650024,544.650024,544.650024,544.650024,0
5/2/67,544.22998,544.22998,544.22998,544.22998,544.22998,0
5/3/67,545.599976,545.599976,545.599976,545.599976,545.599976,0
5/4/67,547.609985,547.609985,547.609985,547.609985,547.609985,0
5/5/67,548.25,548.25,548.25,548.25,548.25,0
5/8/67,549.090027,549.090027,549.090027,549.090027,549.090027,0
5/9/67,543.48999,543.48999,543.48999,543.48999,543.48999,0
5/10/67,542.539978,542.539978,542.539978,542.539978,542.539978,0
5/11/67,545.179993,545.179993,545.179993,545.179993,545.179993,0
5/12/67,544.02002,544.02002,544.02002,544.02002,544.02002,0
5/15/67,539.890015,539.890015,539.890015,539.890015,539.890015,0
5/16/67,542.330017,542.330017,542.330017,542.330017,542.330017,0
5/17/67,540.849976,540.849976,540.849976,540.849976,540.849976,0
5/18/67,539.679993,539.679993,539.679993,539.679993,539.679993,0
5/19/67,537.460022,537.460022,537.460022,537.460022,537.460022,0
5/22/67,535.669983,535.669983,535.669983,535.669983,535.669983,0
5/23/67,533.340027,533.340027,533.340027,533.340027,533.340027,0
5/24/67,527.099976,527.099976,527.099976,527.099976,527.099976,0
5/25/67,532.280029,532.280029,532.280029,532.280029,532.280029,0
5/26/67,531.330017,531.330017,531.330017,531.330017,531.330017,0
5/29/67,528.580017,528.580017,528.580017,528.580017,528.580017,0
5/31/67,519.909973,519.909973,519.909973,519.909973,519.909973,0
6/1/67,526.25,526.25,526.25,526.25,526.25,0
6/2/67,524.030029,524.030029,524.030029,524.030029,524.030029,0
6/5/67,515.359985,515.359985,515.359985,515.359985,515.359985,0
6/6/67,525.409973,525.409973,525.409973,525.409973,525.409973,0
6/7/67,530.059998,530.059998,530.059998,530.059998,530.059998,0
6/8/67,533.02002,533.02002,533.02002,533.02002,533.02002,0
6/9/67,534.5,534.5,534.5,534.5,534.5,0
6/12/67,537.669983,537.669983,537.669983,537.669983,537.669983,0
6/13/67,540.849976,540.849976,540.849976,540.849976,540.849976,0
6/14/67,539.890015,539.890015,539.890015,539.890015,539.890015,0
6/15/67,540.73999,540.73999,540.73999,540.73999,540.73999,0
6/16/67,540.950012,540.950012,540.950012,540.950012,540.950012,0
6/19/67,541.059998,541.059998,541.059998,541.059998,541.059998,0
6/20/67,540.849976,540.849976,540.849976,540.849976,540.849976,0
6/21/67,539.580017,539.580017,539.580017,539.580017,539.580017,0
6/22/67,538.409973,538.409973,538.409973,538.409973,538.409973,0
6/23/67,538.630005,538.630005,538.630005,538.630005,538.630005,0
6/26/67,536.51001,536.51001,536.51001,536.51001,536.51001,0
6/27/67,534.609985,534.609985,534.609985,534.609985,534.609985,0
6/28/67,534.929993,534.929993,534.929993,534.929993,534.929993,0
6/29/67,532.390015,532.390015,532.390015,532.390015,532.390015,0
6/30/67,531.539978,531.539978,531.539978,531.539978,531.539978,0
7/3/67,533.22998,533.22998,533.22998,533.22998,533.22998,0
7/5/67,535.97998,535.97998,535.97998,535.97998,535.97998,0
7/6/67,535.77002,535.77002,535.77002,535.77002,535.77002,0
7/7/67,538.309998,538.309998,538.309998,538.309998,538.309998,0
7/10/67,540.950012,540.950012,540.950012,540.950012,540.950012,0
7/11/67,543.380005,543.380005,543.380005,543.380005,543.380005,0
7/12/67,543.380005,543.380005,543.380005,543.380005,543.380005,0
7/13/67,543.700012,543.700012,543.700012,543.700012,543.700012,0
7/14/67,545.599976,545.599976,545.599976,545.599976,545.599976,0
7/17/67,545.919983,545.919983,545.919983,545.919983,545.919983,0
7/18/67,549.830017,549.830017,549.830017,549.830017,549.830017,0
7/19/67,550.469971,550.469971,550.469971,550.469971,550.469971,0
7/20/67,551.309998,551.309998,551.309998,551.309998,551.309998,0
7/21/67,551.73999,551.73999,551.73999,551.73999,551.73999,0
7/24/67,549.830017,549.830017,549.830017,549.830017,549.830017,0
7/25/67,549.830017,549.830017,549.830017,549.830017,549.830017,0
7/26/67,552.159973,552.159973,552.159973,552.159973,552.159973,0
7/27/67,554.059998,554.059998,554.059998,554.059998,554.059998,0
7/28/67,555.119995,555.119995,555.119995,555.119995,555.119995,0
7/31/67,556.710022,556.710022,556.710022,556.710022,556.710022,0
8/1/67,560.090027,560.090027,560.090027,560.090027,560.090027,0
8/2/67,562.099976,562.099976,562.099976,562.099976,562.099976,0
8/3/67,561.359985,561.359985,561.359985,561.359985,561.359985,0
8/4/67,562.72998,562.72998,562.72998,562.72998,562.72998,0
8/7/67,561.25,561.25,561.25,561.25,561.25,0
8/8/67,561.780029,561.780029,561.780029,561.780029,561.780029,0
8/9/67,562.419983,562.419983,562.419983,562.419983,562.419983,0
8/10/67,560.940002,560.940002,560.940002,560.940002,560.940002,0
8/11/67,558.400024,558.400024,558.400024,558.400024,558.400024,0
8/14/67,555.119995,555.119995,555.119995,555.119995,555.119995,0
8/15/67,555.76001,555.76001,555.76001,555.76001,555.76001,0
8/16/67,554.48999,554.48999,554.48999,554.48999,554.48999,0
8/17/67,555.22998,555.22998,555.22998,555.22998,555.22998,0
8/18/67,556.070007,556.070007,556.070007,556.070007,556.070007,0
8/21/67,553.219971,553.219971,553.219971,553.219971,553.219971,0
8/22/67,550.26001,550.26001,550.26001,550.26001,550.26001,0
8/23/67,549.619995,549.619995,549.619995,549.619995,549.619995,0
8/24/67,546.659973,546.659973,546.659973,546.659973,546.659973,0
8/25/67,544.440002,544.440002,544.440002,544.440002,544.440002,0
8/28/67,544.119995,544.119995,544.119995,544.119995,544.119995,0
8/29/67,545.599976,545.599976,545.599976,545.599976,545.599976,0
8/30/67,546.97998,546.97998,546.97998,546.97998,546.97998,0
8/31/67,550.570007,550.570007,550.570007,550.570007,550.570007,0
9/1/67,551.419983,551.419983,551.419983,551.419983,551.419983,0
9/5/67,554.27002,554.27002,554.27002,554.27002,554.27002,0
9/6/67,555.22998,555.22998,555.22998,555.22998,555.22998,0
9/7/67,555.02002,555.02002,555.02002,555.02002,555.02002,0
