stock,price,sim1_direction,sim2_direction,sim3_direction,sim4_direction,sim5_direction,RSI,RSIRev,fair_value_mult,geomean,sharpe
CELH,33.040000915527344,1,1,1,1,1,0.7802241793434748,0.21977582065652523,0.839171974522293,0.14112227805695143,0.9018298499046652
CF,113.19999694824219,1,1,1,1,1,0.6533226581265013,0.34667734187349875,0.7910031847133758,0.6381909547738693,0.6625275017075755
CFG,72.11000061035156,1,1,1,1,1,0.9291433146517214,0.0708566853482786,0.8734076433121019,0.7432998324958124,0.6368444343828241
CHD,97.44999694824219,1,1,1,1,1,0.47918334667734186,0.5208166533226581,0.4629777070063694,0.5343383584589615,0.47216345017375877
CHRW,188.57000732421875,1,1,1,1,1,0.6345076060848679,0.3654923939151321,0.7468152866242038,0.6415410385259631,0.55164820967246
CHTR,135.44000244140625,1,1,1,1,1,0.3262610088070456,0.6737389911929543,0.15485668789808918,0.04020100502512563,0.015000216676807749
CHWY,21.290000915527344,1,1,1,1,1,0.7617964752700398,0.2382035247299602,0.8945290468133108,0.31958762886597936,0.18614908376000566
CI,281.9800109863281,0,0,0,0,0,0.37069655724579664,0.6293034427542034,0.3586783439490446,0.3685092127303183,0.44607556747381344
CICHY,19.969999313354492,0,0,0,0,0,0.03362690152121697,0.966373098478783,0.05294585987261147,0.24748743718592964,0.5795711099990181
CIGI,98.83999633789062,1,1,1,1,1,0.6901521216973578,0.30984787830264215,0.8769904458598726,0.08542713567839195,0.48091757889823306
CINF,189.58999633789062,1,1,1,1,1,0.9763811048839072,0.02361889511609283,0.9800955414012739,0.7814070351758794,0.5595438697988069
CL,93.38999938964844,1,1,1,1,1,0.7253803042433947,0.2746196957566053,0.8674363057324841,0.8249581239530989,0.34049107138375156
CLPBY,6.090000152587891,1,1,1,1,1,0.6769415532425941,0.3230584467574059,0.8503184713375797,0.06155778894472362,0.11233247483731953
CLX,97.25,1,1,1,1,1,0.6317053642914331,0.3682946357085669,0.7392515923566879,0.21649916247906198,0.10306996637731537
CMCSA,23.3799991607666,1,1,1,1,1,0.355484387510008,0.644515612489992,0.23646496815286625,0.06867671691792294,0.1242605403984676
CME,234.75999450683594,0,0,0,0,0,0.10808646917534027,0.8919135308246597,0.11226114649681529,0.024706867671691793,0.6466221070294711
CMG,33.97999954223633,1,1,1,1,1,0.6108887109687751,0.38911128903122494,0.8001592356687898,0.33835845896147404,0.5908046352315286
CMI,678.239990234375,0,0,0,0,0,0.3466773418734988,0.6533226581265013,0.1926751592356688,0.6809045226130653,0.871462315096552
CMS,76.29000091552734,1,1,1,1,1,0.5576461168935148,0.44235388310648516,0.642515923566879,0.4899497487437186,0.4999694777729194
CNC,66.05000305175781,0,0,0,0,0,0.7285828662930345,0.2714171337069655,0.7738853503184714,0.9970686767169179,0.37074018399485614
CNP,44.0,1,1,1,1,1,0.5700560448358687,0.4299439551641313,0.49562101910828027,0.7261306532663316,0.4963674427089058
CNQ,39.349998474121094,0,0,0,0,0,0.04643714971977582,0.9535628502802241,0.07444267515923567,0.3601340033500838,0.5556517777253013
COF,206.5,1,1,1,1,1,0.8438751000800641,0.15612489991993594,0.8519108280254777,0.3149078726968174,0.5597129219689209
COIN,168.8699951171875,1,1,1,1,1,0.6587057010785824,0.3412942989214176,0.7591463414634146,0.37962962962962965,0.27036005175046424
COO,72.61000061035156,1,1,1,1,1,0.8979183346677342,0.10208166533226581,0.9657643312101911,0.4861809045226131,0.31594832222364627
COP,103.58000183105469,0,0,0,0,0,0.04243394715772618,0.9575660528422738,0.07762738853503184,0.1373534338358459,0.5152980022046276
COR,298.54998779296875,1,1,1,1,1,0.8678943154523618,0.13210568454763816,0.9661624203821656,0.16289782244556114,0.7217541661578178
COST,950.25,0,0,0,0,0,0.20816653322658127,0.7918334667734187,0.259156050955414,0.13316582914572864,0.9920690258924463
CP,88.0,0,0,0,0,0,0.5064051240992794,0.4935948759007206,0.5286624203821656,0.8144891122278057,0.6416623823772044
CPAY,356.54998779296875,1,1,1,1,1,0.6521216973578863,0.3478783026421137,0.884156050955414,0.7361809045226131,0.4486178529194515
CPB,22.65999984741211,1,1,1,1,1,0.7926341072858286,0.20736589271417138,0.9657643312101911,0.36683417085427134,-0.1558464291775684
CPNG,19.149999618530273,1,1,1,1,1,0.8493565480696442,0.15064345193035578,0.9722846441947566,0.5342691990090834,-0.0738876648795234
CPRT,29.239999771118164,0,0,0,0,0,0.20856685348278622,0.7914331465172137,0.17714968152866242,0.05067001675041876,0.7068215086936414
CRH,107.58000183105469,1,1,1,1,1,0.3542834267413931,0.6457165732586069,0.26871019108280253,0.1373534338358459,0.6822081049648521
CRL,231.42999267578125,1,1,1,1,1,0.9895916733386709,0.01040832666132907,0.9948248407643312,0.9200167504187605,0.4591294376800619
CRM,165.64999389648438,1,1,1,1,1,0.3955164131305044,0.6044835868694955,0.6441082802547771,0.045644891122278056,0.3923613119733812
CROX,125.77999877929688,0,0,0,0,0,0.644115292233787,0.35588470776621295,0.6102707006369427,0.7211055276381909,0.7109666612831672
CRWD,199.3800048828125,1,1,1,1,1,0.9630891538898353,0.03691084611016471,0.9611267605633803,0.9297395517867959,0.9454843980693279
CSCO,113.9800033569336,0,0,0,0,0,0.27502001601281023,0.7249799839871898,0.1142515923566879,0.9321608040201005,0.7784736574722584
CSGP,28.700000762939453,1,1,1,1,1,0.14691753402722177,0.8530824659727783,0.04936305732484077,0.0016750418760469012,0.24971050545674253
CSX,48.810001373291016,1,1,1,1,1,0.8174539631705364,0.18254603682946358,0.8152866242038217,0.9242043551088778,0.815596700327176
CTAS,178.24000549316406,1,1,1,1,1,0.5144115292233787,0.48558847077662126,0.7285031847133758,0.16834170854271358,0.9156068520701787
CTRA,32.560001373291016,0,0,0,0,0,,,0.08536585365853659,0.5227272727272727,
CTSH,41.369998931884766,0,0,0,0,0,0.1176941553242594,0.8823058446757406,0.04777070063694268,0.0041876046901172526,0.08263726726556461
CTVA,86.38999938964844,1,1,1,1,1,0.9644670050761421,0.035532994923857864,0.9630665920537214,0.7955502104630187,0.6730783769068076
CVCO,586.510009765625,0,1,0,0,1,0.5064051240992794,0.4935948759007206,0.38495222929936307,0.3592964824120603,0.6392768283008674
CVNA,70.37999725341797,1,1,1,1,1,0.5553618134263295,0.4446381865736705,0.6382149046793761,0.25595238095238093,0.8615664640904922
CVS,102.08000183105469,0,0,0,0,0,0.7445956765412329,0.25540432345876707,0.6488853503184714,0.9635678391959799,0.27568313499994684
CVX,168.10000610351562,0,0,0,0,0,0.06765412329863892,0.932345876701361,0.08837579617834394,0.09505862646566164,0.46098155417599246
D,69.26000213623047,1,1,1,1,1,0.7457966373098479,0.2542033626901521,0.7304936305732485,0.9296482412060302,0.25439602772974595
DAL,91.68000030517578,1,1,1,1,1,0.8915132105684548,0.10848678943154522,0.8276273885350318,0.9321608040201005,0.4603277372727573
DASH,188.4600067138672,1,1,1,1,1,0.8387563268257412,0.1612436731742588,0.886184681460272,0.43676355066771405,0.28293678868824157
DASTY,21.09000015258789,1,1,1,1,1,0.44915932746196957,0.5508406725380304,0.785828025477707,0.19932998324958123,0.29245745471185863
DD,141.0500030517578,1,1,1,1,1,0.44155324259407525,0.5584467574059248,0.5322452229299363,0.4342546063651591,0.38210256487137284
DDOG,255.3699951171875,0,0,0,0,0,0.7990543735224587,0.20094562647754133,0.8388042203985931,0.9298356510745891,0.7666643817763977
DE,635.239990234375,1,1,1,1,1,0.7934347477982386,0.20656525220176136,0.9211783439490446,0.8203517587939698,0.8893937167883272
DECK,105.66999816894531,0,0,0,0,0,0.37469975980784626,0.6253002401921537,0.4359076433121019,0.2202680067001675,0.7780811245921047
DELL,411.79998779296875,0,0,0,0,0,0.49655731065208586,0.5034426893479141,0.6278695126862666,0.9949130987706656,1.051193889145667
DEO,81.66999816894531,1,1,1,1,1,0.488791032826261,0.511208967173739,0.5310509554140127,0.27261306532663315,0.0882500809726826
DG,116.2699966430664,1,1,1,1,1,0.5656525220176141,0.43434747798238593,0.6934713375796179,0.17252931323283083,0.27366390805156693
DGX,213.4499969482422,1,1,1,1,1,0.8650920736589272,0.13490792634107285,0.9183917197452229,0.8714405360134003,0.6082545160466168
DHI,156.8800048828125,1,1,0,1,1,0.48839071257005606,0.5116092874299439,0.37619426751592355,0.43174204355108875,0.6484948236816659
DHR,193.6199951171875,1,1,1,1,1,0.7281825460368294,0.2718174539631706,0.8550955414012739,0.2663316582914573,0.5380198591942613
DIS,97.41000366210938,0,0,0,0,0,0.32906325060048036,0.6709367493995196,0.22571656050955413,0.2613065326633166,0.16863605216761557
DKNG,26.209999084472656,0,1,0,0,0,0.5164644714038128,0.4835355285961872,0.5587392550143266,0.38556446637877856,0.5419644463599559
DKS,229.02000427246094,0,0,0,0,0,0.47037630104083267,0.5296236989591674,0.4056528662420382,0.5343383584589615,0.6404903400920761
DLTR,121.45999908447266,1,1,1,1,1,0.7465972778222578,0.2534027221777422,0.7714968152866242,0.6909547738693468,0.25494730997920895
DOCS,22.860000610351562,1,1,1,1,1,0.844551282051282,0.15544871794871795,0.9477020602218701,0.23637961335676624,0.08510955610673945
DOCU,46.900001525878906,1,1,1,1,1,0.5971610376896721,0.4028389623103279,0.7160913952357802,0.2545266425245732,0.32607470752154255
DOV,214.74000549316406,0,0,0,0,0,0.2345876701361089,0.7654123298638911,0.13455414012738853,0.22445561139028475,0.7039651436997959
DOW,27.329999923706055,0,0,0,0,0,0.016492578339747113,0.9835074216602528,0.019094380796508457,0.10415447630193095,0.12324932594526927
DPZ,305.9100036621094,1,1,1,1,1,0.411128903122498,0.5888710968775019,0.5310509554140127,0.08542713567839195,0.4635805136320775
DRD,21.940000534057617,1,1,1,1,1,0.21377101681345076,0.7862289831865492,0.3471337579617834,0.048994974874371856,0.5195065958597196
DRI,203.22000122070312,0,0,0,0,0,0.26501200960768617,0.7349879903923138,0.16321656050955413,0.25753768844221103,0.5876462589168616
DTE,151.36000061035156,1,1,1,1,1,0.6172938350680545,0.38270616493194554,0.6739649681528662,0.8320770519262981,0.5278470348322871
DTST,3.4600000381469727,1,1,1,1,1,0.5036028823058447,0.4963971176941553,0.6035031847133758,0.30234505862646566,0.48936864020832416
DUK,125.97000122070312,1,1,1,1,1,0.43274619695756605,0.5672538030424339,0.38893312101910826,0.38107202680067004,0.49387230225843687
DUOL,129.72000122070312,1,1,1,1,1,0.76,0.24,0.7893462469733656,0.4538116591928251,0.31711206130015096
DVA,235.7100067138672,1,1,1,1,1,0.9991993594875901,0.0008006405124099114,0.9828821656050956,1.0,0.49867407658446494
DVN,40.36000061035156,0,0,0,0,0,0.08526821457165733,0.9147317854283427,0.13853503184713375,0.36180904522613067,0.3434509068355278
DXCM,72.37999725341797,1,1,1,1,1,0.5716573258606885,0.4283426741393115,0.5967356687898089,0.5217755443886097,0.519860348911025
EA,205.2100067138672,1,1,1,1,1,0.8781024819855885,0.12189751801441151,0.5063694267515924,0.39216917922948075,0.5068136924005959
EBAY,113.66999816894531,0,0,1,0,0,0.7021617293835068,0.29783827061649315,0.8121019108280255,0.8881909547738693,0.6979999856715338
