stock,price,sim1_direction,sim2_direction,sim3_direction,sim4_direction,sim5_direction,RSI,RSIRev,fair_value_mult,geomean,sharpe
PINS,22.25,1,1,1,1,1,0.743047830923248,0.256952169076752,0.8841059602649006,0.5989336492890995,0.2827072018008525
PKG,236.38999938964844,1,1,1,1,1,0.7037630104083267,0.2962369895916733,0.7082006369426752,0.550251256281407,0.6980881158174616
PLTR,132.5399932861328,1,1,1,1,1,0.5698324022346368,0.4301675977653632,0.7372060857538036,0.3434190620272315,0.9997263956854119
PM,184.75999450683594,1,1,1,1,1,0.6453162530024019,0.3546837469975981,0.7722929936305732,0.6641541038525963,0.5699610743054494
PNC,253.17999267578125,1,1,1,1,1,0.9515612489991994,0.04843875100080064,0.9562101910828026,0.8044388609715243,0.651271483744264
PNR,75.52999877929688,1,1,1,1,1,0.466773418734988,0.533226581265012,0.4781050955414013,0.06407035175879397,0.4207785329505502
PNW,106.91000366210938,1,1,1,1,1,0.6793434747798238,0.3206565252201762,0.6894904458598726,0.8994974874371859,0.4118148709083015
PODD,159.77000427246094,1,1,1,1,1,0.5596477181745396,0.4403522818254604,0.7595541401273885,0.052763819095477386,0.5953584184108752
POOL,215.22000122070312,1,1,1,1,1,0.8638911128903123,0.13610888710968772,0.955015923566879,0.38651591289782244,0.45684616533191724
POWW,2.4100000858306885,1,1,1,1,1,0.8957446808510638,0.10425531914893615,0.8223350253807107,0.7879464285714286,0.4040745599113406
PPG,124.04000091552734,1,1,1,1,1,0.8398718975180144,0.1601281024819856,0.8937101910828026,0.8752093802345059,0.27377310871975713
PPL,36.11000061035156,1,1,1,1,1,0.4267413931144916,0.5732586068855083,0.36027070063694266,0.21608040201005024,0.29712285894786133
PRI,299.17999267578125,1,1,1,1,1,0.9363490792634107,0.06365092073658929,0.9522292993630573,0.673785594639866,0.745791414923405
PROP,0.7864000201225281,1,1,1,1,1,0.6425140112089672,0.35748598879103277,0.8132961783439491,0.13819095477386933,0.4442844864805438
PROSY,8.770000457763672,1,1,1,1,1,0.39558359621451106,0.6044164037854889,0.3971232020012508,0.0928813559322034,0.3106299396717448
PRU,114.27999877929688,1,1,1,1,1,0.9639711769415532,0.03602882305844679,0.9705414012738853,0.8320770519262981,0.46350126694065086
PRYMY,82.01000213623047,0,0,0,0,0,0.3066453162530024,0.6933546837469976,0.20263262863980855,0.8530150753768844,0.7892323602242068
PSKY,10.09000015258789,1,1,1,1,1,0.5080064051240992,0.4919935948759008,0.5505573248407644,0.40996649916247907,-0.050629650139766336
PTC,124.9800033569336,1,1,1,1,1,0.4455564451561249,0.5544435548438751,0.8363853503184714,0.0992462311557789,0.5323448793676924
PTON,5.869999885559082,0,0,0,0,0,0.6893894487255483,0.3106105512744517,0.6396237507348619,0.7260621433100825,0.14904064150619384
PWR,674.0399780273438,0,0,0,0,0,0.19255404323458766,0.8074459567654123,0.08240445859872611,0.7458123953098827,1.1676647925780839
PYPL,45.09000015258789,1,1,1,1,1,0.6481184947958367,0.3518815052041633,0.803343949044586,0.25879396984924624,0.25399782613056776
Q,146.67999267578125,0,0,0,0,0,0.15822784810126583,0.8417721518987342,0.09302325581395349,0.022988505747126436,1.3798791775197203
QBTS,22.559999465942383,0,0,0,0,0,0.4069514844315713,0.5930485155684286,0.3232974910394265,0.6742722265932337,0.6824375656780329
QCOM,186.47999572753906,0,0,0,0,0,0.24579663730984788,0.7542033626901521,0.030652866242038217,0.5875209380234506,0.5844198218608169
QLYS,158.25999450683594,1,1,1,1,1,1.0,0.0,1.0,1.0,0.6193834784725782
QSR,73.25,0,0,0,0,0,0.40512409927942356,0.5948759007205764,0.42078025477707004,0.39216917922948075,0.4594003705940461
QTUM,156.94000244140625,0,0,0,0,0,0.3087557603686636,0.6912442396313364,0.21606507371631928,0.877916440586001,1.0285937084184793
RACE,391.8599853515625,1,1,1,1,1,0.821857485988791,0.17814251401120895,0.9860668789808917,0.7035175879396985,0.9545002021099892
RBGLY,13.760000228881836,1,1,1,1,1,0.9295436349079264,0.07045636509207365,0.9976114649681529,0.27093802345058626,0.09425801862114982
RBLX,57.029998779296875,1,1,1,1,1,0.8517397881996974,0.14826021180030258,0.9812874251497006,0.3688118811881188,0.2962785195569466
RCAT,10.109999656677246,0,0,0,0,0,0.36946011281224816,0.6305398871877519,0.3937802907915994,0.3869346733668342,0.9496675166287614
RCL,287.7799987792969,0,0,0,0,0,0.2674139311449159,0.732586068855084,0.11226114649681529,0.2776381909547739,0.5633062199610803
RDY,14.359999656677246,1,1,1,1,1,0.6653322658126501,0.33466773418734985,0.5282643312101911,0.614321608040201,0.2819465355727955
REGN,649.8099975585938,1,1,1,1,1,0.6805444355484388,0.3194555644515612,0.8236464968152867,0.2675879396984925,0.33770999563951953
RF,30.479999542236328,1,1,1,1,1,0.8450760608486789,0.15492393915132108,0.7969745222929936,0.669179229480737,0.6464905185684835
RGC,5.610000133514404,0,0,0,0,0,0.021086780210867802,0.9789132197891321,0.046511627906976744,0.0008904719501335708,0.9995906509168481
RGTI,17.959999084472656,0,0,0,0,0,0.29256965944272445,0.7074303405572755,0.20980091883614088,0.5541455160744501,0.6963409603589241
RHHBY,51.59000015258789,1,1,1,1,1,0.49719775820656525,0.5028022417934348,0.5740445859872612,0.2567001675041876,0.4669324232140216
RIO,93.58000183105469,0,0,0,0,0,0.09607686148919135,0.9039231385108086,0.06329617834394904,0.31909547738693467,0.7713070802122745
RIVN,20.139999389648438,1,1,1,1,1,0.9609035621198957,0.03909643788010431,0.9871244635193133,0.930835734870317,-0.06419703920756534
RJF,166.41000366210938,1,1,1,1,1,0.9035228182546037,0.09647718174539632,0.9789012738853503,0.5623953098827471,0.7321666722806137
RKLB,93.08999633789062,0,0,0,0,0,0.27781765972720746,0.7221823402727925,0.15636105188343993,0.49493374902572096,0.893790514243017
RKT,15.550000190734863,1,1,1,1,1,0.8068027210884354,0.19319727891156457,0.8207547169811321,0.4338235294117647,0.2652625221277372
RL,396.32000732421875,0,0,0,0,0,0.5148118494795837,0.4851881505204163,0.3968949044585987,0.5623953098827471,0.6230003033455259
RLI,61.779998779296875,1,1,1,1,1,0.9863891112890312,0.013610888710968827,0.9960191082802548,0.9459798994974874,0.504767693189848
RMD,218.39999389648438,1,1,1,1,1,0.8819055244195356,0.11809447558046438,0.9944267515923567,0.22654941373534337,0.5883942914033914
ROK,482.8699951171875,1,1,1,1,1,0.622497998398719,0.377502001601281,0.697452229299363,0.8542713567839196,0.6803517193067025
ROKU,142.25999450683594,1,1,1,1,1,0.829981718464351,0.17001828153564902,0.6439600363306085,0.7935514918190568,0.6381710753502639
ROL,42.72999954223633,0,0,0,0,0,0.06805444355484387,0.9319455564451561,0.06926751592356688,0.0020938023450586263,0.6563279095159051
ROP,364.25,1,1,1,1,1,0.9311449159327462,0.06885508406725382,0.9960191082802548,0.23366834170854273,0.4765915369671778
ROST,211.36000061035156,0,0,0,0,0,0.10248198558847077,0.8975180144115292,0.06329617834394904,0.2638190954773869,0.6076464134425961
RSG,214.5800018310547,1,1,1,1,1,0.5372297838270617,0.46277021617293834,0.7535828025477707,0.22110552763819097,0.9246254750565972
RTX,201.3699951171875,1,1,1,1,1,0.8975180144115292,0.10248198558847077,0.9876592356687898,0.49288107202680065,0.6354937194165953
RVLV,22.649999618530273,1,1,1,1,1,0.7091836734693877,0.2908163265306123,0.7199100112485939,0.45042321644498184,0.2444421708073426
SAIA,417.8900146484375,0,0,0,0,0,0.10408326661329063,0.8959167333867094,0.11464968152866242,0.4007537688442211,0.8548790202915951
SAIC,114.69999694824219,1,1,1,1,1,0.7049639711769415,0.29503602882305846,0.9394904458598726,0.9518425460636516,0.4247588865800442
SAN,14.369999885559082,1,1,1,1,1,0.9675740592473979,0.03242594075260208,0.9677547770700637,0.7960636515912898,0.6582969474574301
SAP,160.49000549316406,1,1,1,1,1,0.3206565252201761,0.6793434747798239,0.24522292993630573,0.04983249581239531,0.470316507998245
SBAC,180.57000732421875,0,0,0,0,0,0.14291433146517213,0.8570856685348278,0.08917197452229299,0.21901172529313234,0.3474618711072074
SBSW,8.960000038146973,1,1,1,1,1,0.20716573258606885,0.7928342674139311,0.2754777070063694,0.024078726968174206,0.29414325610280534
SBUX,102.11000061035156,0,0,0,0,0,0.4795836669335468,0.5204163330664532,0.4263535031847134,0.6268844221105527,0.41802029523921624
SCCO,173.8699951171875,0,0,0,0,0,0.2790232185748599,0.7209767814251401,0.20302547770700638,0.25879396984924624,0.8172672164878945
SCHW,100.62000274658203,1,1,1,1,1,0.9199359487590072,0.0800640512409928,0.9852707006369427,0.5188442211055276,0.6231764727045747
SCNX,0.34540000557899475,0,0,0,0,0,0.26701361088871095,0.7329863891112891,0.5141716566866268,0.5711892797319933,0.5759510272258296
SE,105.0,1,1,1,1,1,0.8945672191528545,0.10543278084714547,0.9391582799634035,0.3627546071774976,0.6533431868793863
SERV,6.449999809265137,1,0,1,1,0,0.2975352112676056,0.7024647887323944,0.4536082474226804,0.1331877729257642,0.5218935510683863
SHG,70.48999786376953,1,1,1,1,1,0.8074459567654123,0.1925540432345877,0.9800955414012739,0.8559463986599665,0.47417611760185086
SHOP,120.13999938964844,1,1,1,1,1,0.6196957566052842,0.3803042433947158,0.7519904458598726,0.2018425460636516,0.9193725983270997
SHW,349.1300048828125,1,1,1,1,1,0.8843074459567654,0.11569255404323464,0.9434713375796179,0.5025125628140703,0.6370664843182856
SJM,111.66000366210938,0,0,0,0,0,0.5812650120096077,0.4187349879903923,0.4892515923566879,0.9074539363484088,0.12218388521557241
SLB,45.720001220703125,0,0,0,0,0,0.06044835868694956,0.9395516413130505,0.07085987261146497,0.26591289782244554,0.14117530932295924
SLV,56.11000061035156,1,1,1,1,1,0.22257806244995998,0.77742193755004,0.1624203821656051,0.0046063651591289785,0.5076240582432304
SMCI,27.190000534057617,0,0,0,0,0,0.16973578863090472,0.8302642113690952,0.030652866242038217,0.13023450586264657,0.6996162981668088
SNA,413.6199951171875,1,1,1,1,1,0.9503602882305845,0.04963971176941551,0.9570063694267515,0.7721943048576214,0.5832425710273325
SNDK,1744.4300537109375,0,0,0,0,0,0.11976047904191617,0.8802395209580838,0.05747126436781609,0.3080357142857143,3.253849451686498
SNPS,442.2699890136719,0,0,0,0,0,0.12049639711769415,0.8795036028823059,0.1178343949044586,0.23031825795644892,0.7835494605566972
SO,95.98999786376953,1,1,1,1,1,0.5580464371497198,0.4419535628502802,0.6353503184713376,0.5824958123953099,0.563619209233598
SOLV,77.94000244140625,0,0,0,0,0,0.5863309352517986,0.4136690647482014,0.6017543859649123,0.6345291479820628,0.12330639635481493
SONY,21.15999984741211,1,1,1,1,1,0.5592473979183347,0.44075260208166533,0.75,0.20938023450586266,0.6010495115250346
SPGI,447.2200012207031,1,1,1,1,1,0.921537229783827,0.07846277021617298,0.9996019108280255,0.3312395309882747,0.7363079648315374
SPOT,483.010009765625,1,1,1,1,1,0.5584667637069384,0.4415332362930616,0.6453012048192771,0.37109174782162996,0.5384239414039258
SPSC,60.04999923706055,1,1,1,1,1,0.8406725380304243,0.1593274619695757,0.9331210191082803,0.12688442211055276,0.37597592278149744
SPY,751.280029296875,0,0,0,0,0,0.4835868694955965,0.5164131305044035,0.6027070063694268,0.788107202680067,0.8944289419985306
SRE,92.94999694824219,1,1,1,1,1,0.5924739791833467,0.40752602081665334,0.6214171974522293,0.35175879396984927,0.4530780237598455
SRGHY,17.790000915527344,0,0,0,0,0,0.42834267413931143,0.5716573258606885,0.46735668789808915,0.5632328308207705,0.38103280836781184
SSL,9.880000114440918,0,0,0,0,0,0.0656525220176141,0.9343474779823859,0.04339171974522293,0.5489949748743719,0.18418173116621572
STE,213.27999877929688,1,1,1,1,1,0.48638911128903123,0.5136108887109687,0.634952229299363,0.062395309882747066,0.6251497485577876
STLA,5.800000190734863,0,0,0,0,0,0.0544435548438751,0.9455564451561249,0.04617834394904458,0.01340033500837521,0.36532510857976835
STLD,227.07000732421875,0,0,0,0,0,0.1176941553242594,0.8823058446757406,0.04378980891719745,0.478643216080402,0.800970099490268
STN,70.69000244140625,1,1,1,1,1,0.28943154523618897,0.710568454763811,0.5039808917197452,0.009212730318257957,0.5972423093343945
STRL,717.1099853515625,0,0,0,0,0,0.14051240992794237,0.8594875900720577,0.014331210191082803,0.8253768844221105,1.1758339013843506
STT,175.9600067138672,1,1,1,1,1,0.9067253803042434,0.09327461969575657,0.8702229299363057,0.9422110552763819,0.6252993081793332
STX,868.260009765625,0,0,0,0,0,0.2862289831865492,0.7137710168134508,0.01910828025477707,0.9489112227805695,1.158678409034231
STZ,130.67999267578125,0,0,0,0,0,0.07005604483586869,0.9299439551641313,0.020302547770700636,0.06742043551088778,0.10551403689966131
SW,45.63999938964844,1,1,1,1,1,0.6365092073658927,0.36349079263410733,0.6362549800796813,0.5280569514237856,0.45666888714119525
SWK,92.55999755859375,1,1,1,1,1,0.8971176941553243,0.10288230584467573,0.9251592356687898,0.9296482412060302,0.2036835764260372
SWKS,61.90999984741211,0,0,0,0,0,0.10528422738190553,0.8947157726180944,0.010350318471337579,0.2981574539363484,0.26117161696239893
SYF,77.05000305175781,1,1,1,1,1,0.6661329063250601,0.33386709367493994,0.6253980891719745,0.42922948073701844,0.5356290934723793
SYK,324.7300109863281,1,1,1,1,1,0.6281024819855885,0.3718975180144115,0.8332006369426752,0.18216080402010051,0.5482976389593186
SYY,84.2300033569336,1,1,1,1,1,0.9651721377101682,0.03482786228983181,0.9454617834394905,0.6943048576214406,0.4023693024884304
T,20.579999923706055,0,0,0,0,0,0.03582866293034428,0.9641713370696557,0.023487261146496817,0.00314070351758794,0.22250178304270546
TAP,38.86000061035156,0,0,0,0,0,0.3026421136909528,0.6973578863090473,0.2105891719745223,0.04187604690117253,-0.09660496063997491
TCEHY,57.72999954223633,1,1,1,1,1,0.5996797437950361,0.4003202562049639,0.7822452229299363,0.11013400335008375,0.46732112174702345
TCOM,40.97999954223633,0,0,0,0,0,0.08646917534027222,0.9135308246597278,0.17396496815286625,0.00628140703517588,0.22782972851071104
TDG,1346.1199951171875,1,1,1,1,1,0.7425940752602082,0.25740592473979185,0.7615445859872612,0.3999162479061977,0.7941768183205842
TDOC,9.289999961853027,1,1,1,1,1,0.9879903923138511,0.012009607686148893,0.9892515923566879,0.9610552763819096,0.22721465920047465
TDY,654.97998046875,1,1,1,1,1,0.6817453963170537,0.31825460368294634,0.8053343949044586,0.5850083752093802,0.8312998866687905
TEAM,85.5,0,0,0,0,0,0.4431545236188951,0.5568454763811048,0.46656050955414013,0.20603015075376885,0.48446511208294457
TECH,70.91999816894531,1,1,1,1,1,0.9767814251401121,0.023218574859887875,0.8136942675159236,0.9828308207705193,0.451366963759381
TECK,61.45000076293945,0,0,0,0,0,0.41793434747798236,0.5820656525220176,0.44187898089171973,0.5795644891122278,0.5842672367644659
TEL,200.14999389648438,0,0,0,0,0,0.2157726180944756,0.7842273819055244,0.1572452229299363,0.07705192629815745,0.6536698681821851
TER,379.5199890136719,0,0,0,0,0,0.2546036829463571,0.7453963170536428,0.016719745222929936,0.652428810720268,0.8908810943411889
TFC,51.41999816894531,1,1,1,1,1,0.7465972778222578,0.2534027221777422,0.8320063694267515,0.5473199329983249,0.40690512045837857
TGT,126.0999984741211,0,0,0,0,0,0.2766212970376301,0.72337870296237,0.09554140127388536,0.5322445561139029,0.43552780684701803
TJX,151.30999755859375,0,0,0,0,0,0.06765412329863892,0.932345876701361,0.046576433121019105,0.1009212730318258,0.7094569601629607
TKLF,2.009999990463257,1,1,1,1,1,0.6009049773755656,0.3990950226244344,0.5728328865058088,0.26030150753768844,-0.32529262214270216
TKO,192.3000030517578,0,0,0,0,0,0.20376301040832667,0.7962369895916733,0.09554140127388536,0.19011725293132328,0.8560139220234532
TLK,13.949999809265137,1,1,1,1,1,0.2790232185748599,0.7209767814251401,0.24601910828025478,0.012144053601340033,0.0398370370092541
TM,179.8000030517578,1,1,1,1,1,0.6068855084067254,0.3931144915932746,0.8674363057324841,0.05150753768844221,0.47105481779601166
TME,8.770000457763672,1,1,1,1,1,0.5108753315649868,0.48912466843501323,0.5181674565560821,0.11605633802816902,0.18144193170568396
TMO,517.5999755859375,1,1,1,1,1,0.7866293034427542,0.21337069655724583,0.9367038216560509,0.26340033500837523,0.6158499498253764
TMUS,181.7899932861328,1,1,1,1,1,0.38310648518815055,0.6168935148118495,0.5764331210191083,0.10845896147403684,0.7018791796901845
TOST,29.479999542236328,1,1,1,1,1,0.9569983136593592,0.04300168634064083,0.9258333333333333,0.5148698884758365,0.04873461043826593
TPL,402.79998779296875,1,1,1,1,1,0.5132105684547638,0.48678943154523624,0.5943471337579618,0.39028475711892796,0.9108519425361218
TPR,145.49000549316406,1,1,1,1,1,0.4843875100080064,0.5156124899919936,0.42277070063694266,0.4304857621440536,0.5758949295125506
TREX,48.29999923706055,1,1,1,1,1,0.6933546837469976,0.3066453162530024,0.6827229299363057,0.7001675041876047,0.5463172577657445
TRGP,263.5199890136719,0,0,0,0,0,0.3342674139311449,0.6657325860688551,0.3065286624203822,0.7604690117252931,0.7434992856234965
TRMB,52.470001220703125,1,1,1,1,1,0.3630904723779023,0.6369095276220977,0.6042993630573248,0.022613065326633167,0.40357803390870817
TROW,119.12000274658203,1,1,1,1,1,0.9851881505204163,0.014811849479583694,0.9936305732484076,0.9443048576214406,0.4444794470436079
TRV,339.1700134277344,1,1,1,1,1,0.9675740592473979,0.03242594075260208,0.9880573248407644,0.86892797319933,0.6487571537468644
TS,53.79999923706055,0,0,0,0,0,0.04683746997598078,0.9531625300240192,0.04339171974522293,0.6005025125628141,0.4439037701935554
TSCO,30.219999313354492,1,1,1,1,1,0.27742193755004,0.72257806244996,0.2285031847133758,0.007956448911222781,0.371082104881003
TSLA,419.7699890136719,1,1,1,1,1,0.5956765412329864,0.4043234587670136,0.6906847133757962,0.4899497487437186,0.8664154768903809
TSM,451.7900085449219,0,0,0,0,0,0.4931945556445156,0.5068054443554844,0.6353503184713376,0.7139865996649917,1.065087753874884
TSN,58.75,1,1,1,1,1,0.44155324259407525,0.5584467574059248,0.6110668789808917,0.2650753768844221,0.17796336353270154
TT,487.239990234375,1,1,1,1,1,0.4763811048839071,0.5236188951160929,0.6146496815286624,0.6482412060301508,1.025818864467532
TTAN,77.79000091552734,1,1,1,1,1,0.92,0.07999999999999996,0.9640102827763496,0.6792452830188679,-0.07815383155773267
TTC,97.05999755859375,1,1,1,1,1,0.8038430744595677,0.1961569255404323,0.8905254777070064,0.6486599664991625,0.4758396790787931
TTD,19.309999465942383,1,1,1,1,1,0.4167689161554192,0.5832310838445808,0.5429036193574623,0.09892933618843683,0.6152215471204486
TTWO,258.4100036621094,1,1,1,1,1,0.9639711769415532,0.03602882305844679,0.9888535031847133,0.8098827470686767,0.7260382672639273
TWLO,209.0800018310547,0,0,0,0,0,0.732586068855084,0.26741393114491596,0.7515923566878981,0.8073701842546064,0.590119168953434
TXN,303.5,0,0,0,0,0,0.4535628502802242,0.5464371497197757,0.5557324840764332,0.9828308207705193,0.7507151025322089
TXT,93.83999633789062,1,1,1,1,1,0.7037630104083267,0.2962369895916733,0.8280254777070064,0.37981574539363483,0.4637706962072508
TYL,319.010009765625,1,1,1,1,1,0.7189751801441153,0.2810248198558847,0.9848726114649682,0.1373534338358459,0.366514261459971
U,29.649999618530273,1,1,1,1,1,0.7486111111111111,0.2513888888888889,0.7407152682255846,0.6473684210526316,0.1938725429465716
UAL,132.5,1,1,1,1,1,0.8875100080064051,0.11248999199359488,0.8881369426751592,0.8919597989949749,0.49070443155752025
UBER,72.41999816894531,1,1,1,1,1,0.4627033090297252,0.5372966909702748,0.4262659988870339,0.25523012552301255,0.4024413001270988
UBSI,46.4900016784668,1,1,1,1,1,0.8658927141713371,0.13410728582866294,0.7296974522292994,0.8031825795644891,0.3570829898701684
UHS,158.0500030517578,1,1,1,1,1,0.8054443554843875,0.19455564451561247,0.9450636942675159,0.06574539363484087,0.23207348447460685
UL,61.58000183105469,1,1,1,1,1,0.789031224979984,0.210968775020016,0.9430732484076433,0.24748743718592964,0.33327528876503776
ULTA,452.489990234375,1,1,1,1,1,0.20136108887109688,0.7986389111289032,0.1480891719745223,0.01423785594639866,0.35250698350452964
UNH,417.989990234375,0,0,0,0,0,0.6497197758206565,0.35028022417934346,0.6875,0.9916247906197655,0.5703373657622238
UNP,282.5899963378906,1,1,1,1,1,0.8815052041633307,0.11849479583666933,0.9494426751592356,0.9028475711892797,0.6762855083758131
UPS,110.0199966430664,1,1,1,1,1,0.6985588470776621,0.30144115292233786,0.7786624203821656,0.7158710217755444,0.28402197542127106
UPST,34.33000183105469,1,1,1,1,1,0.7206095791001451,0.2793904208998549,0.6702586206896551,0.6261829652996845,0.5719051367330233
URI,1099.6800537109375,0,0,0,0,0,0.5932746196957566,0.40672538030424343,0.5,0.7596314907872697,0.8923213727054693
USB,62.83000183105469,1,1,1,1,1,0.9563650920736589,0.04363490792634106,0.9701433121019108,0.8446398659966499,0.42960833285728367
UVV,51.380001068115234,0,0,0,0,0,0.22457966373098479,0.7754203362690152,0.1679936305732484,0.30904522613065327,0.2910017180035528
V,357.25,1,1,1,1,1,0.9211369095276221,0.07886309047237794,0.9864649681528662,0.7139865996649917,0.7951795478749918
VEEV,192.00999450683594,1,1,1,1,1,0.9315452361889511,0.06845476381104887,0.9932324840764332,0.3659966499162479,0.624825064848187
VGK,89.97000122070312,1,1,1,1,1,0.7061649319455564,0.2938350680544436,0.8272292993630573,0.6926298157453936,0.6450613241572203
VLO,270.32000732421875,1,1,1,1,1,0.7518014411529224,0.24819855884707764,0.8881369426751592,0.9149916247906198,0.7309665039999421
VLTO,92.4800033569336,1,1,1,1,1,0.9259259259259259,0.07407407407407407,0.9927431059506531,0.48672566371681414,0.41116139987513944
VMC,304.8399963378906,1,1,1,1,1,0.7041633306645316,0.29583666933546837,0.7543789808917197,0.5305695142378559,0.48272773312801925
VRSK,187.7899932861328,1,1,1,1,1,0.688550840672538,0.311449159327462,0.9617834394904459,0.3408710217755444,0.48826440624904277
VRSN,259.1300048828125,0,0,0,0,0,0.18654923939151322,0.8134507606084868,0.23089171974522293,0.3793969849246231,0.5699122123982846
VRTS,154.7899932861328,1,1,1,1,1,0.8266613290632506,0.17333867093674937,0.9227707006369427,0.5984087102177554,0.45586777292674563
VRTX,529.5900268554688,1,1,1,1,1,0.9947958366693355,0.005204163330664535,0.9960191082802548,0.7939698492462312,0.7070807071726187
VST,157.22000122070312,1,1,1,1,1,0.4246406570841889,0.575359342915811,0.40587995100040836,0.3367741935483871,0.8563234470852096
VTRS,16.799999237060547,1,1,1,1,1,0.8094475580464372,0.1905524419535628,0.8546974522292994,0.9166666666666666,-0.016481368541652178
VZ,42.06999969482422,0,0,0,0,0,0.06405124099279423,0.9359487590072058,0.01751592356687898,0.12981574539363483,0.22279356748291235
WAB,261.30999755859375,0,0,0,0,0,0.24179343474779824,0.7582065652522018,0.14689490445859874,0.47445561139028475,0.602514197322522
WAT,378.8900146484375,1,1,1,1,1,0.7610088070456366,0.23899119295436344,0.7762738853503185,0.7780569514237856,0.4724083507322732
WBD,26.1200008392334,0,0,0,0,0,0.23058446757405926,0.7694155324259407,0.32961783439490444,0.3877721943048576,0.24209236450940944
WDAY,137.99000549316406,1,1,1,1,1,0.7349879903923139,0.2650120096076861,0.9781050955414012,0.15452261306532664,0.3558000796980628
WDC,577.4600219726562,0,0,0,0,0,0.3947157726180945,0.6052842273819055,0.06050955414012739,0.9091289782244556,0.8393247387263006
WEC,116.62999725341797,1,1,1,1,1,0.567654123298639,0.43234587670136104,0.6234076433121019,0.5958961474036851,0.5349130716924746
WFC,87.44999694824219,1,1,1,1,1,0.8646917534027222,0.1353082465972778,0.9040605095541401,0.5389447236180904,0.4422244694228739
WING,170.5800018310547,1,1,1,1,1,0.6437149719775821,0.3562850280224179,0.8005573248407644,0.20938023450586266,0.6948868791599967
WIT,1.840000033378601,0,0,0,0,0,0.1677341873498799,0.8322658126501201,0.003980891719745223,0.01507537688442211,0.01456381184411371
WK,51.540000915527344,1,1,1,1,1,0.6565252201761409,0.3434747798238591,0.8415605095541401,0.08835845896147404,0.5231452934620472
WM,228.97999572753906,1,1,1,1,1,0.700160128102482,0.29983987189751804,0.9036624203821656,0.283500837520938,0.8182250048495039
WMB,72.81999969482422,0,0,0,0,0,0.2954363490792634,0.7045636509207366,0.20103503184713375,0.5552763819095478,0.737778381824542
WMS,151.33999633789062,1,1,1,1,1,0.6677341873498799,0.3322658126501201,0.7890127388535032,0.3471524288107203,0.6490309565564905
WMT,110.6500015258789,0,0,0,0,0,0.03923138510808647,0.9607686148919136,0.02945859872611465,0.04313232830820771,0.8808816948601279
WPM,115.23999786376953,1,1,1,1,1,0.27061649319455566,0.7293835068054444,0.2726910828025478,0.05820770519262981,0.6371596858167705
WRB,70.91999816894531,1,1,1,1,1,0.699759807846277,0.300240192153723,0.8550955414012739,0.48659966499162477,0.7940531535098599
WSM,223.8300018310547,0,0,0,0,0,0.5700560448358687,0.4299439551641313,0.39012738853503187,0.6260469011725294,0.7624717424296764
WST,357.6400146484375,1,1,1,1,1,0.8646917534027222,0.1353082465972778,0.8757961783439491,0.9053601340033501,0.6380703541064936
WTW,287.6600036621094,1,1,1,1,1,0.9299439551641313,0.07005604483586869,0.9952229299363057,0.35510887772194305,0.5234748651829397
WYNN,95.88500213623047,0,0,0,0,0,0.10728582866293035,0.8927141713370697,0.1409235668789809,0.20896147403685092,0.2760033173565682
XEL,80.37000274658203,1,1,1,1,1,0.46837469975980783,0.5316253002401922,0.49004777070063693,0.46775544388609713,0.5258066952034519
XOM,136.44000244140625,0,0,0,0,0,0.09567654123298638,0.9043234587670136,0.1460987261146497,0.24958123953098826,0.4320287168811848
XPEV,13.5600004196167,1,1,1,1,1,0.3347079037800687,0.6652920962199314,0.5650102110279102,0.3397769516728624,0.30610230422100493
XYL,119.41999816894531,1,1,1,1,1,0.8406725380304243,0.1593274619695757,0.9112261146496815,0.2416247906197655,0.5354869882566105
XYZ,78.91999816894531,1,1,1,1,1,0.7269815852682145,0.27301841473178545,0.7360668789808917,0.783500837520938,0.667908127877607
YTRA,0.8827999830245972,1,1,1,1,1,0.4238355014687369,0.5761644985312631,0.706299541093033,0.07215134183897932,-0.09455593991959589
YUM,165.99000549316406,1,1,1,1,1,0.9207365892714171,0.0792634107285829,0.9852707006369427,0.576214405360134,0.6385473199936013
YUMC,42.4900016784668,1,1,1,1,1,0.4400494437577256,0.5599505562422744,0.5129045473166735,0.10099266292619767,0.35332312267475086
ZBH,89.76000213623047,1,1,1,1,1,0.6156925540432346,0.38430744595676536,0.7703025477707006,0.5004187604690117,0.0750675840704067
ZBRA,270.2900085449219,1,1,1,1,1,0.8318654923939152,0.16813450760608484,0.9613853503184714,0.7336683417085427,0.6436654304837897
ZG,32.95000076293945,1,1,1,1,1,0.3939151321056846,0.6060848678943154,0.5481687898089171,0.07788944723618091,0.24839104641056226
ZM,84.95999908447266,0,0,0,0,0,0.21635150166852057,0.7836484983314794,0.1479028697571744,0.403436018957346,0.3477878320341829
ZTS,75.41999816894531,1,1,1,1,1,0.16653322658126501,0.833466773418735,0.17595541401273884,0.005443886097152429,0.3371030631809286
