,price,direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,weighted_sharpe,et,schwab,rollover,roth,simple,fid,Owned,inEt,inFid,in_self_managed,currentlyActive,status,status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,sharpe_adj_status,w_sharpe_adj_status,mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,et_target,et_diff,et_bid_ask,et_nshares,up_down,exact_amt,fid_target,fid_diff,fid_bid_ask,fid_nshares,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares
JD,29.61000061035156,0,0.2121857690668939,0.7878142309331061,0.3655230834392207,0.1957979436745641,0.3140090941807418,-0.8363904775945626,4027,563,533,4145,0,4678,9268,1,1,1.0,1,0.23893030573471286,0.5973788370281742,0.3140090941807418,1.460882087725548,-0.8363904775945626,1.025070329604413,1.254115730532804,1.014901772030593,1.1345087512816985,0.01904176993306264,0.00022400070994370227,3.3514751397299285e-05,1946.6953613897995,-2080.3046386102005,30.66261576393434,-68,0,-551.3674123659623,31.575856875936086,-4646.424143124064,30.647209815169646,-152,0.3462274907849399,-562.6537725092151,30.631522909220127,-18
EDIT,7.150000095367432,0,0.1948931735278791,0.8051068264721208,0.2679772374547335,0.2863460475400773,0.2228256110455792,-0.0788987064915277,2939,21,0,1287,29,1316,4276,1,1,1.0,1,0.24281757222535563,0.5836049808973517,0.2228256110455792,1.3696986045903854,-0.0788987064915277,1.7825621007074477,1.2015311605268029,1.4012348144866043,1.3013829875067036,0.01904176993306264,0.0019625053073176533,0.00035155825425152426,1946.6953613897995,-992.3046386102005,7.470695250056321,-133,0,-14.91679215986195,276.6410281364798,-1039.3589718635203,7.462980159159359,-139,3.631807701370796,-17.368192298629204,7.458396079930975,-2
TWLO,56.84999847412109,0,0.1894563426688632,0.8105436573311368,0.2730245231607629,0.4272355347749854,0.4629178749999448,1.2856562944940422,227,114,0,1535,0,1535,1876,1,1,1.0,1,0.2659205575159699,0.5076731535210265,0.4629178749999448,1.6097908685447508,1.2856562944940422,3.1471171016930177,1.2734189358762638,1.7896867122145164,1.5315528240453902,0.01904176993306264,0.017478981565989527,0.004019731930681684,1946.6953613897995,1719.6953613897995,53.49461236277712,32,0,-58.90716494490993,2463.8931742828945,928.8931742828945,53.49461236277712,17,41.5262426831002,-72.47375731689979,58.90716494490993,-1
GH,28.479999542236328,0,0.1942215088282504,0.8057784911717496,0.2674603174603174,0.4612676056338028,0.3159477614594628,0.8814651167121188,4414,85,0,1794,0,1794,6293,1,1,1.0,1,0.2713563885057953,0.49111078047654816,0.3159477614594628,1.462820755004269,0.8814651167121188,2.7429259239110944,1.2053887580499156,1.6413895283443565,1.4233891431971362,0.01904176993306264,0.011037750679887829,0.002155725528518342,1946.6953613897995,-2467.3046386102005,29.87296016656449,-83,0,-59.5177098373358,1555.9166566391639,-238.08334336083612,29.81012905665015,-8,22.26993814491158,-62.73006185508842,29.7588549186679,-2
ISRG,295.67999267578125,1,0.3434504792332268,0.6565495207667731,0.4106433677521843,0.1875522138680033,0.7703029554937973,2.174622648957547,9166,591,0,2957,0,2957,12714,1,1,1.0,1,0.2809336102655299,0.4629760533115507,0.7703029554937973,1.9171759490386036,2.174622648957547,4.036083456156523,1.3516545922949623,1.9078535437311464,1.6297540680130544,0.01904176993306264,0.017478981565989527,0.011571139363151468,1946.6953613897995,-7219.3046386102005,301.5208281355992,-24,0,-602.5577675200203,2463.8931742828945,-493.1068257171055,301.45511171024236,-2,119.53681230497254,-471.46318769502744,301.27888376001016,-2
OPEN,2.559999942779541,0,0.1943765281173594,0.8056234718826406,0.2680288461538461,0.6807909604519774,0.0741393356964955,0.9171592322739248,0,0,0,0,0,0,0,0,0,0.0,0,0.2900098716035393,0.43744162315856155,0.0741393356964955,1.2210123292413015,0.9171592322739248,2.7786200394729006,1.0912768922186322,1.5636852865379778,1.327481089378305,0.0,0.0,0.0,0.0,0.0,2.546652209366037,0,0,0.0,0.0,0.0,2.546652209366037,0,0.0,0.0,2.546652209366037,0
URI,433.2999877929688,0,0.2352236421725239,0.764776357827476,0.278395552025417,0.5116959064327485,0.6864540303866444,1.3675424106662668,0,0,0,0,0,0,0,0,0,1.0,0,0.3061983589520198,0.3943069682479085,0.6864540303866444,1.8333270239314505,1.3675424106662668,3.2290032178652424,1.2699813483775109,1.5875567107328084,1.4287690295551596,0.0,0.0,0.0,0.0,0.0,430.5498678018196,0,0,0.0,0.0,0.0,430.5498678018196,0,0.0,0.0,430.5498678018196,0
VTRS,9.65999984741211,0,0.2116613418530351,0.7883386581469649,0.3538522637013502,0.4782790309106098,-0.1822080395946467,0.4110317687939388,0,0,0,0,0,0,0,0,0,0.0,0,0.3111582546334113,0.3816462528504483,-0.1468729935448061,1.0,0.4110317687939388,2.2724925759929144,1.0,1.367910971854107,1.1839554859270534,0.0,0.0,0.0,0.0,0.0,9.625596432707123,0,0,0.0,0.0,0.0,9.625596432707123,0,0.0,0.0,9.625596432707123,0
SE,42.40999984741211,1,0.5518169582772544,0.4481830417227456,0.6486666666666666,0.159156976744186,0.5714435697797999,0.210367383616926,1484,42,0,679,0,679,2205,1,1,1.0,1,0.31130265254348133,0.381281276590173,0.5714435697797999,1.718316563324606,0.210367383616926,2.0718281908159017,1.2292506291121923,1.3201392911907441,1.2746949601514683,0.01904176993306264,0.003663975141403836,0.0006283978934447898,1946.6953613897995,462.6953613897995,38.74831371555835,12,0,-44.261484457366315,516.4856606527371,-162.51433934726288,44.29863572613966,-4,6.491727278020744,-35.50827272197925,44.261484457366315,-1
TMUS,139.02999877929688,1,0.3889776357827476,0.6110223642172524,0.414614773629865,0.2873851294903926,0.7481099421841737,0.8379571971117602,0,139,0,2224,0,2224,2363,0,1,1.0,1,0.35451059711351623,0.2798838683034247,0.7481099421841737,1.8949829357289798,0.8379571971117602,2.699418004310736,1.1959065546183172,1.3204001199629076,1.2581533372906124,0.0,0.010272471233366585,0.0017874242017531967,0.0,0.0,138.58026858897097,0,0,-140.8617636052939,1448.0404169633005,-775.9595830366995,140.92231578642244,-6,18.465164458631573,-120.53483554136842,140.8617636052939,-1
AAPL,177.49000549316406,1,0.4061501597444089,0.5938498402555911,0.7426528991262907,0.2289055973266499,1.0035054722682224,1.7105742048130257,0,355,0,3017,0,3017,3372,0,1,1.0,1,0.3668701231116029,0.25324435734558914,1.0035054722682224,2.1503784658130285,1.7105742048130257,3.5720350120120012,1.2139687932561285,1.3804566808647802,1.2972127370604545,0.0,0.017478981565989527,0.005650508491222603,0.0,0.0,176.31332575022407,0,0,-361.0973219626362,2463.8931742828945,-553.1068257171055,180.6680754409962,-3,58.37314301942421,-296.6268569805758,180.5486609813181,-2
OKTA,80.41999816894531,0,0.4266337854500616,0.5733662145499383,0.3704156479217604,0.4001322751322751,0.6232930030623158,1.8555796648757537,2895,161,241,2171,0,2412,5468,1,1,1.0,1,0.3977316485597442,0.1900849899675912,0.6232930030623158,1.770165996607122,1.8555796648757537,3.7170404720747294,1.1146633904540346,1.2834706627205206,1.1990670265872776,0.01904176993306264,0.017478981565989527,0.006124154225628841,1946.6953613897995,-948.3046386102005,83.16782919471228,-11,0,-83.05384099137152,2463.8931742828945,51.893174282894506,73.98271224604558,1,63.26618764328129,-97.73381235671872,83.05384099137152,-1
AXON,199.6999969482422,1,0.4464856230031949,0.5535143769968052,0.4741858617950754,0.3408521303258145,0.7733400405274697,1.3989241527783818,599,200,0,1598,0,1598,2397,1,1,1.0,1,0.41195125371307645,0.16227967630809245,0.7733400405274697,1.9202130340722758,1.3989241527783818,3.2603849599773573,1.1116852695870714,1.2114154490745506,1.161550359330811,0.01904176993306264,0.017478981565989527,0.0035117781084725522,1946.6953613897995,1347.6953613897995,188.567949530335,7,0,-204.273782770409,2463.8931742828945,865.8931742828945,188.567949530335,5,36.27877492738654,-163.72122507261346,204.273782770409,-1
TTWO,140.91000366210938,0,0.4093450479233226,0.5906549520766773,0.4392374900714853,0.3955722639933166,0.7741733316142901,1.7242350525517427,1691,141,0,1409,0,1409,3241,1,1,1.0,1,0.4139311207471901,0.1584613088460742,0.7741733316142901,1.9210463251590961,1.7242350525517427,3.585695859750718,1.1089954820761287,1.224273459463487,1.1666344707698078,0.01904176993306264,0.017478981565989527,0.005159909716822772,1946.6953613897995,255.69536138979947,134.67114783605385,2,0,-143.8921442947476,2463.8931742828945,1054.8931742828945,134.67114783605385,8,53.30496332060932,-87.69503667939068,143.8921442947476,-1
PTON,5.110000133514404,1,0.4165834165834166,0.5834165834165834,0.5665024630541872,0.3310886644219977,-0.041632886584448,-0.7506869770658935,0,0,0,0,0,0,0,0,0,0.0,0,0.4174763393751898,0.15165367862140283,-0.041632886584448,1.1052401069603581,-0.7506869770658935,1.110773830133082,1.0152905846304054,1.0160598631884143,1.01567522390941,0.0,0.0,0.0,0.0,0.0,5.01974097660039,0,0,0.0,0.0,0.0,5.01974097660039,0,0.0,0.0,5.01974097660039,0
GMED,52.810001373291016,1,0.5515175718849841,0.4484824281150159,0.6346306592533757,0.2690058479532163,0.5089316823758611,1.6065111483177592,2165,106,0,2112,0,2112,4383,1,1,1.0,1,0.42216122340775486,0.14271332394380404,0.5089316823758611,1.6558046759206673,1.6065111483177592,3.4679719555167345,1.0746214802922005,1.194197013505945,1.1344092468990727,0.01904176993306264,0.017478981565989527,0.004390212727944113,1946.6953613897995,-218.30463861020053,53.826946430799445,-4,0,-53.804733697040504,2463.8931742828945,351.8931742828945,50.6779482634027,7,45.353531607299445,-60.646468392700555,53.804733697040504,-1
UPST,27.549999237060547,0,0.3265895953757225,0.6734104046242775,0.4447592067988669,0.5910652920962199,0.6231068031479365,1.7214025998859983,8045,55,110,1378,0,1488,9588,1,1,1.0,1,0.42843585854640837,0.13083179491846333,0.6231068031479365,1.7699797966927426,1.7214025998859983,3.582863407084974,1.0775616806498103,1.1817100759599577,1.1296358783048839,0.01904176993306264,0.017478981565989527,0.004980500439340739,1946.6953613897995,-6098.3046386102005,29.226082191589292,-209,0,0.0,2463.8931742828945,975.8931742828945,24.00224078139527,41,51.45155783865343,-3.5484421613465713,29.138067327467706,0
RVLV,13.989999771118164,1,0.614100185528757,0.385899814471243,0.6730769230769231,0.3140495867768595,0.0673724521907813,-0.0206970468418601,0,140,0,2168,0,2168,2308,0,1,1.0,1,0.47631722166500584,0.042700874623441944,0.0673724521907813,1.2142454457355873,-0.0206970468418601,1.8407637603571154,1.0083236662168957,1.0263976493526563,1.017360657784776,0.0,0.00187279098474628,0.0003125220476224101,0.0,0.0,13.59522448827676,0,0,-131.24826154903454,263.99461014098677,-1904.0053898590131,14.605422839230377,-130,3.2285402651680695,-136.77145973483192,14.58314017211495,-9
NET,62.54999923706055,1,0.5148514851485149,0.4851485148514851,0.59375,0.4711111111111111,0.7819272137325711,0.9668826502790596,0,63,375,125,0,500,563,0,1,1.0,1,0.5218153855352451,-0.03932385397113928,0.7819272137325711,1.9288002072773773,0.9668826502790596,2.8283434574780353,0.9744990185812101,0.9599398386919638,0.9672194286365869,0.0,0.010088047511502626,0.001656025794230307,0.0,0.0,60.123700692590496,0,0,-65.52550133407077,1422.0434589734468,922.0434589734468,55.23511032896604,17,17.107740069875607,-45.892259930124396,65.52550133407077,-1
TTD,82.1500015258789,1,0.6247868106878909,0.3752131893121091,0.6486181613085167,0.4135839902971497,1.0021930382562885,2.22912499072265,2300,246,0,2711,0,2711,5257,1,1,1.0,1,0.5395514945920752,-0.07152868718008226,1.0021930382562885,2.1490660318010946,2.22912499072265,4.090585797921626,0.9467484676473836,0.9041485411662152,0.9254485044067995,0.01904176993306264,0.017478981565989527,0.006932785798605001,1946.6953613897995,-353.3046386102005,85.20947402838034,-4,0,-170.17127093699906,2463.8931742828945,-247.1068257171055,85.12517575813958,-3,71.6198369710688,-174.38016302893118,85.08563546849953,-2
DDOG,94.43000030517578,1,0.5854870775347912,0.4145129224652087,0.6058823529411764,0.5792410714285714,0.674248680647639,1.6004812512659834,2266,94,0,1605,0,1605,3965,1,1,1.0,1,0.589986515167713,-0.16602874995055086,0.674248680647639,1.8211216741924452,1.6004812512659834,3.4619420584649587,0.9052660790922927,0.813687058356278,0.8594765687242854,0.01904176993306264,0.017478981565989527,0.003303138017023018,1946.6953613897995,-319.3046386102005,97.75003227882958,-3,0,-97.6223687521544,2463.8931742828945,858.8931742828945,84.10481346450788,10,34.12339759865799,-59.87660240134201,97.6223687521544,-1
FCUV,1.9900000095367432,0,0.6829381682938168,0.3170618317061832,0.8202950379973178,0.5806909607193563,0.6491463181235083,0.9569851070240906,0,0,2,0,0,2,2,0,0,0.0,0,0.68097912865038,-0.362057707707448,0.6491463181235083,1.7960193116683145,0.9569851070240906,2.8184459142230662,0.8089557038900423,0.6871800104472622,0.7480678571686523,0.0,0.0,0.0,0.0,0.0,1.9270067835941764,0,0,0.0,0.0,-2.0,2.103918032213464,-1,0.0,0.0,1.9270067835941764,0
AREN,4.599999904632568,1,0.8019169329073482,0.1980830670926517,0.8172427493047278,0.7080200501253133,0.579861715963268,0.4330295312184057,0,60,0,106,0,106,166,0,0,0.02,0,0.7725929404845212,-0.6401716140190052,0.579861715963268,1.726734709508074,0.4330295312184057,2.2944903384173814,0.704911981866428,0.5876231702184018,0.6462675760424149,0.0,0.0,0.0,0.0,0.0,4.351547793818005,0,0,-62.07134018120673,0.0,-106.0,4.778841779523286,-22,0.0,-60.0,4.7747184754774405,-13
KNSL,431.4800109863281,1,0.8313856427378965,0.1686143572621035,0.7360574268360022,0.7848251333728512,1.3636186518912927,2.905380250832667,0,0,0,0,0,0,0,0,0,1.0,0,0.7821523111358026,-0.6781387063365575,1.043110682352828,2.189983675897634,2.905380250832667,4.766841058031643,0.5876704637350668,0.3467891728993716,0.4672298183172192,0.0,0.0,0.0,0.0,0.0,425.2165139432658,0,0,0.0,0.0,0.0,425.2165139432658,0,0.0,0.0,425.2165139432658,0
JBL,129.9499969482422,1,0.9584664536741214,0.0415335463258785,0.9872915011914216,0.9899749373433584,0.7216028954383057,2.4938324005008154,0,0,0,0,0,0,0,0,0,1.0,0,0.9783676394806805,-4.394560787553524,0.7216028954383057,1.8684758889831117,2.4938324005008154,4.355293207699791,0.06411087242166429,0.0015552463842437325,0.03283305940295401,0.0,0.0,0.0,0.0,0.0,127.9919493334913,0,0,0.0,0.0,0.0,127.9919493334913,0,0.0,0.0,127.9919493334913,0
