,price,direction,RSI,RSIRev,fair_value_mult,geomean,sharpe,weighted_sharpe,et,schwab,rollover,roth,simple,fid,Owned,inEt,inFid,in_self_managed,currentlyActive,status,status_scaled,sharpe_capped,sharpe_scaled,weighted_sharpe_capped,weighted_sharpe_scaled,sharpe_adj_status,w_sharpe_adj_status,mean_sharpe_adj_status,et_norm,fid_norm,schwab_norm,et_target,et_diff,et_bid_ask,et_nshares,up_down,exact_amt,fid_target,fid_diff,fid_bid_ask,fid_nshares,schwab_target,schwab_diff,schwab_bid_ask,schwab_nshares
APTV,96.97000122070312,0,0.2955271565495208,0.7044728434504792,0.528196981731533,0.2368421052631578,0.399052549293956,1.1974740924893594,0,0,0,0,0,0,0,0,0,1.0,1,0.3158147691602659,0.3699762670083026,0.399052549293956,1.5459255428387622,1.1974740924893594,3.058934899688335,1.1748847913440086,1.5123400825376856,1.343612436940847,0.0,0.0,0.003147519665425969,0.0,0.0,96.3390881921428,0,1,0.0,0.0,0.0,96.3390881921428,0,32.515766655649514,32.515766655649514,92.25198951005665,0
TASK,9.09000015258789,0,0.2591943957968476,0.7408056042031523,0.282051282051282,0.4772234273318872,-0.2445072421856297,-0.6852851969777293,18,0,0,0,0,0,18,1,1,1.0,1,0.3158221463490339,0.36995793928070875,-0.1468729935448061,1.0,-0.6852851969777293,1.1761756102212462,1.0,1.0618709469760161,1.030935473488008,0.01448634236417571,0.00030958920181199456,5.278781190498108e-05,1480.980790282539,1462.980790282539,8.293467856268844,176,1,0.0,43.640684572864544,43.640684572864544,8.293467856268844,5,0.5453297696655974,0.5453297696655974,8.293467856268844,0
ENSG,93.0,0,0.305111821086262,0.694888178913738,0.5039714058776807,0.244360902255639,0.7858426497718388,1.445102650810458,0,0,0,0,0,0,0,0,0,1.0,1,0.3207172379361212,0.35790511653137375,0.7858426497718388,1.9327156433166448,1.445102650810458,3.3065634580094336,1.265962897627506,1.534219987270338,1.400091442448922,0.0,0.0,0.004477930492802872,0.0,0.0,92.90010039730619,0,1,90.07741432898568,0.0,0.0,92.90010039730619,0,46.25970874894934,46.25970874894934,90.07741432898568,1
BCC,97.5999984741211,0,0.1577476038338658,0.8422523961661341,0.755758538522637,0.6900584795321637,0.5809275082339783,1.7382977188253603,0,0,0,0,0,0,0,0,0,1.0,1,0.3292518186029783,0.33738554823737316,0.5809275082339783,1.7278005017787845,1.7382977188253603,3.5997585260243357,1.2026158047072681,1.540559922587282,1.371587863647275,0.0,0.0,0.006162126493153792,0.0,0.0,97.11503821256262,0,1,93.01644016680963,0.0,0.0,97.11503821256262,0,63.65846395017455,63.65846395017455,93.01644016680963,1
RIVN,18.920000076293945,0,0.2365591397849462,0.7634408602150538,0.2922755741127348,0.6873239436619718,-0.5673728354974961,1.217000366759482,0,0,0,19,0,19,19,0,1,1.0,1,0.3295392624363594,0.33670488198929815,-0.1468729935448061,1.0,1.217000366759482,3.0784611739584573,1.0,1.4602403143674745,1.2301201571837372,0.0,0.014528870377733512,0.0029559409683041016,0.0,0.0,18.722715598241365,0,1,34.204542086813696,2048.0360608305245,2029.0360608305245,17.102271043406848,119,30.53664376716235,30.53664376716235,17.102271043406848,2
MCHP,79.54000091552734,1,0.4820287539936102,0.5179712460063898,0.8510722795869737,0.1758563074352548,0.662060774266685,1.4954249318141528,0,0,0,0,0,0,0,0,0,1.0,1,0.33572014769761216,0.32222466498259295,0.662060774266685,1.808933767811491,1.4954249318141528,3.356885739013128,1.2104530032231455,1.477303516324042,1.3438782597735939,0.0,0.0,0.0045658292289304,0.0,0.0,78.85085938075524,0,1,75.93786037311338,0.0,0.0,78.85085938075524,0,47.16775543238838,47.16775543238838,75.93786037311338,1
CSCO,53.45000076293945,0,0.1960862619808306,0.8039137380191693,0.7394757744241461,0.4133249791144528,0.5626517802259008,2.1027849451446805,0,0,0,0,0,0,0,0,0,1.0,1,0.338161169495138,0.3165856609245706,0.5626517802259008,1.7095247737707069,2.1027849451446805,3.964245752343656,1.1850181770038266,1.5465681398881042,1.3657931584459653,0.0,0.0,0.00902486492137601,0.0,0.0,53.149295711204026,0,1,103.96910978217075,0.0,0.0,53.149295711204026,0,93.23226955676701,93.23226955676701,51.984554891085374,2
ABBV,148.24000549316406,0,0.2244408945686901,0.7755591054313099,0.8109610802223988,0.3272765246449457,0.7076546521692821,0.915096310027907,0,0,0,0,0,0,0,0,0,1.0,1,0.3430868771410702,0.3053378364941899,0.7076546521692821,1.8545276457140882,0.915096310027907,2.776557117226883,1.2075407044305715,1.3659013974117864,1.2867210509211788,0.0,0.0,0.0020460882106322197,0.0,0.0,147.8124824972845,0,1,0.0,0.0,0.0,147.8124824972845,0,21.137318868757205,21.137318868757205,144.5337294423893,0
LRCX,628.1099853515625,0,0.255591054313099,0.744408945686901,0.6675933280381255,0.327485380116959,0.8536377275240112,2.250855544415192,0,0,0,1256,0,1256,1256,1,1,1.0,1,0.35444279067595863,0.2800324920754952,0.8536377275240112,2.0005107210688173,2.250855544415192,4.112316351614168,1.2143090506824508,1.4858130812276136,1.3500610659550323,0.01904176993306264,0.017478981565989527,0.010330301065670107,1946.6953613897995,1946.6953613897995,593.9334288541174,3,1,0.0,2463.8931742828945,1207.8931742828945,593.9334288541174,2,106.71820818901159,106.71820818901159,593.9334288541174,0
TDG,850.0800170898438,0,0.2835463258785942,0.7164536741214058,0.7970611596505163,0.2752715121136174,0.8419916463843913,2.3992004037489085,0,0,0,0,0,0,0,0,0,1.0,1,0.3565424071697075,0.27544337211367553,0.8419916463843913,1.9888646399291974,2.3992004037489085,4.260661210947884,1.2085060544834083,1.4906828952387274,1.349594474861068,0.0,0.0,0.011899392791013172,0.0,0.0,846.3750232759662,0,1,0.0,0.0,0.0,846.3750232759662,0,122.92786716684066,122.92786716684066,815.7404692069479,0
FICO,873.52001953125,0,0.3099041533546325,0.6900958466453675,0.3034154090548054,0.565998329156224,0.9739423871803764,3.1514984376725685,0,0,0,0,0,0,0,0,0,1.0,1,0.36190774703769224,0.26383521702333584,0.9739423871803764,2.1208153807251824,3.0338711192308963,4.895331926429872,1.2193909123715314,1.5205083930583412,1.3699496527149364,0.0,0.0,0.02104973745068971,0.0,0.0,869.0988647587176,0,1,0.0,0.0,0.0,869.0988647587176,0,217.4564177080951,217.4564177080951,838.1161474103649,0
TRGP,81.29000091552734,0,0.2156549520766773,0.7843450479233227,0.7140587768069897,0.4536340852130325,0.3967701424644453,1.958298774005828,0,0,0,0,0,0,0,0,0,1.0,1,0.3639936569262588,0.2593668257574456,0.3967701424644453,1.5436431360092513,1.958298774005828,3.8197595812048037,1.1191874010193996,1.4156661158662383,1.267426758442819,0.0,0.0,0.007219057266623895,0.0,0.0,80.3062892094664,0,1,76.94770670080602,0.0,0.0,80.3062892094664,0,74.57719299858479,74.57719299858479,76.94770670080602,1
CHTR,431.1600036621094,0,0.3426517571884984,0.6573482428115016,0.2815726767275615,0.7514619883040936,0.5485830032186204,0.7097426550115087,0,0,0,0,0,0,0,0,0,1.0,1,0.38458406679472434,0.2164692753904041,0.5485830032186204,1.6954559967634264,0.7097426550115087,2.5712034622104842,1.1210719527868689,1.2268230833872424,1.1739475180870556,0.0,0.0,0.001372802173847193,0.0,0.0,428.8184805948535,0,1,0.0,0.0,0.0,428.8184805948535,0,14.18187013714581,14.18187013714581,411.0919177231262,0
TYL,388.239990234375,1,0.4456869009584664,0.5543130990415335,0.4904686258935663,0.2844611528822055,0.6551889516282734,1.5422238738514524,0,0,0,2329,0,2329,2329,0,1,1.0,1,0.38471341267408965,0.2162061845676284,0.6551889516282734,1.8020619451730795,1.5422238738514524,3.4036846810504278,1.1357924941583677,1.3031989844540959,1.2194957393062318,0.0,0.017478981565989527,0.004379162557590546,0.0,0.0,384.31782684561074,0,1,0.0,2463.8931742828945,134.8931742828945,371.820456693424,0,45.239376717444884,45.239376717444884,371.820456693424,0
ROKU,71.83000183105469,0,0.3608521970705726,0.6391478029294274,0.3970976253298153,0.4109195402298851,0.6187333844283913,0.893357413589559,72,0,144,0,0,144,216,1,1,1.0,1,0.3884472387872693,0.20864281921498998,0.6187333844283913,1.7656063779731974,0.893357413589559,2.7548182207885343,1.1259332306734742,1.2354416348590793,1.1806874327662769,0.01904176993306264,0.01049014644632076,0.0018193666402545874,1946.6953613897995,1874.6953613897995,66.31933410593018,28,1,0.0,1478.7246115420023,1334.7246115420023,66.31933410593018,20,18.795149013814036,18.795149013814036,66.31933410593018,0
AZO,2549.0400390625,1,0.4432907348242811,0.5567092651757188,0.4968228752978554,0.2944862155388471,0.8431863411842266,1.2763706521626932,0,0,0,0,0,0,0,0,0,1.0,1,0.39142056715000867,0.20266204873605542,0.8431863411842266,1.9900593347290327,1.2763706521626932,3.137831459361669,1.149658358030479,1.2608051520201,1.2052317550252896,0.0,0.0,0.003126097481692715,0.0,0.0,2544.581126836567,0,1,0.0,0.0,0.0,2544.581126836567,0,32.294462644374754,32.294462644374754,2478.5388117549746,0
UVE,13.5600004196167,1,0.520367412140575,0.479632587859425,0.9225575853852264,0.2167919799498746,0.4447937964199315,0.3007903294666844,0,0,0,0,0,0,0,0,0,1.0,1,0.39378455448819394,0.19793265394959306,0.4447937964199315,1.5916667899647376,0.3007903294666844,2.16225113666566,1.0963598750794383,1.1649005758249504,1.1306302254521943,0.0,0.0,0.0006612392537747207,0.0,0.0,13.480353299909595,0,1,12.964844318491721,0.0,0.0,13.480353299909595,0,6.830998235045129,6.830998235045129,12.964844318491721,1
TJX,88.55999755859375,0,0.2436102236421725,0.7563897763578274,0.6719618745035743,0.4970760233918128,0.619121472185688,2.2482215837252557,0,0,0,0,0,0,0,0,0,1.0,1,0.39448445470393795,0.1965366973129921,0.619121472185688,1.7659944657304942,2.2482215837252557,4.109682390924231,1.1182591716245351,1.3201882044279496,1.2192236880262424,0.0,0.0,0.009305290362789964,0.0,0.0,88.04914476539797,0,1,85.5688152816587,0.0,0.0,88.04914476539797,0,96.12923262183799,96.12923262183799,85.5688152816587,1
ORCL,109.95999908447266,0,0.3158945686900958,0.6841054313099042,0.7787926926131851,0.3178780284043442,0.6434106772995098,1.7072139741520589,0,0,0,0,0,0,0,0,0,1.0,1,0.3949700504438893,0.1955693011852725,0.6434106772995098,1.790283670844316,1.7072139741520589,3.568674781351034,1.1206338832193492,1.282488272255633,1.201561077737491,0.0,0.0,0.005214194636333643,0.0,0.0,109.27963187656434,0,1,106.34959705063848,0.0,0.0,109.27963187656434,0,53.86575911010833,53.86575911010833,106.34959705063848,1
NOW,560.719970703125,0,0.3274760383386581,0.6725239616613419,0.3963463065925338,0.5079365079365079,0.7839872570484684,1.7741708987015172,0,0,0,2804,0,2804,2804,0,1,1.0,1,0.3975903570556811,0.19036487821448295,0.7839872570484684,1.9308602505932746,1.7741708987015172,3.635631705900493,1.1334357957614625,1.2785411811960528,1.2059884884787575,0.0,0.017478981565989527,0.0056373654635490725,0.0,0.0,556.8692468244878,0,1,0.0,2463.8931742828945,-340.1068257171055,576.4931895046788,-1,58.23736765774004,58.23736765774004,528.1801282503541,0
GIL,28.25,1,0.4157348242811501,0.5842651757188498,0.8014297061159651,0.2573099415204678,0.260318767969891,0.9594222407704092,0,0,0,0,0,0,0,0,0,1.0,1,0.3979036763884361,0.18974431673711012,0.260318767969891,1.4071917615146972,0.9594222407704092,2.8208830479693847,1.0669625902127957,1.217469273940124,1.1422159320764598,0.0,0.0,0.0019350938681958229,0.0,0.0,27.992541312651436,0,1,27.008886023940292,0.0,0.0,27.992541312651436,0,19.990680714783764,19.990680714783764,27.008886023940292,1
NXPI,199.0200042724609,0,0.3278753993610224,0.6721246006389776,0.6358220810166799,0.4122807017543859,0.6270305339114459,1.172790818653318,0,0,0,0,0,0,0,0,0,1.0,1,0.4256382922168182,0.13611663907609406,0.6270305339114459,1.773903527456252,1.172790818653318,3.034251625852294,1.0811439306370083,1.1630951445948836,1.122119537615946,0.0,0.0,0.0025448312943806895,0.0,0.0,196.412604745813,0,1,0.0,0.0,0.0,196.412604745813,0,26.289634169729148,26.289634169729148,187.56374332143758,0
MSFT,327.260009765625,1,0.4708466453674121,0.5291533546325878,0.8482922954725973,0.2715121136173767,1.037661290733113,2.227681067991879,0,0,0,2618,0,2618,2618,0,1,1.0,1,0.4294456798651387,0.12892894236850594,1.037661290733113,2.184534284277919,2.227681067991879,4.089141875190855,1.105995040579548,1.1991046577746813,1.1525498491771147,0.0,0.017478981565989527,0.008621879191356896,0.0,0.0,323.4096445323301,0,1,0.0,2463.8931742828945,-154.1068257171055,332.30124698965494,0,89.06918517423154,89.06918517423154,313.14019874675404,0
ADSK,210.0399932861328,0,0.4580670926517572,0.5419329073482428,0.5047656870532169,0.3755221386800334,0.6277445641194244,1.6234633829902998,0,0,0,0,0,0,0,0,0,1.0,1,0.4394212163808614,0.11025836657909141,0.6277445641194244,1.7746175576642305,1.6234633829902998,3.4849241901892754,1.0652851805657735,1.1475757212416033,1.1064304509036884,0.0,0.0,0.004366273734073321,0.0,0.0,207.31822668092855,0,1,0.0,0.0,0.0,207.31822668092855,0,45.10622743721784,45.10622743721784,199.59112799670618,0
MDB,353.6199951171875,0,0.4203093476798924,0.5796906523201075,0.4570286475682878,0.4793028322440087,0.9345034919405816,2.0047144406058326,0,0,0,0,0,0,0,1,1,1.0,1,0.45088303524437046,0.08905600795708585,0.9345034919405816,2.0813764854853876,2.0047144406058326,3.866175247804808,1.0674585926041202,1.1279788307735195,1.0977187116888198,0.01904176993306264,0.017478981565989527,0.006561916667363896,1946.6953613897995,1946.6953613897995,315.96246368691897,6,1,0.0,2463.8931742828945,2463.8931742828945,315.96246368691897,8,67.78853632386945,67.78853632386945,315.96246368691897,0
ACN,312.19000244140625,0,0.3055111821086262,0.6944888178913737,0.7970611596505163,0.5125313283208021,0.7969948869257933,2.235022610279742,0,0,0,624,0,624,624,0,1,1.0,1,0.4630407275207291,0.06680066175790274,0.7969948869257933,1.9438678804705996,2.235022610279742,4.0964834174787175,1.0454015255112112,1.098776781084853,1.0720891532980321,0.0,0.017478981565989527,0.008077727647822655,0.0,0.0,307.4721091047736,0,1,0.0,2463.8931742828945,1839.8931742828945,297.6070482761143,6,83.44777323859671,83.44777323859671,297.6070482761143,0
MDXG,7.449999809265137,0,0.3618210862619808,0.6381789137380192,0.3812549642573471,0.9523809523809524,0.466963725286261,0.9205160926816518,0,0,0,0,0,0,0,0,0,1.0,1,0.46607635472731834,0.06127425345749956,0.466963725286261,1.6138367188310672,0.9205160926816518,2.781976899880627,1.0297610036283114,1.0647004317495903,1.0472307176889508,0.0,0.0,0.001678301373546533,0.0,0.0,7.373035823022234,0,1,20.500689490533734,0.0,0.0,7.373035823022234,0,17.33786016955981,17.33786016955981,6.833563163511244,3
DOCS,21.90999984741211,1,0.5640569395017794,0.4359430604982206,0.6927083333333334,0.3185840707964602,-0.1335600960206069,-1.3875987817939437,4448,0,0,1380,0,1380,5828,1,1,1.0,1,0.47204185958899886,0.05044299570836409,-0.1335600960206069,1.0133128975241992,-0.8614608071989756,1.0,1.0006673341945975,1.0,1.0003336670972987,0.014383391049629574,0.00016187763460529499,2.6764453806855985e-05,1470.455778837675,-2977.544221162325,22.749012563420127,-131,1,0.0,22.818789382393117,-1357.181210617607,22.721292589648506,-60,0.2764928664971064,0.2764928664971064,19.780417840647942,0
LSPD,14.260000228881836,0,0.4176548089591568,0.5823451910408433,0.5135834411384217,0.5331278890600925,0.0199788858691159,0.4943052909135126,29,0,14,0,0,14,43,1,1,1.0,1,0.4825363977995622,0.031463275994248856,0.0199788858691159,1.166851879413922,0.4943052909135126,2.355766098112488,1.0048668848991977,1.0273265145748207,1.0160966997370093,0.01904176993306264,0.005006501279109155,0.0008372925179308109,1946.6953613897995,1917.6953613897995,12.880928584473,149,1,12.880928584473,705.7324411073196,691.7324411073196,12.880928584473,54,8.649734085736034,8.649734085736034,12.880928584473,1
ADBE,526.6799926757812,0,0.3710063897763578,0.6289936102236422,0.4169976171564734,0.9235588972431078,0.8876464067031015,2.223453831837804,0,0,0,0,0,0,0,0,1,1.0,1,0.4857328457115853,0.025696571377637496,0.8876464067031015,2.0345194002479077,2.223453831837804,4.084914639036779,1.018418808865758,1.0368246343089438,1.0276217215873509,0.0,0.017478981565989527,0.007655590903853092,0.0,0.0,510.477110509073,0,1,0.0,2463.8931742828945,2463.8931742828945,487.8535069334009,5,79.08684739134473,79.08684739134473,487.8535069334009,0
SPSC,173.61000061035156,1,0.4796325878594249,0.520367412140575,0.5369340746624305,0.4494569757727652,0.6539988278234732,1.0411251773608314,0,0,0,0,0,0,0,0,0,1.0,1,0.48604544692909235,0.025132879586474182,0.6539988278234732,1.8008718213682793,1.0411251773608314,2.902585984559807,1.014894779410024,1.0271434996668907,1.0210191395384574,0.0,0.0,0.0019390444204508868,0.0,0.0,171.7397555558837,0,1,0.0,0.0,0.0,171.7397555558837,0,20.031492289909927,20.031492289909927,162.60611714010122,0
FMO,12.119999885559082,1,0.6986821086261981,0.3013178913738019,0.9586973788721208,0.2706766917293233,0.5304442982027061,1.790883262919832,0,0,0,0,0,0,0,0,0,1.0,1,0.4863188346132763,0.024639935137009458,0.5304442982027061,1.6773172917475123,1.790883262919832,3.6523440701188075,1.0128252142522132,1.0324326486439468,1.02262893144808,0.0,0.0,0.004868759351519216,0.0,0.0,12.10383460913586,0,1,47.251360045238556,0.0,0.0,12.10383460913586,0,50.297205356804405,50.297205356804405,11.812840011309639,4
SAIA,403.989990234375,0,0.4065495207667731,0.5934504792332269,0.4440031771247021,0.7923976608187134,0.8296226922800631,2.1542147446089426,0,0,0,0,0,0,0,0,0,1.0,1,0.5021799878699379,-0.003924034111164338,0.8296226922800631,1.9764956858248692,2.1542147446089426,4.015675551807918,0.9973300265435168,0.9945596385027244,0.9959448325231206,0.0,0.0,0.00692920241667215,0.0,0.0,398.71439384538166,0,1,0.0,0.0,0.0,398.71439384538166,0,71.5828184856733,71.5828184856733,372.13702446048524,0
CPRT,44.83000183105469,1,0.5243610223642172,0.4756389776357828,0.664416203335981,0.4068504594820384,1.046037488832199,3.5750548978949035,0,0,0,0,0,0,0,0,0,1.0,1,0.5110672243274993,-0.01992832699868735,1.043110682352828,2.189983675897634,3.0338711192308963,4.895331926429872,0.9844996880588981,0.9688438702217756,0.9766717791403369,0.0,0.0,0.01500689057124059,0.0,0.0,44.31177879737928,0,1,171.7393954804498,0.0,0.0,44.31177879737928,0,155.03018373525802,155.03018373525802,42.93484887011245,4
FANG,151.22999572753906,0,0.3965654952076677,0.6034345047923323,0.664813343923749,0.5672514619883041,0.5080074952960837,1.2360266238967752,0,0,0,0,0,0,0,0,0,1.0,1,0.5182493063186504,-0.032881610336537644,0.5080074952960837,1.65488048884089,1.2360266238967752,3.0974874310957508,0.9835730051922013,0.9635068691200277,0.9735399371561144,0.0,0.0,0.002397758739584595,0.0,0.0,145.86663076696664,0,1,0.0,0.0,0.0,145.86663076696664,0,24.770286435152613,24.770286435152613,136.1175404816192,0
CF,80.91000366210938,0,0.3358626198083067,0.6641373801916932,0.7351072279586974,0.7322472848788638,0.4241255526829359,1.3589833170209051,0,0,0,0,0,0,0,0,0,1.0,1,0.5260008831397316,-0.04689674130679597,0.4241255526829359,1.570998546227742,1.3589833170209051,3.2204441242198807,0.9790390062820615,0.9466303092272131,0.9628346577546374,0.0,0.0,0.0027709474366838225,0.0,0.0,79.23351882926441,0,1,0.0,0.0,0.0,79.23351882926441,0,28.625549589405892,28.625549589405892,73.99152017016638,0
AVGO,845.260009765625,0,0.3646166134185303,0.6353833865814696,0.829626687847498,0.576858813700919,1.0900950053788203,1.3486513361693953,0,0,0,0,0,0,0,0,0,1.0,1,0.5280300680043342,-0.05057338284106979,1.043110682352828,2.189983675897634,1.3486513361693953,3.210112143368371,0.9611313720067328,0.942721821115606,0.9519265965611694,0.0,0.0,0.002704567210138908,0.0,0.0,832.1004018242969,0,1,0.0,0.0,0.0,832.1004018242969,0,27.939802021061002,27.939802021061002,797.6173376822416,0
MOH,333.1300048828125,0,0.5854632587859425,0.4145367412140575,0.494440031771247,0.5309106098579783,0.7869822929841617,1.893658336404317,0,0,0,0,0,0,0,0,0,1.0,1,0.5343692660584132,-0.062084847513656616,0.7869822929841617,1.9338552865289678,1.893658336404317,3.7551191436032925,0.9598810355636936,0.9211377351766781,0.9405093853701858,0.0,0.0,0.005003472499074447,0.0,0.0,328.8880263091151,0,1,0.0,0.0,0.0,328.8880263091151,0,51.68887299893847,51.68887299893847,312.0271687451698,0
STE,224.22999572753903,0,0.375,0.625,0.8014297061159651,0.6345029239766082,0.8277152243578052,3.143326303421984,0,0,0,0,0,0,0,0,0,1.0,1,0.5464009514020232,-0.08406540590726365,0.8277152243578052,1.9745882179026113,3.0338711192308963,4.895331926429872,0.944410147018844,0.8750103378578441,0.9097102424383441,0.0,0.0,0.013978004024878605,0.0,0.0,220.8186001224334,0,1,213.26995328415526,0.0,0.0,220.8186001224334,0,144.4011683794109,144.4011683794109,213.26995328415526,1
TEAM,199.2100067138672,0,0.4585889570552147,0.5414110429447853,0.5215845606907059,0.7264355362946913,0.812266129511973,1.1309089062046938,199,0,0,398,0,398,597,1,1,1.0,1,0.5480031277496633,-0.08700794044881098,0.812266129511973,1.959139123056779,1.1309089062046938,2.9923697134036695,0.9431657071762489,0.9090397901913108,0.9261027486837798,0.01904176993306264,0.012233370543140078,0.0019867063252819533,1946.6953613897995,1747.6953613897995,177.58734745826575,10,1,0.0,1724.4550585467632,1326.4550585467632,177.58734745826575,7,20.523868363957742,20.523868363957742,177.58734745826575,0
CDW,205.6300048828125,0,0.4141373801916932,0.5858626198083068,0.7454328832406671,0.5868838763575606,0.944938322767532,2.2017302758686967,0,0,0,0,0,0,0,0,0,1.0,1,0.5494430369204052,-0.0896559555004325,0.944938322767532,2.091811316312338,2.2017302758686967,4.0631910830676725,0.9359728436284083,0.8818839227164814,0.9089283831724448,0.0,0.0,0.006628452549652438,0.0,0.0,201.69225423860897,0,1,0.0,0.0,0.0,201.69225423860897,0,68.47589190943947,68.47589190943947,194.53540215903942,0
HZNP,116.3000030517578,1,0.992611821086262,0.0073881789137379,0.4164019062748212,0.5119047619047619,0.8844914256022692,1.5030766521982493,0,0,0,0,0,0,0,0,0,1.0,1,0.5594449899329365,-0.10814993056899651,0.8844914256022692,2.031364419147075,1.5030766521982493,3.3645374593972246,0.9262170393974455,0.8770271905494036,0.9016221149734245,0.0,0.0,0.0030912884170822496,0.0,0.0,114.74862369399781,0,1,0.0,0.0,0.0,114.74862369399781,0,31.934864121509882,31.934864121509882,109.51873099655728,0
NVEE,103.81999969482422,1,0.8214856230031949,0.178514376996805,0.8008744038155803,0.3454469507101086,0.7830086710846693,1.5633772051993409,0,0,0,0,0,0,0,0,0,1.0,1,0.5596239724200811,-0.10848259853551201,0.7830086710846693,1.9298816646294754,1.5633772051993409,3.4248380123983164,0.9311612397640112,0.8749855073099032,0.9030733735369572,0.0,0.0,0.0033242729629435596,0.0,0.0,103.19015208046999,0,1,0.0,0.0,0.0,103.19015208046999,0,34.34173427098473,34.34173427098473,97.9865794648486,0
FAST,56.119998931884766,1,0.6317891373801917,0.3682108626198083,0.8899920571882446,0.3851294903926482,0.5151957098782189,2.143552034924647,0,0,0,0,0,0,0,0,0,1.0,1,0.5657237707519227,-0.11986007577446244,0.5151957098782189,1.662068703423025,2.143552034924647,4.005012842123622,0.940920644786683,0.8467824516799147,0.8938515482332989,0.0,0.0,0.006153108143531613,0.0,0.0,55.659792435968214,0,1,53.25320236647435,0.0,0.0,55.659792435968214,0,63.56529898756767,63.56529898756767,53.25320236647435,1
AMD,107.23999786376952,1,0.6289936102236422,0.3710063897763578,0.7267672756155679,0.4490392648287385,0.8575841288763906,1.1365280986464308,0,0,0,1180,0,1180,1180,1,1,1.0,1,0.5777258605388019,-0.14249859348218435,0.8575841288763906,2.0044571224211967,1.1365280986464308,2.997988905845406,0.9056614558503144,0.8551698730458641,0.8804156644480893,0.01904176993306264,0.011835404279982566,0.001902923572220616,1946.6953613897995,1946.6953613897995,98.0160499717151,20,1,0.0,1668.3564606000382,488.3564606000382,98.0160499717151,5,19.658342255182294,19.658342255182294,98.0160499717151,0
ODFL,413.4200134277344,0,0.4784345047923323,0.5215654952076677,0.6119936457505957,0.7715121136173768,1.0336084313673064,1.9365995458718068,0,0,0,413,0,413,413,1,1,1.0,1,0.5975726512228555,-0.18082511072696283,1.0336084313673064,2.1804814249121125,1.9365995458718068,3.7980603530707824,0.8685228050892324,0.7855985301203758,0.8270606676048041,0.01904176993306264,0.017478981565989527,0.0046046679020141324,1946.6953613897995,1946.6953613897995,392.13252593549885,5,1,0.0,2463.8931742828945,2050.8931742828945,392.13252593549885,5,47.56898222854719,47.56898222854719,392.13252593549885,0
RBLX,30.459999084472656,1,0.89937106918239,0.10062893081761,0.8507692307692307,0.3726235741444867,0.0340894601890066,-0.2748956019381907,944,0,0,91,0,91,1035,1,1,1.0,1,0.6035041317268324,-0.19253554186529545,0.0340894601890066,1.1809624537338128,-0.2748956019381907,1.5865652052607848,0.9684829628741785,0.9149655125415133,0.9417242377078459,0.01904176993306264,0.000992706383259112,0.00015965000998725324,1946.6953613897995,1002.6953613897995,26.007672066918417,39,1,0.0,139.93506844463084,48.93506844463084,26.007672066918417,2,1.649280393174318,1.649280393174318,26.007672066918417,0
LPLA,239.7700042724609,0,0.4876198083067092,0.5123801916932907,0.7192216044479746,0.6608187134502924,0.7138535849675388,1.7940464138323606,0,0,0,0,0,0,0,0,0,1.0,1,0.6055169331219862,-0.19653946343892137,0.7138535849675388,1.8607265785123448,1.7940464138323606,3.6555072210313364,0.8851089538573175,0.7751014898874258,0.8301052218723717,0.0,0.0,0.003965858637565796,0.0,0.0,233.6705313254868,0,1,0.0,0.0,0.0,233.6705313254868,0,40.96969924123721,40.96969924123721,219.87514612453145,0
KKR,62.02999877929688,0,0.4500798722044728,0.5499201277955272,0.7863383637807784,0.7042606516290727,0.5883095684911169,2.300686268521336,0,0,0,0,0,0,0,0,0,1.0,1,0.610565983688738,-0.20665388017837266,0.5883095684911169,1.7351825620359231,2.300686268521336,4.162147075720312,0.8923564990812772,0.7447588138193375,0.8185576564503074,0.0,0.0,0.006572528300852355,0.0,0.0,60.53115172354093,0,1,56.644979085052086,0.0,0.0,60.53115172354093,0,67.89816086478534,67.89816086478534,56.644979085052086,1
VEEV,209.6000061035156,1,0.6519823788546255,0.3480176211453745,0.6140979689366786,0.5940511101801424,0.627280717089375,1.4269046871862816,210,0,0,210,0,210,420,1,1,1.0,1,0.6191253652962674,-0.224046086402873,0.627280717089375,1.7741537106341811,1.4269046871862816,3.288365494385257,0.8794567494099871,0.7659009986392668,0.8226788740246269,0.01904176993306264,0.016635350002082574,0.002573737047189621,1946.6953613897995,1736.6953613897995,196.64567114256715,9,1,0.0,2344.972169413566,2134.972169413566,196.64567114256715,11,26.588247939697098,26.588247939697098,196.64567114256715,0
NVDA,457.6199951171875,1,0.5299520766773163,0.4700479233226837,0.6949960285941224,0.7038429406850459,1.2750074998330152,1.8091634739976523,0,0,0,2288,0,2288,2288,0,1,1.0,1,0.6320324498364066,-0.2509203049016197,1.043110682352828,2.189983675897634,1.8091634739976523,3.670624281196628,0.8214411806220181,0.7215979384442636,0.7715195595331408,0.0,0.017478981565989527,0.0037473147514246897,0.0,0.0,441.49307617458453,0,1,0.0,2463.8931742828945,175.8931742828945,417.9321911335339,0,38.71200977106789,38.71200977106789,417.9321911335339,0
