stock,yestDir,direction,RSI,RSIRev,fair_value_mult,drop,climb,geomean,score,sharpe,wSharpe,status,statusScaled,nUpDown,buy_pt_up_p30,buy_pt_up_p40,buy_pt_up_p50,buy_pt_up_p61,buy_pt_up_p73,buy_pt_up_p84,buy_pt_up_p95,sell_pt_up_p30,sell_pt_up_p40,sell_pt_up_p50,sell_pt_up_p61,sell_pt_up_p73,sell_pt_up_p84,sell_pt_up_p95,buy_pt_down_p30,buy_pt_down_p40,buy_pt_down_p50,buy_pt_down_p61,buy_pt_down_p73,buy_pt_down_p84,buy_pt_down_p95,sell_pt_down_p30,sell_pt_down_p40,sell_pt_down_p50,sell_pt_down_p61,sell_pt_down_p73,sell_pt_down_p84,sell_pt_down_p95,price,LoHiAdj,statusAdj,statusAdj2,statusAdj3,sharpeMin,sharpeMax,adjSharpe,sharpeFinal,ssMin,ssMax,adjSS,ssFinal,inEt,inFid,in_self_managed,currentlyActive,portionET,portionFid,portion_self_managed,cappedET,cappeDFid,cappedSlf,portionNormET,portionNormFid,portionNormSelfManaged,upDownCopy,ET$,ETTarget,ETDiff,etUD,buyUpET,buyDownET,sellUpET,sellDownET,bsET,nSharesET,PctTargET,fidRoll,fidRoth,fidSI,fid (ALL),FidTarget,FidDiff,FidUD,buyUpFid,buyDownFid,sellUpFid,sellDownFId,bsFid,nSharesFid,pctTargFid,TotalIn,TotalTarget,TD,TDTarget,TDDiff,tdUD,buyUpTD,buyDownTD,sellUpTD,sellDownTD,bsTD,nShrs,DMIRA,DMTarget,DMDiff,DMAmtIO,DMfBS,DMdiAmt,DMBSPt,DMNShares,statCopy,Owned,rsiWt,rsiWtRenorm,rsiDollarsTarget,rsiDollarsIn,ddiff,Adel,AdelRaw,AdelNorm,AdelCap,AdelRenrom,AdelIn,AdelDiff,pricecopy
SAND,0,0,0.017578905,0.982421095,0.066348828,0.330965316,0.128290848,0.20605781,0.230384286,0.142096265,-0.133232976,0.039056791,3.154372604,0,4.7,4.72,4.73,4.74,4.75,4.81,4.83,4.93,4.9,4.88,4.87,4.83,4.81,4.78,4.68,4.72,4.74,4.75,4.78,4.81,4.86,4.91,4.89,4.87,4.86,4.81,4.79,4.76,4.81,1.241,1.497,8.694,15.891,0.006,1.09,0.142,1.136,-1.536,1.669,-0.133,2.403,0,0.18,1,1,0,9,290,0,9,290,0,0.001186931,0.013499871,3,0,0,0,0,4.75,4.78,4.93,4.91,4.91,0,#DIV/0!,0,10,0,10,162,152,1,4.81,4.81,4.9,4.89,4.81,32,0.06,106,256,96,94,-2,0,4.83,4.86,4.88,4.87,4.87,0,0,59,59,59,0.013,59,4.87,12,0,202,0.009463472,0.009463472,1009,1082,-73,0,2.86,0.004,0.004,0.006,662,662,4.81
SBSW,0,0,0.000799041,0.999200959,0.61223679,0.345173422,0.128708734,0.21077674,0.406107675,0.43540729,0.405388899,0.00238497,5,1,8.37,8.44,8.48,8.55,8.6,8.68,8.73,8.88,8.86,8.8,8.71,8.6,8.58,8.56,8.3,8.35,8.4,8.46,8.51,8.62,8.75,8.77,8.72,8.66,8.6,8.54,8.48,8.38,8.6,1.25,5.975,113.157,220.338,0.006,1.09,0.435,1.43,-1.536,1.669,0.405,2.942,1,1,1,1,920.8,447.5,8475.2,155.6,395.2,2349.6,0.162440396,0.052191992,0.109377136,5,0,15931,15931,1,8.68,8.62,8.88,8.77,8.62,1848,0,0,3225,0,3225,7106,3881,1,8.73,8.75,8.86,8.72,8.75,444,0.45,3225,23800,0,763,763,1,8.73,8.75,8.8,8.66,8.75,87,0,478,478,478,0.109,478,8.75,55,1,3225,0.009625109,0.009625109,1027,1144,-117,28156,220.34,0.294,0.2,0.328,34709,6553,8.6
SBUX,0,0,0.246504195,0.753495805,0.851807708,0.57292102,0.6945257,0.630799788,0.763011635,0.728211851,0.360285522,0.440141553,0.108918505,0,103.23,103.65,103.77,103.98,104.09,104.43,105.32,106.17,105.75,105.57,105.42,105.18,104.75,104.08,103.61,103.69,103.8,104.05,104.29,104.53,104.84,105.95,105.76,105.44,105.13,104.73,104.55,104.23,104.77,1.121,1.061,1.092,1.123,0.006,1.09,0.728,1.723,-1.536,1.669,0.36,2.897,0,1,1,1,0,74.7,76.9,0,74.7,76.9,0,0.009865282,0.003578957,0,0,0,0,0,103.65,103.69,106.17,105.95,105.95,0,#DIV/0!,0,419,0,419,1343,924,1,103.77,103.8,105.75,105.76,103.8,9,0.31,419,1368,0,25,25,1,103.98,104.05,105.57,105.44,104.05,0,0,16,16,16,0.004,16,104.05,0,0,419,0.007258279,0.007258279,774,419,355,0,1.12,0.001,0.001,0.002,260,260,104.77
SE,0,0,0.373965388,0.626034612,0.306031273,0.473338802,0.561936013,0.515738422,0.534141345,0.707337449,0.444542519,0.380679182,0.224447045,0,60.87,61.47,62.13,62.48,62.65,63.19,64.13,65.86,65.47,65.07,64.5,63.92,63.13,62.44,60.81,61.29,61.39,61.82,62.21,62.47,62.69,65.33,64.85,64.7,64.36,63.89,63.72,63.29,63.3,1.054,1.127,1.202,1.278,0.006,1.09,0.707,1.702,-1.536,1.669,0.445,2.981,1,1,1,1,10.7,89,94.9,10.7,89,94.9,0.011182637,0.011749367,0.004419543,0,1772,1097,-675,0,61.47,61.29,65.86,65.33,65.33,-10,1.62,1519,886,0,2405,1600,-805,0,62.13,61.39,65.47,64.85,64.85,-12,1.5,4240,2727,63,31,-32,0,62.48,61.82,65.07,64.7,64.7,0,0,19,19,19,0.004,19,64.7,0,0,4303,0.00603047,0.00603047,643,696,-53,0,1.28,0.002,0.002,0.003,296,296,63.3
SHOP,0,0,0.198453608,0.801546392,0.08141321,0.246448087,0.70273224,0.416157442,0.344589907,0.966231844,0.755478111,0.152091898,1.030944513,0,40.68,40.77,41.08,41.22,41.69,42.14,43.53,43.9,43.63,43.32,42.91,42.35,42.09,41.55,40.33,40.88,41.02,41.18,41.46,42.04,42.4,43.56,43.14,42.75,42.34,42.11,41.89,41.34,42.03,1.146,2.002,2.709,3.416,0.006,1.09,0.966,1.961,-1.536,1.669,0.755,3.292,1,1,1,1,50.5,235.1,318.1,50.5,235.1,318.1,0.052669234,0.031044621,0.014807936,1,4791,5165,374,1,41.08,41.02,43.9,43.56,41.02,9,0.93,0,42,0,42,4227,4185,1,41.22,41.18,43.63,43.14,41.18,102,0.01,5044,9495,211,103,-108,0,41.69,41.46,43.32,42.75,42.75,-3,0,65,65,65,0.015,65,42.75,2,0,5255,0.007721141,0.007721141,824,210,614,1093,3.42,0.005,0.005,0.007,791,-302,42.03
SNOW,0,0,0.395659432,0.604340568,0.288743883,0.619631902,0.36809816,0.477582833,0.506585263,0.034904152,-0.07475175,0.371076763,0.244370287,0,144.51,145.42,146.66,147.87,149.15,150.1,151.52,156.92,154.96,153.93,152.26,150.38,149.85,148.4,146.27,146.85,147.15,147.9,148.87,149.98,150.99,156.64,155.11,154.65,152.99,152.3,151.48,149.95,150.66,1.042,1.007,1.127,1.246,0.006,1.09,0.035,1.029,-1.536,1.669,-0.075,2.462,1,1,1,1,1.4,37,41.4,1.4,37,41.4,0.001459681,0.004883709,0.001926028,0,151,143,-8,0,145.42,146.85,156.92,156.64,156.64,0,1.05,0,151,0,151,665,514,1,146.66,147.15,154.96,155.11,147.15,3,0.23,302,822,0,13,13,1,147.87,147.9,153.93,154.65,147.9,0,0,8,8,8,0.002,8,147.9,0,0,302,0.005821496,0.005821496,621,0,621,0,1.25,0.002,0.002,0.003,289,289,150.66
SPWR,0,0,0.170195765,0.829804235,0.195868097,0.145215211,0.019222733,0.052834016,0.152914172,0.438707392,-1.081691446,0.100306725,1.539096087,0,14.63,14.7,14.8,14.93,14.98,15.09,15.24,15.76,15.66,15.6,15.56,15.4,15.27,15.16,14.78,14.87,14.97,15.05,15.11,15.29,15.37,15.84,15.71,15.62,15.59,15.53,15.3,15.17,15.33,1.161,1.74,1.76,1.781,0.006,1.09,0.439,1.433,-1.536,1.669,-1.082,1.455,0,0.15,0.64,1,0,1.2,5,0,1.2,5,0,0.000154351,0.00023487,2,0,0,0,0,14.8,14.97,15.76,15.84,15.84,0,#DIV/0!,0,0,0,0,21,21,1,14.93,15.05,15.66,15.71,15.05,1,0,15,23,15,2,-13,0,14.98,15.11,15.6,15.62,15.62,-1,0,1,1,1,0,1,15.62,0,0,30,0.007993344,0.007993344,853,889,-36,0,0.27,0,0,0.001,62,62,15.33
STKL,0,1,0.231322413,0.768677587,0.257449344,0.239448391,0.080651901,0.138967507,0.265539774,0.294799307,0.70770992,0.194765273,0.780974785,0,7.23,7.26,7.33,7.36,7.42,7.44,7.53,7.65,7.62,7.59,7.56,7.51,7.49,7.48,7.3,7.34,7.36,7.41,7.43,7.45,7.48,7.69,7.62,7.6,7.58,7.55,7.53,7.51,7.5,1.129,1.219,1.863,2.507,0.006,1.09,0.295,1.289,-1.536,1.669,0.708,3.244,0,0.18,1,1,0,24.3,206.4,0,24.3,206.4,0,0.00321054,0.00960729,1,0,0,0,0,7.26,7.34,7.65,7.69,7.65,0,#DIV/0!,0,720,0,720,437,-283,0,7.33,7.36,7.62,7.62,7.62,-37,1.65,1035,504,315,67,-248,0,7.36,7.41,7.59,7.6,7.59,-33,0,42,42,42,0.01,42,7.59,6,0,1350,0.007404522,0.007404522,790,525,265,390,0.45,0.001,0.001,0.001,104,-286,7.5
TASK,0,1,0.748792271,0.251207729,0.670560748,0.980263158,0.726973684,0.844171499,0.831428437,0.13027886,-0.661980478,0.747874823,-0.551854762,0,18.8,18.98,19.05,19.1,19.22,19.23,19.56,20.2,20,19.92,19.79,19.72,19.59,19.31,18.75,18.92,19.01,19.06,19.26,19.3,19.43,20.27,20.07,19.98,19.88,19.7,19.61,19.47,19.5,0.857,0.937,0.822,0.707,0.006,1.09,0.13,1.125,-1.536,1.669,-0.662,1.874,1,1,1,1,1.1,11.6,10.1,1.1,11.6,10.1,0.001180345,0.001527955,0.000472468,-1,136,116,-20,0,18.8,18.75,20,20.07,20,-1,1.17,0,136,0,136,208,72,1,18.98,18.92,19.92,19.98,18.98,4,0.65,272,327,0,3,3,1,19.05,19.01,19.79,19.88,19.05,0,0,2,2,2,0,2,19.05,0,0,272,0.002419835,0.002419835,258,0,258,0,0.71,0.001,0.001,0.002,164,164,19.5
TDOC,0,0,0.485355649,0.514644351,0.436363636,0.5,0.449500555,0.474078345,0.55961223,0.413487066,-0.51855648,0.464298,0.064510471,0,27.97,28.37,28.72,28.81,28.98,29.26,29.52,30.95,30.44,30.26,29.92,29.45,29.27,28.96,28.43,28.63,28.82,29.04,29.3,29.49,29.56,30.72,30.39,30.2,29.82,29.61,29.34,29.06,29.43,0.995,1.022,1.034,1.046,0.006,1.09,0.413,1.408,-1.536,1.669,-0.519,2.018,1,1,1,1,4.1,17,17.1,4.1,17,17.1,0.004289796,0.002238334,0.00079832,0,618,421,-197,0,28.37,28.63,30.95,30.72,30.72,-6,1.47,471,1236,29,1736,305,-1431,0,28.72,28.82,30.44,30.39,30.39,-47,5.7,2354,731,0,6,6,1,28.81,29.04,30.26,30.2,29.04,0,0,3,3,3,0.001,3,29.04,0,0,2354,0.004957469,0.004957469,529,353,176,0,1.05,0.001,0.001,0.002,242,242,29.43
TEAM,1,1,0.469705392,0.530294608,0.496136865,0.101835406,0.656601539,0.258583225,0.42677655,0.818190123,0.356326609,0.374447978,0.237324291,0,162.27,163.58,165.34,166.25,167.4,168.43,169.99,176.73,175.24,174.49,172.21,170.87,168.67,166.73,164.51,164.73,165.1,165.89,167.44,170.35,171.14,176.39,175.19,174.15,171.84,170.38,169.03,168.3,169.49,1.004,1.152,1.219,1.287,0.006,1.09,0.818,1.813,-1.536,1.669,0.356,2.893,1,1,1,1,13.9,80.6,85.4,13.9,80.6,85.4,0.014493971,0.010648981,0.003974177,0,2203,1421,-782,0,163.58,164.73,176.73,176.39,176.73,-4,1.55,0,2542,0,2542,1450,-1092,0,165.34,165.1,175.24,175.19,175.24,-6,1.75,4745,2899,0,28,28,1,166.25,165.89,174.49,174.15,166.25,0,0,17,17,17,0.004,17,166.25,0,0,4745,0.005108225,0.005108225,545,508,37,0,1.29,0.002,0.002,0.003,298,298,169.49
TMUS,1,1,0.449860168,0.550139832,0.493841875,0.590890096,0.273297117,0.401856392,0.531413299,0.912334987,-0.1306295,0.445348087,0.099264501,0,145.08,145.65,145.91,146.06,146.52,146.8,147.71,148.66,148.45,148.09,147.97,147.67,147.08,146.67,145.11,145.55,145.97,146.21,146.39,147.12,147.51,149.23,148.91,148.72,148.48,148.03,147.52,146.81,147.33,1.014,1.066,1.079,1.091,0.006,1.09,0.912,1.907,-1.536,1.669,-0.131,2.406,0,1,1,1,0,35.7,36.1,0,35.7,36.1,0,0.004716548,0.001682074,0,0,0,0,0,145.65,145.55,148.66,149.23,148.66,0,#DIV/0!,0,0,0,0,642,642,1,145.91,145.97,148.45,148.91,145.91,4,0,0,654,0,12,12,1,146.06,146.21,148.09,148.72,146.06,0,0,7,7,7,0.002,7,146.06,0,0,0,0.00529939,0.00529939,565,737,-172,737,1.09,0.001,0.001,0.002,253,-484,147.33
TREE,1,0,0.52057531,0.47942469,0.337703615,0.553698287,0.966151275,0.731407072,0.651948822,0.431292895,-0.128518659,0.480049479,0.035953879,0,38.19,38.4,38.62,38.94,39.32,39.55,40.36,42.15,41.73,41.12,40.7,40.09,39.83,39.45,38.03,38.2,38.49,38.7,39.13,39.24,39.69,41.19,40.8,40.59,40.08,39.75,39.59,39.37,39.72,0.977,1.013,1.022,1.032,0.006,1.09,0.431,1.426,-1.536,1.669,-0.129,2.408,0,0.18,1,1,0,6.1,34.4,0,6.1,34.4,0,0.000809349,0.001600127,0,0,0,0,0,38.4,38.2,42.15,41.19,41.19,0,#DIV/0!,0,0,0,0,110,110,1,38.62,38.49,41.73,40.8,38.49,3,0,0,121,0,11,11,1,38.94,38.7,41.12,40.59,38.7,0,0,7,7,7,0.002,7,38.7,0,0,0,0.004618205,0.004618205,493,0,493,0,0.19,0,0,0,43,43,39.72
TREX,0,0,0.270475429,0.729524571,0.131108462,0.414960301,0.410781446,0.412865586,0.386644666,0.707432571,-0.112998182,0.218236385,0.676547398,0,49.45,49.83,50.05,50.32,50.69,51.15,51.92,52.68,52.29,51.96,51.44,50.89,50.63,50.34,49.84,50.03,50.12,50.35,50.84,51.25,51.7,52.39,52.28,52.1,51.84,51.23,50.97,50.51,51.08,1.108,1.433,1.626,1.82,0.006,1.09,0.707,1.702,-1.536,1.669,-0.113,2.423,1,1,1,1,15.3,49.4,56.1,15.3,49.4,56.1,0.015931623,0.006526885,0.002611668,1,1022,1562,540,1,49.83,50.03,52.68,52.39,50.03,11,0.65,0,0,0,0,889,889,1,50.05,50.12,52.29,52.28,50.12,18,0,1022,2469,0,18,18,1,50.32,50.35,51.96,52.1,50.35,0,0,11,11,11,0.003,11,50.35,0,0,1022,0.007027369,0.007027369,750,460,290,562,1.82,0.002,0.002,0.004,421,-141,51.08
TRS,0,0,0.506192569,0.493807431,0.44139849,0.812369411,0.926870038,0.867733177,0.759277993,0.246986837,-0.265037281,0.556226396,-0.102178439,0,29.77,29.86,29.9,30.04,30.12,30.18,30.32,30.92,30.84,30.7,30.64,30.57,30.51,30.36,29.63,29.97,30.03,30.04,30.09,30.12,30.17,31.01,30.94,30.83,30.78,30.6,30.55,30.49,30.3,0.984,0.978,0.949,0.92,0.006,1.09,0.247,1.241,-1.536,1.669,-0.265,2.271,0,0.18,1,1,0,4.7,25.3,0,4.7,25.3,0,0.000618888,0.001175765,0,0,0,0,0,29.77,29.63,30.84,30.94,30.94,0,#DIV/0!,0,0,0,0,84,84,1,29.86,29.97,30.7,30.83,29.97,3,0,0,92,0,8,8,1,29.9,30.03,30.64,30.78,30.03,0,0,5,5,5,0.001,5,30.03,0,0,0,0.004756751,0.004756751,507,0,507,0,0.17,0,0,0,38,38,30.3
TSCO,0,0,0.53495805,0.46504195,0.835518474,0.689928959,0.65649812,0.673005991,0.784329373,0.72326348,0.021191559,0.659045472,-0.310185921,0,229.02,229.52,230.28,230.89,231.38,231.89,233.45,236.19,235.69,234.95,234.2,233.9,233.52,231.2,228.45,228.99,229.4,230.41,231.94,232.18,233.3,237.41,235.82,234.99,234.18,233.52,232.71,232.13,232.81,0.969,0.846,0.796,0.747,0.006,1.09,0.723,1.718,-1.536,1.669,0.021,2.558,1,1,1,1,6.5,36.2,34.1,6.5,36.2,34.1,0.006788161,0.004777902,0.001586453,0,466,666,200,1,229.02,228.45,235.69,235.82,228.45,1,0.7,0,233,0,233,651,418,1,229.52,228.99,234.95,234.99,228.99,2,0.36,699,1327,0,11,11,1,230.28,229.4,234.2,234.18,229.4,0,0,7,7,7,0.002,7,229.4,0,0,699,0.004479659,0.004479659,478,466,12,0,0.75,0.001,0.001,0.002,173,173,232.81
TSLA,1,1,0.692768678,0.307231322,0.778307509,0.086084413,0.816966151,0.265194365,0.483693166,1.063153453,-0.032696684,0.461599417,0.069428461,0,194.48,195.59,196.28,197.16,198.06,201.58,203.48,210.55,208.47,206.05,204.7,203.89,202.6,199.97,190.33,192.58,193.87,195.97,198.28,200.68,206.75,208.62,206.51,205.89,203.19,201.47,199.22,196.23,200.86,0.886,1.051,1.059,1.066,0.006,1.09,1.063,2.058,-1.536,1.669,-0.033,2.504,0,1,1,1,0,41.3,41.6,0,41.3,41.6,0,0.005455953,0.001936511,0,0,0,0,0,195.59,192.58,210.55,208.62,210.55,0,#DIV/0!,0,4620,0,4620,743,-3877,0,196.28,193.87,208.47,206.51,208.47,-19,6.22,4620,756,0,14,14,1,197.16,195.97,206.05,205.89,197.16,0,0,8,8,8,0.002,8,197.16,0,0,4620,0.0029595,0.0029595,316,603,-287,0,1.07,0.001,0.001,0.002,247,247,200.86
TTC,0,0,0.33320016,0.66679984,0.820818435,0.488090263,0.878813205,0.65493524,0.770301875,0.880121831,-0.810844623,0.522069279,-0.039782849,0,110.02,110.25,110.49,110.69,110.99,111.2,111.73,113.05,112.97,112.72,112.56,112.19,111.81,110.93,110.33,110.58,110.78,111.16,111.35,111.72,111.85,112.98,112.91,112.83,112.46,112.27,111.95,111.44,111.63,1.075,0.975,0.977,0.979,0.006,1.09,0.88,1.874,-1.536,1.669,-0.811,1.726,0,1,1,1,0,8.6,8.7,0,8.6,8.7,0,0.001141978,0.00040323,0,0,0,0,0,110.02,110.33,112.97,112.91,112.91,0,#DIV/0!,0,0,0,0,155,155,1,110.25,110.58,112.72,112.83,110.58,1,0,0,158,0,3,3,1,110.49,110.78,112.56,112.46,110.78,0,0,2,2,2,0,2,110.78,0,0,0,0.006423154,0.006423154,685,893,-208,0,0.98,0.001,0.001,0.002,227,227,111.63
TTD,1,1,0.583645443,0.416354557,0.317450495,0.472520107,0.373324397,0.42000391,0.486458357,0.973982356,0.553970463,0.41411316,0.158110833,0,54.28,54.57,54.61,54.96,55.25,56.11,58.18,57.75,57.52,57.42,57.2,56.85,56.08,55.31,54.73,55.01,55.26,55.51,55.66,56.04,57.03,58.46,57.66,57.35,57.26,56.96,56.28,55.89,56.41,0.944,1.113,1.154,1.195,0.006,1.09,0.974,1.968,-1.536,1.669,0.554,3.09,1,1,1,1,17.9,101.5,105.3,17.9,101.5,105.3,0.018725176,0.013406673,0.004900781,0,3723,1836,-1887,0,54.57,55.01,57.75,58.46,57.75,-33,2.03,0,113,0,113,1825,1712,1,54.61,55.26,57.52,57.66,54.61,31,0.06,3893,3696,57,34,-23,0,54.96,55.51,57.42,57.35,57.42,0,0,21,21,21,0.005,21,57.42,0,0,3950,0.004010663,0.004010663,428,56,372,226,1.2,0.002,0.002,0.003,277,51,56.41
TTWO,1,1,0.441470236,0.558529764,0.427095749,0.269954033,0.359381529,0.311474707,0.451172588,0.749267201,0.066448489,0.383774658,0.218117298,0,109.14,109.42,109.73,109.95,110.7,111.02,111.45,113,112.67,112.3,112.05,111.83,111.37,110.16,109.6,109.7,109.8,109.94,110.3,110.75,112.04,113.26,112.67,112.33,112,111.64,111.3,111.06,111.24,1.018,1.129,1.18,1.232,0.006,1.09,0.749,1.744,-1.536,1.669,0.066,2.603,1,1,1,1,11.4,51.8,54.2,11.4,51.8,54.2,0.011884445,0.006842956,0.002522404,0,2114,1166,-948,0,109.42,109.7,113,113.26,113,-8,1.81,0,0,0,0,932,932,1,109.73,109.8,112.67,112.67,109.73,8,0,2114,2115,0,18,18,1,109.95,109.94,112.3,112.33,109.95,0,0,11,11,11,0.003,11,109.95,0,0,2114,0.005380209,0.005380209,574,667,-93,0,1.23,0.002,0.002,0.003,285,285,111.24
TWLO,1,1,0.656850962,0.343149038,0.39511323,0.542471042,0.657657658,0.597294094,0.612737561,0.513740842,0.771642764,0.523783932,-0.042883878,0,63.45,64.21,64.58,65,65.45,65.9,66.54,68.52,68.21,67.83,67.27,66.59,65.89,65.5,64.04,64.09,64.13,64.58,64.67,64.73,65.85,67.79,67.53,67.19,66.72,66.38,66.1,65.58,65.93,0.905,0.983,0.966,0.95,0.006,1.09,0.514,1.508,-1.536,1.669,0.772,3.308,1,1,1,1,4.9,117.7,115.7,4.9,117.7,115.7,0.005128447,0.015538514,0.005386865,0,731,503,-228,0,63.45,64.04,68.21,67.53,68.21,-3,1.45,66,2308,66,2440,2116,-324,0,64.21,64.09,67.83,67.19,67.83,-5,1.15,3171,2656,0,38,38,1,64.58,64.13,67.27,66.72,64.58,1,0,24,24,24,0.005,24,64.58,0,0,3171,0.003305488,0.003305488,353,0,353,0,0.95,0.001,0.001,0.002,220,220,65.93
TYL,1,1,0.491410308,0.508589692,0.525228447,0.249895529,0.328458003,0.286496398,0.45566602,0.758443208,-0.361836915,0.403804481,0.178124474,0,323.34,327.34,328.41,331.06,332.7,333.62,334.7,342.39,340.67,339.57,336.78,334.05,332.32,330.59,328.6,329.49,330.82,331.02,332.85,333.78,337.56,341.78,340.28,338.03,337.3,336.78,335.62,334.28,334.59,0.992,1.105,1.127,1.148,0.006,1.09,0.758,1.753,-1.536,1.669,-0.362,2.175,0,1,1,1,0,24.7,25.2,0,24.7,25.2,0,0.003263561,0.001172984,0,0,0,0,0,327.34,329.49,342.39,341.78,342.39,0,#DIV/0!,0,0,0,0,444,444,1,328.41,330.82,340.67,340.28,328.41,1,0,0,453,0,8,8,1,331.06,331.02,339.57,338.03,331.06,0,0,5,5,5,0.001,5,331.06,0,0,0,0.004899146,0.004899146,523,335,188,669,1.15,0.002,0.002,0.003,266,-403,334.59
UI,0,0,0.17379145,0.82620855,0.290425109,0.244045132,0.056414542,0.117335819,0.251462857,0.882646383,-0.487390806,0.169302154,0.918391728,0,267.34,269.53,270.66,271.16,271.75,273.01,274.27,277.96,277.59,277.28,276.83,274.57,272.82,271.26,268.62,269.31,269.74,270.19,271.36,272.17,274.77,278.76,277.17,276.6,276.03,275.46,274.49,273.22,273.75,1.159,1.783,1.858,1.933,0.006,1.09,0.883,1.877,-1.536,1.669,-0.487,2.049,0,0.17,0.8,1,0,5.3,26.2,0,5.3,26.2,0,0.000705609,0.001219626,1,0,0,0,0,269.53,269.31,277.96,278.76,278.76,0,#DIV/0!,0,1916,0,1916,96,-1820,0,270.66,269.74,277.59,277.17,277.17,-7,19.94,2190,105,274,9,-265,0,271.16,270.19,277.28,276.6,276.6,-1,0,5,5,5,0.001,5,276.6,0,0,2464,0.007958707,0.007958707,849,821,28,274,0.33,0,0,0.001,76,-198,273.75
UPST,0,0,0.654205607,0.345794393,0.571948998,0.750588235,0.631764706,0.688618295,0.721653304,0.50586674,-0.665714305,0.634361807,-0.25586096,0,17.28,17.47,17.67,17.77,18.04,18.27,18.62,20.1,19.55,19.52,19.07,18.83,18.66,18.06,17.63,17.82,17.89,17.99,18.15,18.44,18.87,19.41,19.21,19.01,18.76,18.7,18.58,18.25,18.57,0.907,0.901,0.877,0.852,0.006,1.09,0.506,1.5,-1.536,1.669,-0.666,1.871,1,1,1,1,4.3,11,10.7,4.3,11,10.7,0.004503772,0.001457896,0.000499824,0,483,442,-41,0,17.28,17.63,19.55,19.21,19.21,-2,1.09,279,0,0,279,198,-81,0,17.47,17.82,19.52,19.01,19.01,-4,1.41,762,644,0,3,3,1,17.67,17.89,19.07,18.76,17.89,0,0,2,2,2,0,2,17.89,0,0,762,0.00333097,0.00333097,355,0,355,0,0.85,0.001,0.001,0.002,197,197,18.57
VEEV,0,1,0.41025641,0.58974359,0.397621071,0.178475336,0.282959641,0.224724981,0.376437624,0.601995908,0.46454609,0.31906948,0.361938363,0,166.95,167.73,168.35,169.12,169.35,170.1,171.02,174.13,173.59,173.14,172.5,172.09,170.61,169.62,167.05,167.59,168.24,169.52,169.93,170.77,172.29,175.05,173.82,173.31,171.91,171.21,170.36,169.52,171.03,1.035,1.184,1.336,1.488,0.006,1.09,0.602,1.596,-1.536,1.669,0.465,3.001,1,1,1,1,9.7,96.1,108.4,9.7,96.1,108.4,0.010088004,0.012686218,0.005046026,0,1539,989,-550,0,167.73,167.59,174.13,175.05,174.13,-3,1.56,0,1710,0,1710,1727,17,1,168.35,168.24,173.59,173.82,168.35,0,0.99,3249,2752,0,35,35,1,169.12,169.52,173.14,173.31,169.12,0,0,22,22,22,0.005,22,169.12,0,0,3249,0.005680886,0.005680886,606,1026,-420,1026,1.49,0.002,0.002,0.003,345,-681,171.03
VIRT,1,0,0.251527495,0.748472505,0.814964611,0.368932039,0.053937433,0.141064691,0.356856694,0.247522696,-1.759758503,0.244067098,0.579243804,0,18.73,18.77,18.84,18.95,19.12,19.14,19.18,19.53,19.47,19.47,19.24,19.23,19.14,18.98,18.93,18.94,18.98,19.05,19.15,19.18,19.29,19.59,19.49,19.43,19.36,19.32,19.28,19.21,19.24,1.118,1.134,1.067,1,0.006,1.09,0.248,1.242,-1.536,1.669,-1.536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.77,18.94,19.53,19.59,19.59,0,#DIV/0!,0,962,0,962,0,-962,0,18.84,18.98,19.47,19.49,19.49,-49,#DIV/0!,962,0,0,0,0,0,18.95,19.05,19.47,19.43,19.43,0,0,0,0,0,0,0,19.43,0,0,962,0.007209891,0.007209891,769,0,769,0,0,0,0,0,0,0,19.24
VLD,1,1,0.768627451,0.231372549,0.381679389,0.63,0.765,0.694226188,0.654900276,-0.249681159,-1.833268718,0.559547708,-0.108340841,0,2.87,2.91,2.93,2.94,2.98,3.01,3.07,3.27,3.23,3.19,3.14,3.09,3.05,3.02,2.9,2.91,2.93,2.95,2.99,3.01,3.06,3.23,3.2,3.16,3.14,3.13,3.1,3.05,3.04,0.846,1,1,1,0.006,1.09,0.006,1,-1.536,1.669,-1.536,1,0,1,1,1,0,1,1,0,1,1,0,0.000132055,4.66E-05,0,0,0,0,0,2.87,2.9,3.23,3.2,3.23,0,#DIV/0!,40,27,0,67,18,-49,0,2.91,2.91,3.19,3.16,3.19,-15,3.73,67,18,0,0,0,1,2.93,2.93,3.14,3.14,2.93,0,0,0,0,0,0,0,2.93,0,0,67,0.002228767,0.002228767,238,0,238,0,1,0.001,0.001,0.002,232,232,3.04
