stock,yestDir,direction,RSI,RSIRev,fair_value_mult,drop,climb,geomean,score,sharpe,wSharpe,status,statusScaled,nUpDown,buy_pt_up_p30,buy_pt_up_p40,buy_pt_up_p50,buy_pt_up_p61,buy_pt_up_p73,buy_pt_up_p84,buy_pt_up_p95,sell_pt_up_p30,sell_pt_up_p40,sell_pt_up_p50,sell_pt_up_p61,sell_pt_up_p73,sell_pt_up_p84,sell_pt_up_p95,buy_pt_down_p30,buy_pt_down_p40,buy_pt_down_p50,buy_pt_down_p61,buy_pt_down_p73,buy_pt_down_p84,buy_pt_down_p95,sell_pt_down_p30,sell_pt_down_p40,sell_pt_down_p50,sell_pt_down_p61,sell_pt_down_p73,sell_pt_down_p84,sell_pt_down_p95,price,LoHiAdj,statusAdj,statusAdj2,statusAdj3,sharpeMin,sharpeMax,adjSharpe,sharpeFinal,ssMin,ssMax,adjSS,ssFinal,inEt,inFid,in_self_managed,currentlyActive,portionET,portionFid,portion_self_managed,cappedET,cappeDFid,cappedSlf,portionNormET,portionNormFid,portionNormSelfManaged,upDownCopy,ET$,ETTarget,ETDiff,etUD,buyUpET,buyDownET,sellUpET,sellDownET,bsET,nSharesET,PctTargET,fidRoll,fidRoth,fidSI,fid (ALL),FidTarget,FidDiff,FidUD,buyUpFid,buyDownFid,sellUpFid,sellDownFId,bsFid,nSharesFid,pctTargFid,TotalIn,TotalTarget,TD,TDTarget,TDDiff,tdUD,buyUpTD,buyDownTD,sellUpTD,sellDownTD,bsTD,nShrs,DMIRA,DMTarget,DMDiff,DMAmtIO,DMfBS,DMdiAmt,DMBSPt,DMNShares,statCopy,Owned,rsiWt,rsiWtRenorm,rsiDollarsTarget,rsiDollarsIn,ddiff,Adel,AdelRaw,AdelNorm,AdelCap,AdelRenrom,AdelIn,AdelDiff,pricecopy
AAPL,1,1,0.439872153,0.560127847,0.740166865,0.251149185,0.356874216,0.299380475,0.507509465,0.976333467,-0.538492306,0.430745727,0.126482844,0,146.24,146.96,147.32,147.64,147.99,148.29,148.95,151.71,151.27,150.6,150.04,149.41,148.76,147.96,145.37,145.89,146.26,147.05,148.5,148.87,149.35,151.93,150.73,150.15,149.96,149.54,149.18,147.61,148.91,1.019,1.09,1.091,1.091,0.006,1.09,0.976,1.971,-1.536,1.669,-0.538,1.998,0,1,1,1,0,17.4,17.4,0,17.4,17.4,0,0.002292757,0.000808938,0,0,0,0,0,146.96,145.89,151.71,151.93,151.71,0,#DIV/0!,0,596,0,596,312,-284,0,147.32,146.26,151.27,150.73,151.27,-2,1.91,596,318,0,6,6,1,147.64,147.05,150.6,150.15,147.64,0,0,4,4,4,0.001,4,147.64,0,0,596,0.005395603,0.005395603,576,298,278,596,1.09,0.001,0.001,0.002,253,-343,148.91
ABMD,0,0,0.924490611,0.075509389,0.402264601,0.889469285,0.764521521,0.824632288,0.723199508,0.930871288,0.564054598,0.627580351,-0.241556728,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.764,0.854,0.807,0.761,0.006,1.09,0.931,1.925,-1.536,1.669,0.564,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,#DIV/0!,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,#DIV/0!,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0.000727367,0.000727367,78,0,78,0,0,0,0,0,0,0,-1
ABNB,1,1,0.836734694,0.163265306,0.609403255,0.881118881,0.981351981,0.929885885,0.852002796,0.186574164,-0.396887756,0.766974629,-0.618926232,-1,123.81,124.34,125.19,125.77,126.23,127.45,128.97,131.91,130.3,129.65,128.27,127.77,127.26,126.28,124.16,124.33,124.8,125.27,125.79,127.12,127.65,130.35,129.71,128.9,128.41,128.16,127.12,125.58,127.21,0.811,0.902,0.763,0.625,0.006,1.09,0.187,1.181,-1.536,1.669,-0.397,2.14,1,1,1,1,1.2,18.9,16,1.2,18.9,16,0.001267657,0.002496587,0.00074466,-1,0,124,124,1,123.81,124.16,130.3,129.71,123.81,1,0,0,127,0,127,340,213,1,124.34,124.33,129.65,128.9,124.34,2,0.37,127,469,0,5,5,1,125.19,124.8,128.27,128.41,125.19,0,0,3,3,3,0.001,3,125.19,0,-1,127,0.001572703,0.001572703,168,0,168,0,0.62,0.001,0.001,0.001,145,145,127.21
ACN,0,0,0.117459049,0.882540951,0.642431466,0.131633932,0.233597994,0.175355133,0.374900433,0.734790799,-0.386910078,0.190199589,0.803519914,0,264.31,265.29,266.21,267.17,268.62,269.42,270.4,273.83,273.05,271.92,270.67,269.04,268.45,267.32,263.78,265.94,266.59,267.57,268.15,269.83,272.09,276.34,273.73,271.62,269.81,269.28,268.16,266.07,269.63,1.189,1.553,1.701,1.849,0.006,1.09,0.735,1.729,-1.536,1.669,-0.387,2.15,0,1,1,3,0,33.1,109,0,33.1,109,0,0.004377579,0.005071824,1,2157,0,-2157,0,265.29,265.94,273.83,276.34,276.34,-8,#DIV/0!,0,1618,0,1618,596,-1022,0,266.21,266.59,273.05,273.73,273.73,-4,2.71,3775,631,0,35,35,1,267.17,267.57,271.92,271.62,267.57,0,0,22,22,22,0.005,22,267.57,0,0,3775,0.008501346,0.008501346,907,809,98,539,1.85,0.002,0.002,0.004,428,-111,269.63
ADBE,0,0,0.122253296,0.877746704,0.063170441,0.157542833,0.602173005,0.30800656,0.278232886,0.858695483,-0.415878982,0.110065039,1.41521991,0,341.32,342.62,343.39,345.25,346.25,348.63,349.36,355.56,353.82,352.28,351.2,348.23,347.38,344.86,342.32,342.9,344.44,346,347.71,350.5,355.28,359.22,356.28,355.23,352.39,349.95,348.73,344.85,348.72,1.186,2.394,2.646,2.897,0.006,1.09,0.859,1.853,-1.536,1.669,-0.416,2.121,0,1,1,1,0,48.4,53.5,0,48.4,53.5,0,0.006392644,0.002490433,1,0,0,0,0,343.39,344.44,355.56,359.22,359.22,0,#DIV/0!,0,0,0,0,870,870,1,345.25,346,353.82,356.28,346,3,0,349,888,349,17,-332,0,346.25,347.71,352.28,355.23,355.23,-1,0,11,11,11,0.002,11,355.23,0,0,698,0.008455164,0.008455164,902,697,205,1046,2.9,0.004,0.004,0.006,671,-375,348.72
ADYEY,0,0,0.346841478,0.653158522,0.347010551,0.447187929,0.348422497,0.394728178,0.48220836,0.748606198,-0.429042993,0.361519515,0.264669584,0,14.34,14.45,14.63,14.74,14.77,14.93,15.25,15.19,15.14,15.05,14.81,14.68,14.53,14.24,14.59,14.66,14.7,14.76,14.86,14.99,15.12,15.26,15.18,15.12,14.97,14.85,14.69,14.59,14.82,1.068,1.158,1.188,1.218,0.006,1.09,0.749,1.743,-1.536,1.669,-0.429,2.107,1,1,0,1,11.2,22.8,0,11.2,22.8,0,0.011732433,0.003017201,0,0,2445,1151,-1294,0,14.45,14.66,15.19,15.26,15.26,-85,2.12,0,430,0,430,411,-19,0,14.63,14.7,15.14,15.18,15.18,-1,1.05,2875,1561,0,0,0,0,14.74,14.76,15.05,15.12,15.12,0,0,0,0,0,0,0,15.12,0,0,2875,0.00629175,0.00629175,671,904,-233,800,1.22,0.002,0.002,0.003,282,-518,14.82
AGI,0,0,0.091090691,0.908909309,0.388160509,0.689511074,0.806310071,0.745627067,0.681575027,0.225547397,0.523779638,0.201403419,0.749591713,0,9.83,9.87,9.92,9.94,10.03,10.06,10.12,10.27,10.25,10.22,10.18,10.08,10.03,9.98,9.84,9.87,9.89,9.92,9.94,9.99,10.15,10.27,10.18,10.13,10.11,10.04,10,9.98,10.04,1.203,1.161,1.737,2.313,0.006,1.09,0.226,1.22,-1.536,1.669,0.524,3.06,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.87,9.87,10.27,10.27,10.27,0,#DIV/0!,0,10,0,10,0,-10,0,9.92,9.89,10.25,10.18,10.18,-1,#DIV/0!,10,0,0,0,0,0,9.94,9.92,10.22,10.13,10.13,0,0,0,0,0,0,0,10.13,0,0,10,0.008755347,0.008755347,934,894,40,0,0,0,0,0,0,0,10.04
AMD,0,0,0.337195366,0.662804634,0.225268176,0.35562056,0.523610531,0.431516709,0.452557503,0.870596045,0.15185721,0.308572114,0.388217272,0,74.21,74.73,75.11,75.42,75.7,76.1,77.36,78.87,78.4,78.04,77.23,76.74,76.04,75.31,74.54,74.62,75.02,75.34,75.63,76.1,77.05,78.58,77.94,77.57,76.95,76.81,76.47,75.98,76.61,1.073,1.274,1.371,1.468,0.006,1.09,0.871,1.865,-1.536,1.669,0.152,2.688,1,1,1,1,17.8,66.5,71.6,17.8,66.5,71.6,0.018533245,0.008785035,0.003333058,0,1073,1818,745,1,74.73,74.62,78.87,78.58,74.62,10,0.59,1379,0,306,1685,1196,-489,0,75.11,75.02,78.4,77.94,77.94,-6,1.41,2758,3037,0,23,23,1,75.42,75.34,78.04,77.57,75.34,0,0,15,15,15,0.003,15,75.34,0,0,2758,0.006384669,0.006384669,681,306,375,0,1.47,0.002,0.002,0.003,340,340,76.61
AMEH,0,0,0.31921694,0.68078306,0.310810811,0.435018805,0.27580443,0.346381456,0.439441781,0.524951244,-0.550485641,0.324779095,0.348063284,0,32.01,32.31,32.4,32.49,32.6,32.85,33.22,34.23,34.14,33.88,33.6,33.48,33.33,33.22,32.26,32.36,32.53,32.76,32.9,33.25,33.65,34.22,34.15,34.05,33.83,33.74,33.56,33.07,33.16,1.083,1.157,1.213,1.27,0.006,1.09,0.525,1.519,-1.536,1.669,-0.55,1.986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.31,32.36,34.23,34.22,34.22,0,#DIV/0!,0,663,0,663,0,-663,0,32.4,32.53,34.14,34.15,34.15,-19,#DIV/0!,663,0,0,0,0,0,32.49,32.76,33.88,34.05,34.05,0,0,0,0,0,0,0,34.05,0,0,663,0.006557851,0.006557851,700,730,-30,0,0,0,0,0,0,0,33.16
AMGN,0,0,0.038353975,0.961646025,0.856972586,0.01671542,0.186794818,0.055878026,0.227437599,0.61460986,-0.042159109,0.066465884,2.166323185,0,232.05,232.91,233.49,233.72,234.04,234.57,235.78,237.73,237.35,237.21,237.04,236.57,236.28,235.89,232.95,233.32,233.7,234.02,234.53,234.99,236.35,238.44,237.84,237.51,237.11,236.36,236.13,235.42,236.16,1.23,2.802,5.022,7.243,0.006,1.09,0.615,1.609,-1.536,1.669,-0.042,2.494,1,1,1,1,48.5,108.5,194.4,48.5,108.5,194.4,0.050658373,0.014321426,0.009049587,2,23380,4968,-18412,0,233.72,234.02,237.73,238.44,238.44,-77,4.71,6612,1181,0,7793,1950,-5843,0,234.04,234.53,237.35,237.84,237.84,-25,4,32118,6981,945,63,-882,0,234.57,234.99,237.21,237.51,237.51,-4,0,40,40,40,0.009,40,237.51,0,0,33063,0.00926335,0.00926335,988,1417,-429,1889,7.24,0.01,0.01,0.016,1677,-212,236.16
AMZN,0,0,0.264882141,0.735117859,0.130313866,0.053489344,0.41036356,0.148155586,0.231263275,0.773582353,-0.551705249,0.164846889,0.945761597,0,93.23,93.46,94.06,94.33,95.07,95.79,96.91,98.46,97.45,96.79,96.44,96.31,95.76,95.3,93.5,93.84,94.1,94.84,95.12,95.79,96.02,98.08,97.72,97.24,96.33,95.85,95.6,94.35,95.79,1.111,1.714,1.813,1.912,0.006,1.09,0.774,1.768,-1.536,1.669,-0.552,1.985,0,1,1,1,0,26.6,28.1,0,26.6,28.1,0,0.00351247,0.001309777,1,0,0,0,0,93.46,93.84,98.46,98.08,98.08,0,#DIV/0!,0,3927,192,4119,478,-3641,0,94.06,94.1,97.45,97.72,97.72,-37,8.61,4311,487,192,9,-183,0,94.33,94.84,96.79,97.24,97.24,-2,0,6,6,6,0.001,6,97.24,0,0,4503,0.007081248,0.007081248,755,1054,-299,1245,1.91,0.003,0.003,0.004,443,-802,95.79
ANET,1,1,0.562385321,0.437614679,0.469006381,0.670531401,0.53236715,0.597468736,0.639664546,0.821099123,-0.280666926,0.537245898,-0.067323033,0,131.82,132.27,133.08,134.01,134.54,134.8,135.87,138.64,138.39,137.54,136.68,135.55,134.85,134.57,132.36,132.79,133.19,133.83,134.42,135.09,136.4,137.77,137.26,136.47,135.78,135.33,134.82,133.92,135.21,0.955,0.961,0.954,0.947,0.006,1.09,0.821,1.815,-1.536,1.669,-0.281,2.256,1,1,1,1,10.3,24.9,24.7,10.3,24.9,24.7,0.010732655,0.003284753,0.001149528,0,541,1053,512,1,131.82,132.36,138.39,137.26,131.82,4,0.51,0,0,0,0,447,447,1,132.27,132.79,137.54,136.47,132.27,3,0,541,1508,0,8,8,1,133.08,133.19,136.68,135.78,133.08,0,0,5,5,5,0.001,5,133.08,0,0,541,0.004215457,0.004215457,450,541,-91,0,0.95,0.001,0.001,0.002,219,219,135.21
APPS,0,0,0.063523771,0.936476229,0.034564958,0.221061429,0.1671542,0.19222733,0.189045601,0.506781813,-0.541836525,0.060149958,2.337633836,0,10.93,11.02,11.21,11.29,11.48,11.59,11.8,11.98,11.96,11.75,11.74,11.7,11.53,11.38,11.09,11.15,11.28,11.35,11.5,11.55,11.68,11.96,11.91,11.87,11.73,11.62,11.57,11.45,11.61,1.217,2.585,3.804,5.023,0.006,1.09,0.507,1.501,-1.536,1.669,-0.542,1.995,0,0.02,0.07,1,0,0.8,4.2,0,0.8,4.2,0,0.000108049,0.000196192,2,0,0,0,0,11.29,11.35,11.98,11.96,11.96,0,#DIV/0!,0,580,0,580,15,-565,0,11.48,11.5,11.96,11.91,11.91,-47,39.43,918,16,338,1,-337,0,11.59,11.55,11.75,11.87,11.87,-28,0,1,1,1,0,1,11.87,0,0,1256,0.009020894,0.009020894,962,1184,-222,46,0.1,0,0,0,23,-23,11.61
AREN,1,1,0.266452648,0.733547352,0.174761146,0.134141245,0.25302967,0.184232774,0.277520243,0.603635897,0.369329531,0.201301433,0.750061992,0,8.32,8.41,8.5,8.55,8.65,8.73,8.81,9.16,9.03,9,8.98,8.94,8.91,8.89,8.43,8.48,8.53,8.65,8.72,8.76,8.81,9.14,9.1,9.08,9.03,8.94,8.87,8.84,8.85,1.11,1.421,1.824,2.226,0.006,1.09,0.604,1.598,-1.536,1.669,0.369,2.906,0,0.14,0.8,1,0,14.2,104,0,14.2,104,0,0.001873366,0.004841554,1,0,0,0,0,8.41,8.48,9.16,9.14,9.16,0,#DIV/0!,0,0,0,0,255,255,1,8.5,8.53,9.03,9.1,8.5,30,0,9,289,9,34,25,1,8.55,8.65,9,9.08,8.55,3,0,21,21,21,0.005,21,8.55,2,0,18,0.00706612,0.00706612,754,500,254,0,0.31,0,0,0.001,72,72,8.85
ASML,0,0,0.172193368,0.827806632,0.347636075,0.28875888,0.937317175,0.52024865,0.553843025,0.841931572,-0.076017235,0.282854657,0.457483682,0,609.59,610.1,613.42,617.22,621.41,624.21,631.92,636.41,635.01,632.03,627.34,622.36,619.99,615.48,611.73,614.81,615.46,616.96,622.61,625.93,633.93,638.77,630.42,628.85,626.12,624.26,619.11,616.66,624.21,1.16,1.321,1.415,1.51,0.006,1.09,0.842,1.836,-1.536,1.669,-0.076,2.46,0,1,1,1,0,48.4,51.9,0,48.4,51.9,0,0.006390639,0.002414139,0,0,0,0,0,610.1,614.81,636.41,638.77,638.77,0,#DIV/0!,0,0,0,0,870,870,1,613.42,615.46,635.01,630.42,615.46,1,0,0,887,0,17,17,1,617.22,616.96,632.03,628.85,616.96,0,0,11,11,11,0.002,11,616.96,0,0,0,0.007974101,0.007974101,851,624,227,0,1.51,0.002,0.002,0.003,350,350,624.21
ATVI,0,1,0.504194966,0.495805034,0.859356377,0.669034684,0.188048475,0.354698396,0.573420134,0.705391941,0.765563234,0.502822681,-0.005080946,0,76.34,76.47,76.6,76.71,76.88,76.98,77.13,77.75,77.63,77.51,77.41,77.21,77.12,76.79,76.39,76.57,76.73,76.97,77.09,77.31,77.96,78.29,78.18,77.82,77.34,77.14,77.04,76.2,77.12,0.985,0.997,0.996,0.994,0.006,1.09,0.705,1.7,-1.536,1.669,0.766,3.302,0,0.18,1,1,0,21.3,118.4,0,21.3,118.4,0,0.002818173,0.005509891,0,0,0,0,0,76.34,76.39,77.63,78.18,77.63,0,#DIV/0!,0,0,0,0,384,384,1,76.47,76.57,77.51,77.82,76.47,5,0,0,422,0,38,38,1,76.6,76.73,77.41,77.34,76.6,1,0,24,24,24,0.006,24,76.6,0,0,0,0.004775994,0.004775994,509,0,509,0,0.18,0,0,0,41,41,77.12
AXON,0,0,0.575309628,0.424690372,0.567342074,0.811115754,0.7781028,0.794437813,0.773555007,0.920604339,-0.452353843,0.630311523,-0.24728869,0,189.97,190.63,190.95,191.66,192.18,192.99,194.43,197.9,197.7,197.47,196.62,195.67,194.61,192.64,190.44,190.58,191.26,192.01,192.64,193.25,194.1,197.82,197.54,196.92,196.29,195.44,194.71,192.31,193.59,0.948,0.852,0.843,0.834,0.006,1.09,0.921,1.915,-1.536,1.669,-0.452,2.084,1,1,1,1,11.2,16.1,15.9,11.2,16.1,15.9,0.011703739,0.002121509,0.000740123,0,1355,1148,-207,0,189.97,190.44,197.7,197.54,197.54,-1,1.18,0,0,0,0,289,289,1,190.63,190.58,197.47,196.92,190.58,2,0,1355,1442,0,5,5,1,190.95,191.26,196.62,196.29,191.26,0,0,3,3,3,0.001,3,191.26,0,0,1355,0.00409096,0.00409096,436,387,49,0,0.83,0.001,0.001,0.002,193,193,193.59
BIIB,0,0,0.178985218,0.821014782,0.1708383,0.566652737,0.892185541,0.711026989,0.542112415,0.329921648,-0.62709006,0.23351831,0.617097579,0,267.8,268.75,269.42,269.85,270.76,272.34,273.3,276.28,275.59,274.72,274.2,273.51,273.24,272.55,267.85,268.44,268.8,269.31,270.12,271.85,273.25,275.62,275.24,274.62,274.07,273.27,272.43,271.17,272.55,1.156,1.189,1.34,1.491,0.006,1.09,0.33,1.324,-1.536,1.669,-0.627,1.909,0,0.18,1,1,0,2.8,17.8,0,2.8,17.8,0,0.000375704,0.000828982,1,0,0,0,0,268.75,268.44,276.28,275.62,275.62,0,#DIV/0!,0,0,0,0,51,51,1,269.42,268.8,275.59,275.24,268.8,0,0,0,57,0,6,6,1,269.85,269.31,274.72,274.62,269.31,0,0,4,4,4,0.001,4,269.31,0,0,0,0.007908676,0.007908676,844,0,844,0,0.27,0,0,0.001,62,62,272.55
BMRN,0,0,0.047143428,0.952856572,0.07071911,0.439615545,0.713330547,0.559992141,0.385900341,0.359475125,2.062673495,0.080779679,1.853063932,0,101.42,101.64,102,102.19,102.61,102.99,103.44,104.71,104.26,104.07,103.87,103.4,103.18,103.01,101.62,101.65,101.81,102.1,102.35,102.98,103.2,104.15,104.07,103.62,103.29,103.22,103.11,102.96,103.12,1.226,1.753,8.037,14.321,0.006,1.09,0.359,1.354,-1.536,1.669,1.669,4.206,0,0.18,1,1,0,98.7,2514.2,0,98.7,2349.6,0,0.013035083,0.109377136,2,0,0,0,0,102,101.81,104.71,104.15,104.15,0,#DIV/0!,0,0,0,0,1775,1775,1,102.19,102.1,104.26,104.07,102.1,17,0,0,2538,0,763,763,1,102.61,102.35,104.07,103.62,102.35,7,0,478,478,478,0.109,478,102.35,5,0,0,0.009178683,0.009178683,979,0,979,0,2.58,0.003,0.003,0.006,597,597,103.12
BROS,0,1,0.675287356,0.324712644,0.569060773,0.987394958,0.649159664,0.800610379,0.777141803,0.448032367,-0.113920203,0.668571408,-0.332247251,0,36.81,36.97,37.12,37.24,37.54,37.83,38.12,39.34,39.16,39.01,38.78,38.66,38.21,37.84,36.55,36.88,37.03,37.17,37.39,37.62,38.26,38.98,38.72,38.66,38.33,38.22,38.04,37.81,37.99,0.895,0.885,0.815,0.745,0.006,1.09,0.448,1.442,-1.536,1.669,-0.114,2.423,0,1,1,1,0,30.5,28.1,0,30.5,28.1,0,0.004026903,0.001307229,0,0,0,0,0,36.81,36.55,39.16,38.72,39.16,0,#DIV/0!,38,0,0,38,548,510,1,36.97,36.88,39.01,38.66,36.97,14,0.07,38,557,0,9,9,1,37.12,37.03,38.78,38.33,37.12,0,0,6,6,6,0.001,6,37.12,0,0,38,0.003127894,0.003127894,334,0,334,0,0.75,0.001,0.001,0.002,173,173,37.99
BRTX,0,0,0.634039153,0.365960847,0.509504132,0.779565399,0.510865023,0.631072655,0.67116084,0.53144998,0.515523404,0.585424581,-0.157221311,0,2.79,2.81,2.84,2.88,2.89,2.93,2.95,3.06,3.04,3.03,3.01,2.99,2.97,2.91,2.84,2.85,2.87,2.89,2.95,2.97,2.99,3.09,3.07,3.06,3.03,3,2.96,2.94,2.95,0.917,0.936,0.887,0.839,0.006,1.09,0.531,1.526,-1.536,1.669,0.516,3.052,0,0.04,0.12,1,0,3.2,9.2,0,3.2,9.2,0,0.000428828,0.000430091,0,0,0,0,0,2.79,2.84,3.04,3.07,3.07,0,#DIV/0!,0,32,0,32,58,26,1,2.81,2.85,3.03,3.06,2.85,9,0.55,35,61,3,3,0,1,2.84,2.87,3.01,3.03,2.87,0,0,2,2,2,0,2,2.87,1,0,38,0.00352523,0.00352523,376,0,376,0,0.03,0,0,0,8,8,2.95
BTTR,1,1,0.566120655,0.433879345,0.640780566,0.383618888,0.483911408,0.43085677,0.587278083,0.358975607,-0.664964903,0.531165097,-0.056261204,0,0.7,0.7,0.71,0.72,0.73,0.74,0.76,0.78,0.76,0.75,0.75,0.74,0.73,0.72,0.67,0.68,0.69,0.69,0.7,0.73,0.73,0.78,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.953,0.983,0.974,0.965,0.006,1.09,0.359,1.353,-1.536,1.669,-0.665,1.871,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.67,0.76,0.77,0.76,0,#DIV/0!,0,877,0,877,0,-877,0,0.7,0.68,0.75,0.77,0.75,-1169,#DIV/0!,877,0,0,0,0,0,0.71,0.69,0.75,0.76,0.75,0,0,0,0,0,0,0,0.75,0,0,877,0.004179476,0.004179476,446,0,446,0,0,0,0,0,0,0,0.73
BYND,0,0,0.697674419,0.302325581,0.647916667,0.543062201,0.770933014,0.64704295,0.72168278,-0.001946714,0.2223369,0.663388913,-0.320161406,0,16.18,16.3,16.36,16.44,16.65,16.89,17.13,18.05,17.88,17.68,17.43,17.2,17.04,16.92,16.28,16.51,16.6,16.79,16.88,17.01,17.15,17.87,17.82,17.74,17.58,17.22,17.13,17.08,17.1,0.884,1,0.861,0.723,0.006,1.09,0.006,1,-1.536,1.669,0.222,2.759,1,1,1,1,0.7,57.9,49.9,0.7,57.9,49.9,0.000754132,0.007649315,0.002322509,0,120,74,-46,0,16.18,16.28,17.88,17.82,17.82,-3,1.62,68,17,0,85,1041,956,1,16.3,16.51,17.68,17.74,16.51,58,0.08,205,1132,0,16,16,1,16.36,16.6,17.43,17.58,16.6,1,0,10,10,10,0.002,10,16.6,1,0,205,0.002912244,0.002912244,311,0,311,0,0.72,0.001,0.001,0.002,167,167,17.1
BYRN,0,0,0.155413504,0.844586496,0.052046087,0.557041371,0.724404513,0.635234825,0.380683602,0.560153855,1.300374418,0.110203326,1.413587751,0,8.03,8.07,8.09,8.11,8.14,8.16,8.2,8.42,8.41,8.35,8.32,8.31,8.29,8.24,7.97,7.99,8.01,8.05,8.12,8.14,8.22,8.49,8.47,8.38,8.35,8.31,8.27,8.25,8.2,1.169,1.866,4.278,6.691,0.006,1.09,0.56,1.555,-1.536,1.669,1.3,3.837,0,0.18,1,1,0,72.8,927.2,0,72.8,927.2,0,0.009610502,0.043161466,1,0,0,0,0,8.09,8.01,8.42,8.49,8.49,0,#DIV/0!,0,25,0,25,1308,1283,1,8.11,8.05,8.41,8.47,8.05,159,0.02,25,1610,0,301,301,1,8.14,8.12,8.35,8.38,8.12,37,0,189,189,189,0.043,189,8.12,23,0,25,0.008135738,0.008135738,868,918,-50,0,1.2,0.002,0.002,0.003,279,279,8.2
CEF,0,0,0.073911306,0.926088694,0.102105681,0.501462599,0.722524028,0.601929213,0.43856623,0.033960876,-0.535340083,0.120072865,1.304773323,0,16.95,17.02,17.07,17.12,17.17,17.21,17.35,17.38,17.32,17.25,17.23,17.2,17.12,17,17,17.03,17.04,17.07,17.11,17.13,17.24,17.3,17.28,17.25,17.23,17.2,17.16,16.97,17.16,1.212,1.037,1.755,2.472,0.006,1.09,0.034,1.028,-1.536,1.669,-0.535,2.001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.07,17.04,17.38,17.3,17.3,0,#DIV/0!,326,1870,0,2196,0,-2196,0,17.12,17.07,17.32,17.28,17.28,-127,#DIV/0!,2196,0,0,0,0,0,17.17,17.11,17.25,17.25,17.25,0,0,0,0,0,0,0,17.25,0,0,2196,0.008920833,0.008920833,952,1013,-61,0,0,0,0,0,0,0,17.16
CELH,0,0,0.060727127,0.939272873,0.14382201,0.331383201,0.159632261,0.229998803,0.295337862,1.091646023,1.31154782,0.108038058,1.439515929,0,85.02,85.49,87.23,87.54,87.88,87.98,88.64,92.42,92.09,91.68,91.02,90.2,89.8,87.28,85.84,86.79,87.07,87.37,87.66,88.11,89.08,91.61,91.37,91.14,90.7,90.36,89.61,88.89,89.04,1.219,2.878,4.918,6.958,0.006,1.09,1.09,2.084,-1.536,1.669,1.312,3.848,0,0.18,1,1,0,113.6,1078.2,0,113.6,1078.2,0,0.014999522,0.050193105,1,0,0,0,0,87.23,87.07,92.42,91.61,91.61,0,#DIV/0!,0,0,0,0,2042,2042,1,87.54,87.37,92.09,91.37,87.37,23,0,0,2393,0,350,350,1,87.88,87.66,91.68,91.14,87.66,4,0,219,219,219,0.05,219,87.66,3,0,0,0.009047834,0.009047834,965,0,965,0,1.25,0.002,0.002,0.003,290,290,89.04
CGAU,0,0,0.33320016,0.66679984,0.614223282,0.669870455,0.849352277,0.754291719,0.76886703,0.291348232,0.614538171,0.503776772,-0.00679848,0,5.91,5.95,5.97,6.02,6.04,6.05,6.12,6.22,6.2,6.18,6.15,6.1,6.06,6.04,5.91,5.92,5.94,5.97,6.04,6.06,6.14,6.25,6.2,6.18,6.14,6.1,6.08,6.07,6.07,1.075,0.998,0.995,0.992,0.006,1.09,0.291,1.286,-1.536,1.669,0.615,3.151,0,0,0.03,1,0,0,2.9,0,0,2.9,0,0,0.000137017,0,0,0,0,0,5.91,5.91,6.2,6.2,6.2,0,#DIV/0!,0,42,0,42,0,-42,0,5.95,5.92,6.18,6.18,6.18,-7,#DIV/0!,42,1,0,1,1,1,5.97,5.94,6.15,6.14,5.94,0,0,1,1,1,0,1,5.94,0,0,42,0.006423154,0.006423154,685,0,685,0,0,0,0,0,0,0,6.07
CHWY,0,0,0.188864629,0.811135371,0.08172043,0.562034739,0.385856079,0.465687149,0.364862969,0.393584154,0.400432509,0.152446738,1.028424701,0,38.59,38.71,39.37,39.49,39.8,40.07,40.66,42.01,41.72,41.38,41.12,40.96,40.5,40.1,38.61,38.86,38.92,39.35,39.84,40.3,40.45,41.9,41.6,41.25,40.99,40.53,40.21,39.89,40.33,1.151,1.401,2.215,3.028,0.006,1.09,0.394,1.388,-1.536,1.669,0.4,2.937,1,1,1,1,11.2,104.2,164.8,11.2,104.2,164.8,0.011727862,0.013763048,0.007669478,1,363,1150,787,1,39.37,38.92,42.01,41.9,38.92,20,0.32,0,202,0,202,1874,1672,1,39.49,39.35,41.72,41.6,39.35,42,0.11,565,3078,0,54,54,1,39.8,39.84,41.38,41.25,39.84,1,0,34,34,34,0.008,34,39.84,1,0,565,0.00781351,0.00781351,833,847,-14,686,3.03,0.004,0.004,0.007,701,15,40.33
