Date,mine1,mine2
2020-08-28,609.6591031665562,7.4026612368188855
2020-08-31,618.4950434695007,7.499636863965706
2020-09-01,627.2906883858409,7.613902829760001
2020-09-02,630.5272416347757,7.61675305329665
2020-09-03,604.978412702772,7.200190396958609
2020-09-04,599.5497907334747,7.104376173036204
2020-09-08,589.477730239191,6.91415912111714
2020-09-09,1930.5183479010147,7.315162925627629
2020-09-10,1916.849232474494,7.2378179747174345
2020-09-11,1907.4289960120022,7.1954641002505575
2020-09-14,1937.1275524099744,7.33554686064631
2020-09-15,1965.3236784846258,7.48345506771924
2020-09-16,1957.6253934211795,7.397588212165278
2020-09-17,1943.2672680068717,7.353157716805079
2020-09-18,1957.7660415485798,7.39613778282485
2020-09-21,1942.0542702806983,7.380782363382017
2020-09-22,1982.695648309986,7.480162645962725
2020-09-23,1923.6274375927646,7.235031892721573
2020-09-24,1929.3326321988193,7.1920417954623606
2020-09-25,1978.0376907257,7.407518288045289
2020-09-28,2006.7180376359322,7.508941439917138
2020-09-29,2015.343782794262,7.5618807724382595
2020-09-30,2022.0749211520192,7.665400295281404
2020-10-01,2046.9118556522947,7.757662784472262
2020-10-02,2033.887459129442,7.685847801679915
2020-10-05,2095.1014687320403,7.933886717022615
2020-10-06,2071.747678708787,7.879384469461505
2020-10-07,2122.149882117838,8.042109603956122
2020-10-08,2130.168454725132,7.9804987879681475
2020-10-09,2163.657152349341,8.099473483710282
2020-10-12,2179.2899387843117,8.09030913890724
2020-10-13,2195.688977075931,8.249675359746291
2020-10-14,2189.9714839015164,8.187661253291013
2020-10-15,2197.8170343322763,8.180505133992401
2020-10-16,2198.2889654789897,8.120999852725324
2020-10-19,2175.5913872530773,8.037373101319389
2020-10-20,2177.493720099888,8.021767176901786
2020-10-21,2157.7650707106895,7.924437948500469
2020-10-22,2156.6306606718135,7.923287813146273
2020-10-23,2171.7464917132047,7.961637560775381
2020-10-26,2137.9886906394695,7.786576235365195
2020-10-27,2152.2652633895195,7.917123188092998
2020-10-28,2089.4477057748045,7.668215270900889
2020-10-29,2115.345485342307,7.726516339594635
2020-10-30,2061.335783404218,7.406387557450023
2020-11-02,2073.1791200919665,7.4604261201484015
2020-11-03,2120.0570996050537,7.687437443542015
2020-11-04,2182.3701148618325,8.013235679440593
2020-11-05,2248.971135500765,8.22457441498208
2020-11-06,2251.8751938834803,8.280922586451629
2020-11-09,2202.147745174005,8.02638851697684
2020-11-10,2175.57439759796,7.896875628037105
2020-11-11,2218.185426165963,8.104255960280891
2020-11-12,2227.606322895897,8.293807081305353
2020-11-13,2243.1389709458153,8.32206759500568
2020-11-16,2262.709833255805,8.377150530208088
2020-11-17,2272.7657405204754,8.38754286965933
2020-11-18,2283.4568322865757,8.395949928465628
2020-11-19,2324.3259975521814,8.631351520285945
2020-11-20,2343.7516436081655,8.698798641850566
2020-11-23,2365.0557209765702,8.798339007811053
2020-11-24,2370.2283394445517,8.75864135604948
2020-11-25,2388.823969508069,8.846234765433556
2020-11-27,2433.9942508141608,9.08885887145632
2020-11-30,2436.730310064966,9.141674816972458
2020-12-01,2440.1794602640603,9.179514470742312
2020-12-02,2428.7686473979784,9.120816383855567
2020-12-03,2454.6052739114075,9.289945379768122
2020-12-04,2483.246536174082,9.37706566195374
2020-12-07,2497.0095048187954,9.432720846425969
2020-12-08,2521.6011531755275,9.48220195708562
2020-12-09,2486.197681582645,9.213409069719155
2020-12-10,2532.509964746843,9.390266882395116
2020-12-11,2532.062714997157,9.319268412101387
2020-12-14,2542.76317226507,9.43587097975831
2020-12-15,2580.5261446472095,9.52627418553816
2020-12-16,2583.7825666104363,9.672330181306691
2020-12-17,2633.8736891289786,9.785147257700727
2020-12-18,2661.378324335083,9.841651775934535
2020-12-21,2678.252813251773,9.916838608118868
2020-12-22,2726.696363803543,10.021675865598725
2020-12-23,2723.0669325738672,10.033865147776817
2020-12-24,2729.2063073112363,10.045176533179363
2020-12-28,2696.715952940965,9.915718571239198
2020-12-29,2671.7435810318448,9.80640973735111
2020-12-30,2695.7728404287805,10.014339154097977
2020-12-31,2687.692156717168,10.171285802240556
2021-01-04,2682.606766847517,10.080907730050727
2021-01-05,2730.7603550479776,10.312507087745397
2021-01-06,2733.631190957677,10.325278241539019
2021-01-07,2820.6247713565444,10.771481330935414
2021-01-08,2837.022481035892,10.956895224470742
2021-01-11,2855.861529991265,10.777054062635356
2021-01-12,2906.1536493404587,11.10717571785103
2021-01-13,2941.457633598947,11.232419861708951
2021-01-14,2972.7989789800267,11.3945734594186
2021-01-15,2931.655212266231,11.244580469927902
2021-01-19,2973.7795085042485,11.561885235821686
2021-01-20,3003.440597071143,11.5259655454893
2021-01-21,2998.640164878854,11.445375473425655
2021-01-22,3034.8770275180937,11.627867524173958
2021-01-25,3057.571211956208,11.713103388560317
2021-01-26,3067.5084294127932,11.664777922116539
2021-01-27,3008.509369881241,11.2147408694839
2021-01-28,3038.4936473973444,11.226355419210442
2021-01-29,3017.26831943569,10.996822859811484
2021-02-01,3109.431220033356,11.448854578515785
2021-02-02,3144.9641098866364,11.698832474320405
2021-02-03,3137.5136725810935,11.68007599765567
2021-02-04,3178.5939740664703,11.834712428776845
2021-02-05,3238.4318114765256,12.179259893289524
2021-02-08,3302.5207237293075,12.449068916431733
2021-02-09,3329.0140109129707,12.48596659563697
2021-02-10,3359.051163193257,12.53529114567159
2021-02-11,3393.9636138780997,12.727911584097333
2021-02-12,3420.8499513142365,12.802258227665956
2021-02-16,3395.1148408660124,12.672290440762177
2021-02-17,3360.400379438327,12.495876175357955
